SN,absmag,band,error,jd,mag,normmag,survey,trel
Ia_2MsMS,,r,,,,1.1858645757007977,,73.4
Ia_2MsMS,,r,,,,1.1862846512489007,,73.5
Ia_2MsMS,,r,,,,1.186699909094596,,73.6
Ia_2MsMS,,r,,,,1.1871220485073941,,73.70000000000002
Ia_2MsMS,,r,,,,1.1875434116743122,,73.80000000000003
Ia_6MsMS,,r,,,,1.387801212514546,,-18.1
Ia_6MsMS,,r,,,,0.9766493231972504,,-18.0
Ia_6MsMS,,r,,,,0.8554635299974596,,-17.9
Ia_6MsMS,,r,,,,0.7136937535116221,,-17.8
Ia_6MsMS,,r,,,,0.5875682365054118,,-17.700000000000006
Ia_6MsMS,,r,,,,0.48548568847450824,,-17.6
Ia_6MsMS,,r,,,,0.40842445166257235,,-17.5
Ia_6MsMS,,r,,,,0.3595433574024316,,-17.4
Ia_6MsMS,,r,,,,0.333039214195221,,-17.3
Ia_6MsMS,,r,,,,0.3108758016466684,,-17.200000000000006
Ia_6MsMS,,r,,,,0.28173468482070163,,-17.1
Ia_6MsMS,,r,,,,0.24777536569601644,,-17.0
Ia_6MsMS,,r,,,,0.21576699239710706,,-16.9
Ia_6MsMS,,r,,,,0.19828743328900167,,-16.8
Ia_6MsMS,,r,,,,0.2002037800965013,,-16.700000000000006
Ia_6MsMS,,r,,,,0.21016957964974914,,-16.6
Ia_6MsMS,,r,,,,0.21357514558778945,,-16.5
Ia_6MsMS,,r,,,,0.21216413190532002,,-16.4
Ia_6MsMS,,r,,,,0.22463574718543455,,-16.3
Ia_6MsMS,,r,,,,0.2656921009723092,,-16.200000000000006
Ia_6MsMS,,r,,,,0.33851414544840175,,-16.1
Ia_6MsMS,,r,,,,0.4287649226066712,,-16.0
Ia_6MsMS,,r,,,,0.5118552159219156,,-15.9
Ia_6MsMS,,r,,,,0.5760067814981653,,-15.8
Ia_6MsMS,,r,,,,0.6188531398585031,,-15.7
Ia_6MsMS,,r,,,,0.6396667034075101,,-15.6
Ia_6MsMS,,r,,,,0.6444003304548733,,-15.5
Ia_6MsMS,,r,,,,0.6452420135038377,,-15.4
Ia_6MsMS,,r,,,,0.6518743253994685,,-15.3
Ia_6MsMS,,r,,,,0.6678929435327667,,-15.2
Ia_6MsMS,,r,,,,0.6902402007650927,,-15.1
Ia_6MsMS,,r,,,,0.7114181014384027,,-15.0
Ia_6MsMS,,r,,,,0.7257952391573763,,-14.9
Ia_6MsMS,,r,,,,0.7296612753526617,,-14.8
Ia_6MsMS,,r,,,,0.7224331663349162,,-14.7
Ia_6MsMS,,r,,,,0.7078192722864234,,-14.6
Ia_6MsMS,,r,,,,0.6917699631935825,,-14.5
Ia_6MsMS,,r,,,,0.679295126289098,,-14.4
Ia_6MsMS,,r,,,,0.6724401847067316,,-14.3
Ia_6MsMS,,r,,,,0.6715846889281014,,-14.2
Ia_6MsMS,,r,,,,0.67404222045373,,-14.1
Ia_6MsMS,,r,,,,0.6747868194543578,,-14.0
Ia_6MsMS,,r,,,,0.6687836568262622,,-13.9
Ia_6MsMS,,r,,,,0.6527418540162557,,-13.8
Ia_6MsMS,,r,,,,0.6284568644697988,,-13.7
Ia_6MsMS,,r,,,,0.6024034135111425,,-13.6
Ia_6MsMS,,r,,,,0.5802280276259548,,-13.5
Ia_6MsMS,,r,,,,0.564158359248264,,-13.4
Ia_6MsMS,,r,,,,0.5533750538077271,,-13.3
Ia_6MsMS,,r,,,,0.5435136209996241,,-13.2
Ia_6MsMS,,r,,,,0.5324886436935365,,-13.1
Ia_6MsMS,,r,,,,0.5230235752475547,,-13.0
Ia_6MsMS,,r,,,,0.5180484974980697,,-12.9
Ia_6MsMS,,r,,,,0.5177335781543544,,-12.8
Ia_6MsMS,,r,,,,0.5180086774353416,,-12.7
Ia_6MsMS,,r,,,,0.5145018829152512,,-12.6
Ia_6MsMS,,r,,,,0.5080710982026648,,-12.5
Ia_6MsMS,,r,,,,0.5024588343608816,,-12.4
Ia_6MsMS,,r,,,,0.49811344608118624,,-12.3
Ia_6MsMS,,r,,,,0.49255962670352993,,-12.2
Ia_6MsMS,,r,,,,0.4851414940789507,,-12.1
Ia_6MsMS,,r,,,,0.476323427389179,,-12.0
Ia_6MsMS,,r,,,,0.4645708600458498,,-11.9
Ia_6MsMS,,r,,,,0.4480573365012681,,-11.8
Ia_6MsMS,,r,,,,0.42839295941361577,,-11.7
Ia_6MsMS,,r,,,,0.40920237051200914,,-11.6
Ia_6MsMS,,r,,,,0.39062667193503664,,-11.5
Ia_6MsMS,,r,,,,0.3707200525865968,,-11.4
Ia_6MsMS,,r,,,,0.352303470483891,,-11.3
Ia_6MsMS,,r,,,,0.3422407310417448,,-11.2
Ia_6MsMS,,r,,,,0.3445802746720652,,-11.1
Ia_6MsMS,,r,,,,0.3547210087201744,,-11.0
Ia_6MsMS,,r,,,,0.36363912999125425,,-10.9
Ia_6MsMS,,r,,,,0.3684134687613092,,-10.8
Ia_6MsMS,,r,,,,0.3701312018634688,,-10.7
Ia_6MsMS,,r,,,,0.36790581831329305,,-10.6
Ia_6MsMS,,r,,,,0.36185963103117835,,-10.5
Ia_6MsMS,,r,,,,0.35311635666881536,,-10.4
Ia_6MsMS,,r,,,,0.34312862109736386,,-10.3
Ia_6MsMS,,r,,,,0.33312358978912116,,-10.2
Ia_6MsMS,,r,,,,0.3219376957369988,,-10.1
Ia_6MsMS,,r,,,,0.31049360437820717,,-10.0
Ia_6MsMS,,r,,,,0.3028325384051147,,-9.900000000000002
Ia_6MsMS,,r,,,,0.2994270288784211,,-9.8
Ia_6MsMS,,r,,,,0.2952941796686055,,-9.7
Ia_6MsMS,,r,,,,0.2850923717879805,,-9.6
Ia_6MsMS,,r,,,,0.26752263189716174,,-9.5
Ia_6MsMS,,r,,,,0.2475740851112782,,-9.400000000000002
Ia_6MsMS,,r,,,,0.23240878138025067,,-9.3
Ia_6MsMS,,r,,,,0.2267378008034573,,-9.2
Ia_6MsMS,,r,,,,0.23246274384628762,,-9.1
Ia_6MsMS,,r,,,,0.24513162093113827,,-9.0
Ia_6MsMS,,r,,,,0.2544385339975239,,-8.900000000000002
Ia_6MsMS,,r,,,,0.25202510995058525,,-8.8
Ia_6MsMS,,r,,,,0.2375466854839754,,-8.7
Ia_6MsMS,,r,,,,0.21802441594919664,,-8.600000000000001
Ia_6MsMS,,r,,,,0.20155584013159533,,-8.5
Ia_6MsMS,,r,,,,0.19221726505629633,,-8.400000000000002
Ia_6MsMS,,r,,,,0.19071804601803777,,-8.3
Ia_6MsMS,,r,,,,0.19651624856598993,,-8.2
Ia_6MsMS,,r,,,,0.23564262361096588,,-8.100000000000001
Ia_6MsMS,,r,,,,0.2301985294267208,,-8.0
Ia_6MsMS,,r,,,,0.22481531658702103,,-7.900000000000002
Ia_6MsMS,,r,,,,0.2195021650802822,,-7.800000000000002
Ia_6MsMS,,r,,,,0.2142758371953768,,-7.699999999999998
Ia_6MsMS,,r,,,,0.20913073136274996,,-7.600000000000001
Ia_6MsMS,,r,,,,0.2040810797652295,,-7.5
Ia_6MsMS,,r,,,,0.19912865442870675,,-7.400000000000002
Ia_6MsMS,,r,,,,0.1942884833108014,,-7.300000000000002
Ia_6MsMS,,r,,,,0.18952642481048798,,-7.199999999999998
Ia_6MsMS,,r,,,,0.18481058840242248,,-7.100000000000001
Ia_6MsMS,,r,,,,0.18015166743158773,,-7.0
Ia_6MsMS,,r,,,,0.17555343087619057,,-6.899999999999999
Ia_6MsMS,,r,,,,0.17101621510242815,,-6.800000000000002
Ia_6MsMS,,r,,,,0.16654136781595952,,-6.699999999999998
Ia_6MsMS,,r,,,,0.16213348068839117,,-6.600000000000001
Ia_6MsMS,,r,,,,0.15780017314984462,,-6.5
Ia_6MsMS,,r,,,,0.15353885528308986,,-6.399999999999999
Ia_6MsMS,,r,,,,0.14935557090025142,,-6.300000000000002
Ia_6MsMS,,r,,,,0.14524708025983735,,-6.199999999999998
Ia_6MsMS,,r,,,,0.14122688049725163,,-6.100000000000001
Ia_6MsMS,,r,,,,0.13728006043150565,,-6.0
Ia_6MsMS,,r,,,,0.13342946764195673,,-5.899999999999999
Ia_6MsMS,,r,,,,0.12964615382262146,,-5.800000000000002
Ia_6MsMS,,r,,,,0.1259347861426452,,-5.699999999999998
Ia_6MsMS,,r,,,,0.12228310118729269,,-5.600000000000001
Ia_6MsMS,,r,,,,0.11869518699080572,,-5.5
Ia_6MsMS,,r,,,,0.11517592795003928,,-5.399999999999999
Ia_6MsMS,,r,,,,0.11171187108802805,,-5.300000000000002
Ia_6MsMS,,r,,,,0.10831121050726722,,-5.199999999999998
Ia_6MsMS,,r,,,,0.10496957877106006,,-5.100000000000001
Ia_6MsMS,,r,,,,0.10169242386325372,,-5.0
Ia_6MsMS,,r,,,,0.09847061955705172,,-4.899999999999999
Ia_6MsMS,,r,,,,0.09530759547611112,,-4.800000000000002
Ia_6MsMS,,r,,,,0.09220605927708192,,-4.699999999999998
Ia_6MsMS,,r,,,,0.08916421620091697,,-4.600000000000001
Ia_6MsMS,,r,,,,0.08617496095597232,,-4.5
Ia_6MsMS,,r,,,,0.08324701496918507,,-4.399999999999999
Ia_6MsMS,,r,,,,0.08036082608057349,,-4.300000000000002
Ia_6MsMS,,r,,,,0.07753091124359734,,-4.199999999999998
Ia_6MsMS,,r,,,,0.074747805800353,,-4.100000000000001
Ia_6MsMS,,r,,,,0.07201781201433377,,-4.0
Ia_6MsMS,,r,,,,0.06933577889337883,,-3.899999999999999
Ia_6MsMS,,r,,,,0.06670590778900021,,-3.8000000000000007
Ia_6MsMS,,r,,,,0.06412511279774158,,-3.6999999999999993
Ia_6MsMS,,r,,,,0.06159402520962587,,-3.6000000000000014
Ia_6MsMS,,r,,,,0.059112425261893975,,-3.5
Ia_6MsMS,,r,,,,0.0566920533359081,,-3.3999999999999986
Ia_6MsMS,,r,,,,0.0543154316387664,,-3.3000000000000007
Ia_6MsMS,,r,,,,0.051988573199912125,,-3.1999999999999997
Ia_6MsMS,,r,,,,0.049711877686361206,,-3.1000000000000014
Ia_6MsMS,,r,,,,0.047485906275388956,,-3.0
Ia_6MsMS,,r,,,,0.04530996819158872,,-2.8999999999999986
Ia_6MsMS,,r,,,,0.043176170048646156,,-2.8000000000000007
Ia_6MsMS,,r,,,,0.041092620236229394,,-2.6999999999999997
Ia_6MsMS,,r,,,,0.03904901878844669,,-2.6000000000000014
Ia_6MsMS,,r,,,,0.037053067901515746,,-2.5
Ia_6MsMS,,r,,,,0.035098883666206504,,-2.3999999999999986
Ia_6MsMS,,r,,,,0.03318518234949153,,-2.3000000000000007
Ia_6MsMS,,r,,,,0.03131854217100205,,-2.1999999999999997
Ia_6MsMS,,r,,,,0.029493692243571346,,-2.1000000000000014
Ia_6MsMS,,r,,,,0.02770661809638142,,-2.0
Ia_6MsMS,,r,,,,0.025963306018340404,,-1.8999999999999984
Ia_6MsMS,,r,,,,0.024260722974416282,,-1.8000000000000007
Ia_6MsMS,,r,,,,0.022595033788865848,,-1.6999999999999993
Ia_6MsMS,,r,,,,0.020976609654665523,,-1.6000000000000014
Ia_6MsMS,,r,,,,0.01939625114357746,,-1.5
Ia_6MsMS,,r,,,,0.017859587369144947,,-1.3999999999999986
Ia_6MsMS,,r,,,,0.016360601691799204,,-1.3000000000000007
Ia_6MsMS,,r,,,,0.0148963850963586,,-1.1999999999999993
Ia_6MsMS,,r,,,,0.013472093245766814,,-1.1000000000000014
Ia_6MsMS,,r,,,,0.012091192251723726,,-1.0
Ia_6MsMS,,r,,,,0.010738408120051446,,-0.8999999999999986
Ia_6MsMS,,r,,,,0.009420946485789727,,-0.8000000000000007
Ia_6MsMS,,r,,,,0.008137208420492925,,-0.6999999999999993
Ia_6MsMS,,r,,,,0.0068854285806772,,-0.6000000000000014
Ia_6MsMS,,r,,,,0.005664202154973097,,-0.5
Ia_6MsMS,,r,,,,0.004472924017337121,,-0.3999999999999986
Ia_6MsMS,,r,,,,0.0033132035132155124,,-0.3000000000000007
Ia_6MsMS,,r,,,,0.002180895314001674,,-0.1999999999999993
Ia_6MsMS,,r,,,,0.0010750353069113316,,-0.10000000000000142
Ia_6MsMS,,r,,,,-0.0,,0.0
Ia_6MsMS,,r,,,,-0.0010454462943325638,,0.10000000000000142
Ia_6MsMS,,r,,,,-0.0020603648878285696,,0.1999999999999993
Ia_6MsMS,,r,,,,-0.003040606714938221,,0.3000000000000007
Ia_6MsMS,,r,,,,-0.003996494107829207,,0.3999999999999986
Ia_6MsMS,,r,,,,-0.00491599254012165,,0.5
Ia_6MsMS,,r,,,,-0.005805462612157086,,0.6000000000000014
Ia_6MsMS,,r,,,,-0.006661642181466476,,0.6999999999999993
Ia_6MsMS,,r,,,,-0.007483543867788711,,0.8000000000000007
Ia_6MsMS,,r,,,,-0.008271044735421285,,0.8999999999999986
Ia_6MsMS,,r,,,,-0.009026492867162617,,1.0
Ia_6MsMS,,r,,,,-0.009745453560716655,,1.1000000000000014
Ia_6MsMS,,r,,,,-0.01043187683686675,,1.1999999999999993
Ia_6MsMS,,r,,,,-0.011088742569258514,,1.3000000000000007
Ia_6MsMS,,r,,,,-0.011714361105031657,,1.3999999999999986
Ia_6MsMS,,r,,,,-0.012309541930955348,,1.5
Ia_6MsMS,,r,,,,-0.01287260854863348,,1.6000000000000014
Ia_6MsMS,,r,,,,-0.013404615129928743,,1.6999999999999993
Ia_6MsMS,,r,,,,-0.013906796413353462,,1.8000000000000007
Ia_6MsMS,,r,,,,-0.014375345497210645,,1.8999999999999984
Ia_6MsMS,,r,,,,-0.014809304017498803,,2.0
Ia_6MsMS,,r,,,,-0.015213069760932285,,2.1000000000000014
Ia_6MsMS,,r,,,,-0.015580430325949024,,2.1999999999999997
Ia_6MsMS,,r,,,,-0.015913352029683026,,2.3000000000000007
Ia_6MsMS,,r,,,,-0.01621022678406625,,2.3999999999999986
Ia_6MsMS,,r,,,,-0.01647815610057002,,2.5
Ia_6MsMS,,r,,,,-0.016704487530855516,,2.6000000000000014
Ia_6MsMS,,r,,,,-0.01689664252215728,,2.6999999999999997
Ia_6MsMS,,r,,,,-0.01705072353289161,,2.8000000000000007
Ia_6MsMS,,r,,,,-0.01717016851377373,,2.8999999999999986
Ia_6MsMS,,r,,,,-0.017255913707719728,,3.0
Ia_6MsMS,,r,,,,-0.01731044781880442,,3.1000000000000014
Ia_6MsMS,,r,,,,-0.017332366928682674,,3.1999999999999997
Ia_6MsMS,,r,,,,-0.017322061328458815,,3.3000000000000007
Ia_6MsMS,,r,,,,-0.01728876862690143,,3.3999999999999986
Ia_6MsMS,,r,,,,-0.017223545332122114,,3.5
Ia_6MsMS,,r,,,,-0.017134628926635642,,3.6000000000000014
Ia_6MsMS,,r,,,,-0.017020993518732652,,3.6999999999999993
Ia_6MsMS,,r,,,,-0.016883675084210736,,3.8000000000000007
Ia_6MsMS,,r,,,,-0.0167216466122575,,3.899999999999999
Ia_6MsMS,,r,,,,-0.016529493748501878,,4.0
Ia_6MsMS,,r,,,,-0.016314084234622328,,4.100000000000001
Ia_6MsMS,,r,,,,-0.016068381492287287,,4.199999999999998
Ia_6MsMS,,r,,,,-0.015789101427541752,,4.300000000000002
Ia_6MsMS,,r,,,,-0.01548647810209225,,4.399999999999999
Ia_6MsMS,,r,,,,-0.0151535937974554,,4.5
Ia_6MsMS,,r,,,,-0.014794098728710736,,4.600000000000001
Ia_6MsMS,,r,,,,-0.014412078414386187,,4.699999999999998
Ia_6MsMS,,r,,,,-0.014004986432791355,,4.800000000000002
Ia_6MsMS,,r,,,,-0.013575855033804984,,4.899999999999999
Ia_6MsMS,,r,,,,-0.013122344662802377,,5.0
Ia_6MsMS,,r,,,,-0.012653797113063803,,5.100000000000001
Ia_6MsMS,,r,,,,-0.012164789020644662,,5.199999999999998
Ia_6MsMS,,r,,,,-0.011657812160626335,,5.300000000000002
Ia_6MsMS,,r,,,,-0.011128339729182812,,5.399999999999999
Ia_6MsMS,,r,,,,-0.010574792546414358,,5.5
Ia_6MsMS,,r,,,,-0.009995836250993761,,5.600000000000001
Ia_6MsMS,,r,,,,-0.009401858890980108,,5.699999999999998
Ia_6MsMS,,r,,,,-0.008777402930505218,,5.800000000000002
Ia_6MsMS,,r,,,,-0.008129416225159503,,5.899999999999999
Ia_6MsMS,,r,,,,-0.007462146052963803,,6.0
Ia_6MsMS,,r,,,,-0.006773858330133109,,6.100000000000001
Ia_6MsMS,,r,,,,-0.006062154394451014,,6.200000000000002
Ia_6MsMS,,r,,,,-0.005325500350217283,,6.299999999999998
Ia_6MsMS,,r,,,,-0.004572219927418075,,6.399999999999999
Ia_6MsMS,,r,,,,-0.0037949685747573625,,6.5
Ia_6MsMS,,r,,,,-0.0029966583881329,,6.600000000000001
Ia_6MsMS,,r,,,,-0.002179889337826424,,6.700000000000002
Ia_6MsMS,,r,,,,-0.0013409981825258654,,6.799999999999998
Ia_6MsMS,,r,,,,-0.0004744653490913464,,6.899999999999999
Ia_6MsMS,,r,,,,0.00041337921008555156,,7.0
Ia_6MsMS,,r,,,,0.001326690292435373,,7.100000000000001
Ia_6MsMS,,r,,,,0.0022641782595442805,,7.200000000000002
Ia_6MsMS,,r,,,,0.003220195332060527,,7.299999999999998
Ia_6MsMS,,r,,,,0.004202340898906698,,7.399999999999999
Ia_6MsMS,,r,,,,0.005202474366308607,,7.5
Ia_6MsMS,,r,,,,0.0062278473547987545,,7.600000000000001
Ia_6MsMS,,r,,,,0.007272228328291774,,7.700000000000002
Ia_6MsMS,,r,,,,0.008332839330369879,,7.799999999999998
Ia_6MsMS,,r,,,,0.009420884654296913,,7.899999999999999
Ia_6MsMS,,r,,,,0.010520733545615002,,8.0
Ia_6MsMS,,r,,,,0.011643935534793926,,8.100000000000001
Ia_6MsMS,,r,,,,0.012789123516862233,,8.200000000000003
Ia_6MsMS,,r,,,,0.013962033526908613,,8.299999999999997
Ia_6MsMS,,r,,,,0.015163104329264598,,8.399999999999999
Ia_6MsMS,,r,,,,0.016388124028678064,,8.5
Ia_6MsMS,,r,,,,0.01763242420470057,,8.600000000000001
Ia_6MsMS,,r,,,,0.018905189318074278,,8.700000000000003
Ia_6MsMS,,r,,,,0.020193647308326845,,8.799999999999997
Ia_6MsMS,,r,,,,0.02150212380511185,,8.899999999999997
Ia_6MsMS,,r,,,,0.022826949609079605,,9.0
Ia_6MsMS,,r,,,,0.024166134771068215,,9.1
Ia_6MsMS,,r,,,,0.025519207328860816,,9.200000000000003
Ia_6MsMS,,r,,,,0.026879928388023444,,9.299999999999997
Ia_6MsMS,,r,,,,0.028253293046473615,,9.4
Ia_6MsMS,,r,,,,0.029636387786437624,,9.5
Ia_6MsMS,,r,,,,0.031028456734903287,,9.6
Ia_6MsMS,,r,,,,0.03243718311066246,,9.700000000000003
Ia_6MsMS,,r,,,,0.033864397005919145,,9.799999999999997
Ia_6MsMS,,r,,,,0.03530877087886175,,9.9
Ia_6MsMS,,r,,,,0.03676763123804605,,10.0
Ia_6MsMS,,r,,,,0.038244486003291556,,10.1
Ia_6MsMS,,r,,,,0.03973265002579396,,10.200000000000003
Ia_6MsMS,,r,,,,0.04123539021956013,,10.299999999999997
Ia_6MsMS,,r,,,,0.04275212894690661,,10.4
Ia_6MsMS,,r,,,,0.04428085190614972,,10.5
Ia_6MsMS,,r,,,,0.04582357071675425,,10.6
Ia_6MsMS,,r,,,,0.047376850755881605,,10.700000000000003
Ia_6MsMS,,r,,,,0.04894541684178222,,10.799999999999995
Ia_6MsMS,,r,,,,0.05051538543301781,,10.9
Ia_6MsMS,,r,,,,0.05210370098605033,,11.0
Ia_6MsMS,,r,,,,0.053705506990755936,,11.1
Ia_6MsMS,,r,,,,0.05532376088461177,,11.200000000000005
Ia_6MsMS,,r,,,,0.05695181149573614,,11.299999999999995
Ia_6MsMS,,r,,,,0.058596857321742135,,11.4
Ia_6MsMS,,r,,,,0.06025502376176384,,11.5
Ia_6MsMS,,r,,,,0.061926481243986586,,11.6
Ia_6MsMS,,r,,,,0.06360730210500698,,11.700000000000005
Ia_6MsMS,,r,,,,0.06530836954552477,,11.799999999999995
Ia_6MsMS,,r,,,,0.06702087538201518,,11.9
Ia_6MsMS,,r,,,,0.06874802354307974,,12.0
Ia_6MsMS,,r,,,,0.07048652228542274,,12.1
Ia_6MsMS,,r,,,,0.07224284490628285,,12.200000000000005
Ia_6MsMS,,r,,,,0.0740117152035662,,12.300000000000004
Ia_6MsMS,,r,,,,0.07579188741607013,,12.4
Ia_6MsMS,,r,,,,0.07758577670198719,,12.5
Ia_6MsMS,,r,,,,0.07939989340147058,,12.6
Ia_6MsMS,,r,,,,0.0812278901104051,,12.700000000000005
Ia_6MsMS,,r,,,,0.08306794481659985,,12.800000000000004
Ia_6MsMS,,r,,,,0.08492437757229254,,12.9
Ia_6MsMS,,r,,,,0.08679678076753738,,13.0
Ia_6MsMS,,r,,,,0.08868794485002063,,13.1
Ia_6MsMS,,r,,,,0.09058655675872451,,13.200000000000005
Ia_6MsMS,,r,,,,0.09250562630000658,,13.300000000000004
Ia_6MsMS,,r,,,,0.09443968760914068,,13.4
Ia_6MsMS,,r,,,,0.09639124702932733,,13.5
Ia_6MsMS,,r,,,,0.09836003472524801,,13.6
Ia_6MsMS,,r,,,,0.10033942510824012,,13.700000000000005
Ia_6MsMS,,r,,,,0.10234157703913915,,13.800000000000004
Ia_6MsMS,,r,,,,0.10436362112512221,,13.9
Ia_6MsMS,,r,,,,0.10641445598831645,,14.0
Ia_6MsMS,,r,,,,0.10847800230982507,,14.1
Ia_6MsMS,,r,,,,0.11056208960743241,,14.200000000000005
Ia_6MsMS,,r,,,,0.11266215424355686,,14.300000000000004
Ia_6MsMS,,r,,,,0.1147794540250402,,14.4
Ia_6MsMS,,r,,,,0.11691126988852218,,14.5
Ia_6MsMS,,r,,,,0.11905237637317612,,14.6
Ia_6MsMS,,r,,,,0.1212116335104998,,14.700000000000005
Ia_6MsMS,,r,,,,0.1233703898429539,,14.800000000000004
Ia_6MsMS,,r,,,,0.12553821125209552,,14.9
Ia_6MsMS,,r,,,,0.12771824428060263,,15.0
Ia_6MsMS,,r,,,,0.12990210793090107,,15.1
Ia_6MsMS,,r,,,,0.13208939874328607,,15.200000000000005
Ia_6MsMS,,r,,,,0.1342923941829408,,15.300000000000004
Ia_6MsMS,,r,,,,0.13650744233586032,,15.4
Ia_6MsMS,,r,,,,0.13873620755016525,,15.5
Ia_6MsMS,,r,,,,0.14098095708010305,,15.6
Ia_6MsMS,,r,,,,0.14323450587252218,,15.700000000000005
Ia_6MsMS,,r,,,,0.14549400389628353,,15.800000000000004
Ia_6MsMS,,r,,,,0.147766272646761,,15.9
Ia_6MsMS,,r,,,,0.15004682160999572,,16.0
Ia_6MsMS,,r,,,,0.15233366104790136,,16.1
Ia_6MsMS,,r,,,,0.15462349394130293,,16.200000000000006
Ia_6MsMS,,r,,,,0.15692798359418525,,16.300000000000004
Ia_6MsMS,,r,,,,0.15923280482775226,,16.4
Ia_6MsMS,,r,,,,0.16153712879244608,,16.5
Ia_6MsMS,,r,,,,0.16384822055267811,,16.6
Ia_6MsMS,,r,,,,0.16616717713771223,,16.700000000000006
Ia_6MsMS,,r,,,,0.16849030773833107,,16.800000000000004
Ia_6MsMS,,r,,,,0.17081965199040638,,16.9
Ia_6MsMS,,r,,,,0.1731540075045963,,17.0
Ia_6MsMS,,r,,,,0.17550035974850253,,17.1
Ia_6MsMS,,r,,,,0.17784981177683967,,17.200000000000006
Ia_6MsMS,,r,,,,0.18021241033581603,,17.300000000000004
Ia_6MsMS,,r,,,,0.18258208248177432,,17.4
Ia_6MsMS,,r,,,,0.18496075292849845,,17.5
Ia_6MsMS,,r,,,,0.18734787165569422,,17.6
Ia_6MsMS,,r,,,,0.18975008327330478,,17.700000000000006
Ia_6MsMS,,r,,,,0.1921528969839308,,17.800000000000004
Ia_6MsMS,,r,,,,0.1945723461578428,,17.9
Ia_6MsMS,,r,,,,0.19700317858501926,,18.0
Ia_6MsMS,,r,,,,0.19943972834860624,,18.1
Ia_6MsMS,,r,,,,0.20188304358322817,,18.200000000000006
Ia_6MsMS,,r,,,,0.2043358251179228,,18.300000000000004
Ia_6MsMS,,r,,,,0.20680186308515758,,18.4
Ia_6MsMS,,r,,,,0.20928159517138312,,18.5
Ia_6MsMS,,r,,,,0.21176041772324794,,18.6
Ia_6MsMS,,r,,,,0.2142615956898961,,18.700000000000006
Ia_6MsMS,,r,,,,0.2167681967253543,,18.800000000000004
Ia_6MsMS,,r,,,,0.21929222383402447,,18.9
Ia_6MsMS,,r,,,,0.22182472497703998,,19.0
Ia_6MsMS,,r,,,,0.2243707502846366,,19.1
Ia_6MsMS,,r,,,,0.2269256253744576,,19.200000000000006
Ia_6MsMS,,r,,,,0.22949502734979177,,19.300000000000004
Ia_6MsMS,,r,,,,0.232082360105057,,19.4
Ia_6MsMS,,r,,,,0.23468130326776837,,19.5
Ia_6MsMS,,r,,,,0.23729367727820438,,19.6
Ia_6MsMS,,r,,,,0.2399191865692778,,19.700000000000006
Ia_6MsMS,,r,,,,0.24255929674881038,,19.800000000000004
Ia_6MsMS,,r,,,,0.2452144293493035,,19.9
Ia_6MsMS,,r,,,,0.24787819017043233,,20.0
Ia_6MsMS,,r,,,,0.25056004873590076,,20.1
Ia_6MsMS,,r,,,,0.2532518478135284,,20.200000000000006
Ia_6MsMS,,r,,,,0.2559613767480098,,20.300000000000004
Ia_6MsMS,,r,,,,0.2586831395622635,,20.4
Ia_6MsMS,,r,,,,0.2614125172717241,,20.5
Ia_6MsMS,,r,,,,0.26416765271675935,,20.6
Ia_6MsMS,,r,,,,0.26693031676204804,,20.700000000000006
Ia_6MsMS,,r,,,,0.2697107165539645,,20.800000000000004
Ia_6MsMS,,r,,,,0.2725182770504464,,20.9
Ia_6MsMS,,r,,,,0.27534721716908983,,21.0
Ia_6MsMS,,r,,,,0.2781948978047115,,21.1
Ia_6MsMS,,r,,,,0.28106536492443723,,21.200000000000006
Ia_6MsMS,,r,,,,0.28394360480244885,,21.300000000000004
Ia_6MsMS,,r,,,,0.2868369565917508,,21.4
Ia_6MsMS,,r,,,,0.28974381678697547,,21.5
Ia_6MsMS,,r,,,,0.2926499942152354,,21.6
Ia_6MsMS,,r,,,,0.2955671106023523,,21.700000000000006
Ia_6MsMS,,r,,,,0.2984864534170839,,21.800000000000004
Ia_6MsMS,,r,,,,0.3014066326452447,,21.9
Ia_6MsMS,,r,,,,0.30431839892218626,,22.0
Ia_6MsMS,,r,,,,0.30722506563508567,,22.1
Ia_6MsMS,,r,,,,0.31013387359594446,,22.200000000000006
Ia_6MsMS,,r,,,,0.3130405756420984,,22.300000000000004
Ia_6MsMS,,r,,,,0.3159574033251378,,22.4
Ia_6MsMS,,r,,,,0.31887647548423104,,22.5
Ia_6MsMS,,r,,,,0.3218028026124635,,22.6
Ia_6MsMS,,r,,,,0.32472731783664344,,22.700000000000006
Ia_6MsMS,,r,,,,0.32765384568015143,,22.800000000000004
Ia_6MsMS,,r,,,,0.3305824773463826,,22.9
Ia_6MsMS,,r,,,,0.3335200820147133,,23.0
Ia_6MsMS,,r,,,,0.33644715700900285,,23.1
Ia_6MsMS,,r,,,,0.3393742187054425,,23.200000000000006
Ia_6MsMS,,r,,,,0.34229805645042255,,23.300000000000004
Ia_6MsMS,,r,,,,0.3452257997551609,,23.4
Ia_6MsMS,,r,,,,0.3481445811415256,,23.5
Ia_6MsMS,,r,,,,0.3510556000601195,,23.6
Ia_6MsMS,,r,,,,0.3539760133244343,,23.700000000000006
Ia_6MsMS,,r,,,,0.3568908910090318,,23.800000000000004
Ia_6MsMS,,r,,,,0.3598099801859771,,23.9
Ia_6MsMS,,r,,,,0.3627193138255542,,24.0
