SN,absmag,band,error,jd,mag,normmag,survey,trel
Ia_6MsMS,,g,,,,0.06648790467995624,,5.699999999999998
Ia_6MsMS,,g,,,,0.0685070343292864,,5.800000000000002
Ia_6MsMS,,g,,,,0.07054080610389768,,5.899999999999999
Ia_6MsMS,,g,,,,0.07259492101070997,,6.0
Ia_6MsMS,,g,,,,0.07465885139012585,,6.100000000000001
Ia_6MsMS,,g,,,,0.07673893388546382,,6.200000000000002
Ia_6MsMS,,g,,,,0.0788370402729619,,6.299999999999998
Ia_6MsMS,,g,,,,0.08095049157362233,,6.399999999999999
Ia_6MsMS,,g,,,,0.08307751865571156,,6.5
Ia_6MsMS,,g,,,,0.08522249336672694,,6.600000000000001
Ia_6MsMS,,g,,,,0.08737467652992947,,6.700000000000002
Ia_6MsMS,,g,,,,0.08955025961864038,,6.799999999999998
Ia_6MsMS,,g,,,,0.0917431087010101,,6.899999999999999
Ia_6MsMS,,g,,,,0.09394719004452767,,7.0
Ia_6MsMS,,g,,,,0.09617828693558828,,7.100000000000001
Ia_6MsMS,,g,,,,0.09842272292502408,,7.200000000000002
Ia_6MsMS,,g,,,,0.1006830538512613,,7.299999999999998
Ia_6MsMS,,g,,,,0.10295878345034026,,7.399999999999999
Ia_6MsMS,,g,,,,0.10524893739706087,,7.5
Ia_6MsMS,,g,,,,0.10756343379506639,,7.600000000000001
Ia_6MsMS,,g,,,,0.10988954517060634,,7.700000000000002
Ia_6MsMS,,g,,,,0.11223158891171181,,7.799999999999998
Ia_6MsMS,,g,,,,0.1145831406957889,,7.899999999999999
Ia_6MsMS,,g,,,,0.11695495839599879,,8.0
Ia_6MsMS,,g,,,,0.11933420253350846,,8.100000000000001
Ia_6MsMS,,g,,,,0.12173815638758967,,8.200000000000003
Ia_6MsMS,,g,,,,0.12416378097046454,,8.299999999999997
Ia_6MsMS,,g,,,,0.12661259951939208,,8.399999999999999
Ia_6MsMS,,g,,,,0.12908225254389372,,8.5
Ia_6MsMS,,g,,,,0.13155777155987636,,8.600000000000001
Ia_6MsMS,,g,,,,0.1340645105996927,,8.700000000000003
Ia_6MsMS,,g,,,,0.13658460358974267,,8.799999999999997
Ia_6MsMS,,g,,,,0.139113681487407,,8.899999999999997
Ia_6MsMS,,g,,,,0.14165947510569943,,9.0
Ia_6MsMS,,g,,,,0.1442105941547709,,9.1
Ia_6MsMS,,g,,,,0.1467696101189997,,9.200000000000003
Ia_6MsMS,,g,,,,0.1493363705517865,,9.299999999999997
Ia_6MsMS,,g,,,,0.15190976391341415,,9.4
Ia_6MsMS,,g,,,,0.15448243109985427,,9.5
Ia_6MsMS,,g,,,,0.15705901917981535,,9.6
Ia_6MsMS,,g,,,,0.15965288166841773,,9.700000000000003
Ia_6MsMS,,g,,,,0.16225245033008662,,9.799999999999997
Ia_6MsMS,,g,,,,0.16486049224136856,,9.9
Ia_6MsMS,,g,,,,0.16748711704862274,,10.0
Ia_6MsMS,,g,,,,0.1701171554931875,,10.1
Ia_6MsMS,,g,,,,0.17276439753357842,,10.200000000000003
Ia_6MsMS,,g,,,,0.1754136046281527,,10.299999999999997
Ia_6MsMS,,g,,,,0.17807281472802572,,10.4
Ia_6MsMS,,g,,,,0.18073734907884642,,10.5
Ia_6MsMS,,g,,,,0.1834202649769665,,10.6
Ia_6MsMS,,g,,,,0.1860974387625962,,10.700000000000003
Ia_6MsMS,,g,,,,0.18878569792746625,,10.799999999999995
Ia_6MsMS,,g,,,,0.19147840202013455,,10.9
Ia_6MsMS,,g,,,,0.19418833824093795,,11.0
Ia_6MsMS,,g,,,,0.19689684259994955,,11.1
Ia_6MsMS,,g,,,,0.19961595805575527,,11.200000000000005
Ia_6MsMS,,g,,,,0.20234815710112564,,11.299999999999995
Ia_6MsMS,,g,,,,0.20507827990519267,,11.4
Ia_6MsMS,,g,,,,0.20782398142973513,,11.5
Ia_6MsMS,,g,,,,0.21057448970250014,,11.6
Ia_6MsMS,,g,,,,0.21333200049065404,,11.700000000000005
Ia_6MsMS,,g,,,,0.2161043713049171,,11.799999999999995
Ia_6MsMS,,g,,,,0.21889249365026053,,11.9
Ia_6MsMS,,g,,,,0.22168187341368295,,12.0
Ia_6MsMS,,g,,,,0.22447876184971172,,12.1
Ia_6MsMS,,g,,,,0.22729431371922182,,12.200000000000005
Ia_6MsMS,,g,,,,0.23011173833480392,,12.300000000000004
Ia_6MsMS,,g,,,,0.2329487391788021,,12.4
Ia_6MsMS,,g,,,,0.2357814467146202,,12.5
Ia_6MsMS,,g,,,,0.23863559611096008,,12.6
Ia_6MsMS,,g,,,,0.24149937285009315,,12.700000000000005
Ia_6MsMS,,g,,,,0.24437249445860765,,12.800000000000004
Ia_6MsMS,,g,,,,0.24724760250265732,,12.9
Ia_6MsMS,,g,,,,0.25014260765314233,,13.0
Ia_6MsMS,,g,,,,0.25304848720271167,,13.1
Ia_6MsMS,,g,,,,0.2559596814628673,,13.200000000000005
Ia_6MsMS,,g,,,,0.25889337904469123,,13.300000000000004
Ia_6MsMS,,g,,,,0.26182722628706756,,13.4
Ia_6MsMS,,g,,,,0.2647855318961323,,13.5
Ia_6MsMS,,g,,,,0.2677495352581545,,13.6
Ia_6MsMS,,g,,,,0.2707335998667677,,13.700000000000005
Ia_6MsMS,,g,,,,0.27372958298221306,,13.800000000000004
Ia_6MsMS,,g,,,,0.2767403718369277,,13.9
Ia_6MsMS,,g,,,,0.2797679962240469,,14.0
Ia_6MsMS,,g,,,,0.28280811676043527,,14.1
Ia_6MsMS,,g,,,,0.2858680456288969,,14.200000000000005
Ia_6MsMS,,g,,,,0.28893907184541945,,14.300000000000004
Ia_6MsMS,,g,,,,0.2920273074989925,,14.4
Ia_6MsMS,,g,,,,0.2951224450360215,,14.5
Ia_6MsMS,,g,,,,0.29822337226357654,,14.6
Ia_6MsMS,,g,,,,0.30133874355085233,,14.700000000000005
Ia_6MsMS,,g,,,,0.30446708651426313,,14.800000000000004
Ia_6MsMS,,g,,,,0.30760386080140734,,14.9
Ia_6MsMS,,g,,,,0.3107503037646069,,15.0
Ia_6MsMS,,g,,,,0.31389590710348614,,15.1
Ia_6MsMS,,g,,,,0.31705232548321227,,15.200000000000005
Ia_6MsMS,,g,,,,0.320220738578886,,15.300000000000004
Ia_6MsMS,,g,,,,0.3234025214851375,,15.4
Ia_6MsMS,,g,,,,0.32659447612391723,,15.5
Ia_6MsMS,,g,,,,0.3297984481284715,,15.6
Ia_6MsMS,,g,,,,0.3330108330845647,,15.700000000000005
Ia_6MsMS,,g,,,,0.3362296439516719,,15.800000000000004
Ia_6MsMS,,g,,,,0.339467815708689,,15.9
Ia_6MsMS,,g,,,,0.3427072388172103,,16.0
Ia_6MsMS,,g,,,,0.3459599024729556,,16.1
Ia_6MsMS,,g,,,,0.3492152819582568,,16.200000000000006
Ia_6MsMS,,g,,,,0.3524871847614115,,16.300000000000004
Ia_6MsMS,,g,,,,0.355757468069374,,16.4
Ia_6MsMS,,g,,,,0.35903962814744794,,16.5
Ia_6MsMS,,g,,,,0.36232916590276254,,16.6
Ia_6MsMS,,g,,,,0.36561983289283617,,16.700000000000006
Ia_6MsMS,,g,,,,0.3689217703796661,,16.800000000000004
Ia_6MsMS,,g,,,,0.3722318618702243,,16.9
Ia_6MsMS,,g,,,,0.37554973428482796,,17.0
Ia_6MsMS,,g,,,,0.37887196939008305,,17.1
Ia_6MsMS,,g,,,,0.3822171360809321,,17.200000000000006
Ia_6MsMS,,g,,,,0.3855675368024887,,17.300000000000004
Ia_6MsMS,,g,,,,0.38892557130505523,,17.4
Ia_6MsMS,,g,,,,0.3922894296337365,,17.5
Ia_6MsMS,,g,,,,0.3956660648524277,,17.6
Ia_6MsMS,,g,,,,0.3990594623981156,,17.700000000000006
Ia_6MsMS,,g,,,,0.402463774687023,,17.800000000000004
Ia_6MsMS,,g,,,,0.4058801438053443,,17.9
Ia_6MsMS,,g,,,,0.409314575403636,,18.0
Ia_6MsMS,,g,,,,0.41275130933056836,,18.1
Ia_6MsMS,,g,,,,0.4161990880817772,,18.200000000000006
Ia_6MsMS,,g,,,,0.419658807458255,,18.300000000000004
Ia_6MsMS,,g,,,,0.4231350386316315,,18.4
Ia_6MsMS,,g,,,,0.42661823610221106,,18.5
Ia_6MsMS,,g,,,,0.4301121910149668,,18.6
Ia_6MsMS,,g,,,,0.43363028914885504,,18.700000000000006
Ia_6MsMS,,g,,,,0.43714516210461696,,18.800000000000004
Ia_6MsMS,,g,,,,0.4406827217259224,,18.9
Ia_6MsMS,,g,,,,0.44423836405763417,,19.0
Ia_6MsMS,,g,,,,0.44780070260610927,,19.1
Ia_6MsMS,,g,,,,0.45139363932734966,,19.200000000000006
Ia_6MsMS,,g,,,,0.45499632736218665,,19.300000000000004
Ia_6MsMS,,g,,,,0.4586130909462476,,19.4
Ia_6MsMS,,g,,,,0.46223897856247653,,19.5
Ia_6MsMS,,g,,,,0.4658951810929235,,19.6
Ia_6MsMS,,g,,,,0.46954893836830713,,19.700000000000006
Ia_6MsMS,,g,,,,0.47323655594771097,,19.800000000000004
Ia_6MsMS,,g,,,,0.4769260076615822,,19.9
Ia_6MsMS,,g,,,,0.4806334850077576,,20.0
Ia_6MsMS,,g,,,,0.4843605302010481,,20.1
Ia_6MsMS,,g,,,,0.4881055410408752,,20.200000000000006
Ia_6MsMS,,g,,,,0.4918657123811645,,20.300000000000004
Ia_6MsMS,,g,,,,0.4956429020807569,,20.4
Ia_6MsMS,,g,,,,0.4994368943542682,,20.5
Ia_6MsMS,,g,,,,0.5032445927496418,,20.6
Ia_6MsMS,,g,,,,0.5070795738545648,,20.700000000000006
Ia_6MsMS,,g,,,,0.5109249937317948,,20.800000000000004
Ia_6MsMS,,g,,,,0.5148011407676805,,20.9
Ia_6MsMS,,g,,,,0.5187026827787466,,21.0
Ia_6MsMS,,g,,,,0.5226373362202175,,21.1
Ia_6MsMS,,g,,,,0.5265734233964441,,21.200000000000006
Ia_6MsMS,,g,,,,0.5305330533366099,,21.300000000000004
Ia_6MsMS,,g,,,,0.5345137971143519,,21.4
Ia_6MsMS,,g,,,,0.538499782856924,,21.5
Ia_6MsMS,,g,,,,0.5425015926939025,,21.6
Ia_6MsMS,,g,,,,0.5465086593001374,,21.700000000000006
Ia_6MsMS,,g,,,,0.5505340297166299,,21.800000000000004
Ia_6MsMS,,g,,,,0.5545572153717782,,21.9
Ia_6MsMS,,g,,,,0.5585812241533539,,22.0
Ia_6MsMS,,g,,,,0.5626039203652411,,22.1
Ia_6MsMS,,g,,,,0.5666269985989913,,22.200000000000006
Ia_6MsMS,,g,,,,0.5706616584254487,,22.300000000000004
Ia_6MsMS,,g,,,,0.5747135741303637,,22.4
Ia_6MsMS,,g,,,,0.5787790235138512,,22.5
Ia_6MsMS,,g,,,,0.5828307169536107,,22.6
Ia_6MsMS,,g,,,,0.5869011640596309,,22.700000000000006
Ia_6MsMS,,g,,,,0.5909729302936029,,22.800000000000004
Ia_6MsMS,,g,,,,0.5950537285300861,,22.9
Ia_6MsMS,,g,,,,0.5991402008376454,,23.0
Ia_6MsMS,,g,,,,0.603224315888399,,23.1
Ia_6MsMS,,g,,,,0.6073054008039644,,23.200000000000006
Ia_6MsMS,,g,,,,0.6114025706414434,,23.300000000000004
Ia_6MsMS,,g,,,,0.6154855312826513,,23.4
Ia_6MsMS,,g,,,,0.6195725645641126,,23.5
Ia_6MsMS,,g,,,,0.6236491288872212,,23.6
Ia_6MsMS,,g,,,,0.6277531771234983,,23.700000000000006
Ia_6MsMS,,g,,,,0.631839879371439,,23.800000000000004
Ia_6MsMS,,g,,,,0.6359293570876101,,23.9
Ia_6MsMS,,g,,,,0.6400230820039763,,24.0
Ia_6MsMS,,g,,,,0.6441145814972788,,24.1
Ia_6MsMS,,g,,,,0.6482046919514701,,24.200000000000006
Ia_6MsMS,,g,,,,0.6522845240198194,,24.300000000000004
Ia_6MsMS,,g,,,,0.6563698999027334,,24.4
Ia_6MsMS,,g,,,,0.6604494113279706,,24.5
Ia_6MsMS,,g,,,,0.6645217557004788,,24.6
Ia_6MsMS,,g,,,,0.668578752625228,,24.700000000000006
Ia_6MsMS,,g,,,,0.6726358939549719,,24.800000000000004
Ia_6MsMS,,g,,,,0.6766795212900032,,24.9
Ia_6MsMS,,g,,,,0.6807088368696981,,25.0
Ia_6MsMS,,g,,,,0.6847430703683006,,25.1
Ia_6MsMS,,g,,,,0.6887694399583637,,25.200000000000006
Ia_6MsMS,,g,,,,0.6927797175928436,,25.300000000000004
Ia_6MsMS,,g,,,,0.6967812432120102,,25.4
Ia_6MsMS,,g,,,,0.7007775010468844,,25.5
Ia_6MsMS,,g,,,,0.7047598931974903,,25.6
Ia_6MsMS,,g,,,,0.7087187364864551,,25.700000000000006
Ia_6MsMS,,g,,,,0.7126617481939252,,25.800000000000004
Ia_6MsMS,,g,,,,0.7165914394212152,,25.9
Ia_6MsMS,,g,,,,0.7205007747000138,,26.0
Ia_6MsMS,,g,,,,0.7243851063355251,,26.1
Ia_6MsMS,,g,,,,0.7282488502025419,,26.200000000000006
Ia_6MsMS,,g,,,,0.7320730957281611,,26.300000000000004
Ia_6MsMS,,g,,,,0.7358550968364899,,26.4
Ia_6MsMS,,g,,,,0.7396087308065837,,26.5
Ia_6MsMS,,g,,,,0.74333280561153,,26.6
Ia_6MsMS,,g,,,,0.746999736878724,,26.700000000000006
Ia_6MsMS,,g,,,,0.7506509821414653,,26.800000000000004
Ia_6MsMS,,g,,,,0.7542586961953219,,26.9
Ia_6MsMS,,g,,,,0.7578530161225085,,27.0
Ia_6MsMS,,g,,,,0.7614258288284734,,27.1
Ia_6MsMS,,g,,,,0.7649922843502015,,27.200000000000006
Ia_6MsMS,,g,,,,0.7685373992507696,,27.300000000000004
Ia_6MsMS,,g,,,,0.772091578070393,,27.4
Ia_6MsMS,,g,,,,0.7756358701882409,,27.5
Ia_6MsMS,,g,,,,0.7791926813021703,,27.6
Ia_6MsMS,,g,,,,0.7827704820155521,,27.700000000000006
Ia_6MsMS,,g,,,,0.7863424688654135,,27.800000000000004
Ia_6MsMS,,g,,,,0.7898931657095627,,27.9
Ia_6MsMS,,g,,,,0.7934211712694523,,28.0
Ia_6MsMS,,g,,,,0.7969421784087753,,28.1
Ia_6MsMS,,g,,,,0.8004382199048532,,28.200000000000006
Ia_6MsMS,,g,,,,0.8039278762791415,,28.300000000000004
Ia_6MsMS,,g,,,,0.8074242633134965,,28.4
Ia_6MsMS,,g,,,,0.8109161365803867,,28.5
Ia_6MsMS,,g,,,,0.8144020407352777,,28.6
Ia_6MsMS,,g,,,,0.8178941424962378,,28.700000000000006
Ia_6MsMS,,g,,,,0.8214015701772688,,28.800000000000004
Ia_6MsMS,,g,,,,0.824915855787232,,28.9
Ia_6MsMS,,g,,,,0.8284527890892512,,29.0
Ia_6MsMS,,g,,,,0.8320133306082251,,29.1
Ia_6MsMS,,g,,,,0.8356036875251753,,29.200000000000006
Ia_6MsMS,,g,,,,0.8391996425826616,,29.300000000000004
Ia_6MsMS,,g,,,,0.8427992592768803,,29.4
Ia_6MsMS,,g,,,,0.8464136681191015,,29.5
Ia_6MsMS,,g,,,,0.8500316926701199,,29.6
Ia_6MsMS,,g,,,,0.8536655189584206,,29.700000000000006
Ia_6MsMS,,g,,,,0.8572941920068011,,29.800000000000004
Ia_6MsMS,,g,,,,0.8609273435982399,,29.9
Ia_6MsMS,,g,,,,0.8645711673211274,,30.0
Ia_6MsMS,,g,,,,0.8682236458685555,,30.1
Ia_6MsMS,,g,,,,0.8718768968277519,,30.200000000000006
Ia_6MsMS,,g,,,,0.8755300348639725,,30.300000000000004
Ia_6MsMS,,g,,,,0.8791710539448321,,30.4
Ia_6MsMS,,g,,,,0.8828268083541513,,30.5
Ia_6MsMS,,g,,,,0.8864806622273651,,30.6
Ia_6MsMS,,g,,,,0.8901368436789365,,30.700000000000006
Ia_6MsMS,,g,,,,0.8937964958353994,,30.800000000000004
Ia_6MsMS,,g,,,,0.8974664842246529,,30.9
Ia_6MsMS,,g,,,,0.9011411771330593,,31.0
Ia_6MsMS,,g,,,,0.904806628932743,,31.1
Ia_6MsMS,,g,,,,0.9084745329735497,,31.200000000000006
Ia_6MsMS,,g,,,,0.9121527950222852,,31.300000000000004
Ia_6MsMS,,g,,,,0.9158084891960492,,31.4
Ia_6MsMS,,g,,,,0.9194621161259562,,31.5
Ia_6MsMS,,g,,,,0.9231240564216581,,31.6
Ia_6MsMS,,g,,,,0.9267756762428032,,31.700000000000006
Ia_6MsMS,,g,,,,0.9304259307999292,,31.800000000000004
Ia_6MsMS,,g,,,,0.9340662633492318,,31.9
Ia_6MsMS,,g,,,,0.9376849770913189,,32.0
Ia_6MsMS,,g,,,,0.9413101086974596,,32.1
Ia_6MsMS,,g,,,,0.9449341185246336,,32.2
Ia_6MsMS,,g,,,,0.9485410652213382,,32.300000000000004
Ia_6MsMS,,g,,,,0.9521401480020568,,32.4
Ia_6MsMS,,g,,,,0.9557444889619511,,32.5
Ia_6MsMS,,g,,,,0.9593355055481521,,32.6
Ia_6MsMS,,g,,,,0.962908019070774,,32.7
Ia_6MsMS,,g,,,,0.9664890780035584,,32.800000000000004
Ia_6MsMS,,g,,,,0.9700430316448738,,32.9
Ia_6MsMS,,g,,,,0.9736092812611368,,33.0
Ia_6MsMS,,g,,,,0.9771397277600098,,33.1
Ia_6MsMS,,g,,,,0.9806867108031021,,33.2
Ia_6MsMS,,g,,,,0.9842311322585928,,33.300000000000004
Ia_6MsMS,,g,,,,0.987727599705071,,33.4
Ia_6MsMS,,g,,,,0.9912399037653579,,33.5
Ia_6MsMS,,g,,,,0.9947414760566922,,33.6
Ia_6MsMS,,g,,,,0.9982442992722618,,33.7
Ia_6MsMS,,g,,,,1.0017082379743787,,33.800000000000004
Ia_6MsMS,,g,,,,1.0051587947309706,,33.9
Ia_6MsMS,,g,,,,1.0086051211242424,,34.0
Ia_6MsMS,,g,,,,1.0120295702750575,,34.1
Ia_6MsMS,,g,,,,1.0154706320335194,,34.2
Ia_6MsMS,,g,,,,1.0188750948156855,,34.300000000000004
Ia_6MsMS,,g,,,,1.0222846984628493,,34.4
Ia_6MsMS,,g,,,,1.0256574830184082,,34.5
Ia_6MsMS,,g,,,,1.0290148156875443,,34.6
Ia_6MsMS,,g,,,,1.0323867779147893,,34.7
Ia_6MsMS,,g,,,,1.035737087530844,,34.800000000000004
Ia_6MsMS,,g,,,,1.0390494863118445,,34.9
Ia_6MsMS,,g,,,,1.04235799644775,,35.0
Ia_6MsMS,,g,,,,1.0456452964851444,,35.1
Ia_6MsMS,,g,,,,1.0489123620429428,,35.2
Ia_6MsMS,,g,,,,1.0521806690514701,,35.30000000000001
Ia_6MsMS,,g,,,,1.0553993404746311,,35.4
Ia_6MsMS,,g,,,,1.0586367431034738,,35.5
Ia_6MsMS,,g,,,,1.0618272604766332,,35.6
Ia_6MsMS,,g,,,,1.0650054427734705,,35.7
Ia_6MsMS,,g,,,,1.0681905143559618,,35.80000000000001
Ia_6MsMS,,g,,,,1.0713060490755666,,35.9
Ia_6MsMS,,g,,,,1.074438679380311,,36.0
Ia_6MsMS,,g,,,,1.0775516054760512,,36.1
Ia_6MsMS,,g,,,,1.0806236084822753,,36.2
Ia_6MsMS,,g,,,,1.0836938575808013,,36.3
Ia_6MsMS,,g,,,,1.0867223387500609,,36.4
Ia_6MsMS,,g,,,,1.089745649927254,,36.5
Ia_6MsMS,,g,,,,1.092716210591684,,36.6
Ia_6MsMS,,g,,,,1.0956806755108772,,36.7
Ia_6MsMS,,g,,,,1.098621500632074,,36.8
Ia_6MsMS,,g,,,,1.1015342268535981,,36.9
Ia_6MsMS,,g,,,,1.1044242991969782,,37.0
Ia_6MsMS,,g,,,,1.1072938763982627,,37.1
Ia_6MsMS,,g,,,,1.110138506005022,,37.2
Ia_6MsMS,,g,,,,1.1129602785322312,,37.3
Ia_6MsMS,,g,,,,1.1157642964842616,,37.4
Ia_6MsMS,,g,,,,1.1185452071893174,,37.5
Ia_6MsMS,,g,,,,1.121295320552333,,37.6
Ia_6MsMS,,g,,,,1.1240128495801294,,37.7
Ia_6MsMS,,g,,,,1.1266952505016476,,37.8
Ia_6MsMS,,g,,,,1.1293459343016217,,37.9
Ia_6MsMS,,g,,,,1.1319683423355738,,38.00000000000001
Ia_6MsMS,,g,,,,1.1345611269645683,,38.1
Ia_6MsMS,,g,,,,1.137151553593048,,38.2
Ia_6MsMS,,g,,,,1.1396908703984963,,38.3
Ia_6MsMS,,g,,,,1.1422071272677723,,38.4
Ia_6MsMS,,g,,,,1.144702820199937,,38.50000000000001
Ia_6MsMS,,g,,,,1.1471732596311295,,38.6
Ia_6MsMS,,g,,,,1.1496480717301214,,38.7
Ia_6MsMS,,g,,,,1.1520713808617948,,38.8
Ia_6MsMS,,g,,,,1.1545053644443843,,38.9
Ia_6MsMS,,g,,,,1.1569008486683323,,39.00000000000001
Ia_6MsMS,,g,,,,1.1592524994137605,,39.1
Ia_6MsMS,,g,,,,1.161603163561706,,39.2
Ia_6MsMS,,g,,,,1.1639068408304531,,39.3
Ia_6MsMS,,g,,,,1.1661722710840952,,39.4
Ia_6MsMS,,g,,,,1.168409857784006,,39.50000000000001
Ia_6MsMS,,g,,,,1.1706456004848622,,39.6
Ia_6MsMS,,g,,,,1.1728449286384652,,39.7
Ia_6MsMS,,g,,,,1.1750251077445846,,39.8
Ia_6MsMS,,g,,,,1.1771869250546256,,39.9
Ia_6MsMS,,g,,,,1.1793301020938234,,40.00000000000001
Ia_6MsMS,,g,,,,1.1814848345536184,,40.1
Ia_6MsMS,,g,,,,1.1836202961640723,,40.2
Ia_6MsMS,,g,,,,1.1857582311101442,,40.3
Ia_6MsMS,,g,,,,1.1878770469066637,,40.4
Ia_6MsMS,,g,,,,1.1899726796899568,,40.50000000000001
Ia_6MsMS,,g,,,,1.192041764982367,,40.6
Ia_6MsMS,,g,,,,1.1940993125873138,,40.7
Ia_6MsMS,,g,,,,1.1961380561714527,,40.8
Ia_6MsMS,,g,,,,1.198181108367507,,40.9
Ia_6MsMS,,g,,,,1.2001825111846944,,41.00000000000001
Ia_6MsMS,,g,,,,1.2021862209233234,,41.1
Ia_6MsMS,,g,,,,1.2041723562721423,,41.2
Ia_6MsMS,,g,,,,1.2061104025139642,,41.3
Ia_6MsMS,,g,,,,1.2080636435047492,,41.4
Ia_6MsMS,,g,,,,1.21001130190818,,41.50000000000001
Ia_6MsMS,,g,,,,1.2119051489947505,,41.6
Ia_6MsMS,,g,,,,1.213818254327732,,41.7
Ia_6MsMS,,g,,,,1.215729461133149,,41.8
Ia_6MsMS,,g,,,,1.2175848315382964,,41.9
Ia_6MsMS,,g,,,,1.2194420860440847,,42.00000000000001
Ia_6MsMS,,g,,,,1.221261687128468,,42.1
Ia_6MsMS,,g,,,,1.2231024527073835,,42.2
Ia_6MsMS,,g,,,,1.2248968215328286,,42.3
Ia_6MsMS,,g,,,,1.2266696414975158,,42.4
Ia_6MsMS,,g,,,,1.2284495349249056,,42.50000000000001
Ia_6MsMS,,g,,,,1.230186738977915,,42.6
Ia_6MsMS,,g,,,,1.231927570798188,,42.7
Ia_6MsMS,,g,,,,1.2336751576129288,,42.8
Ia_6MsMS,,g,,,,1.2353884007769746,,42.9
Ia_6MsMS,,g,,,,1.237071713004525,,43.00000000000001
Ia_6MsMS,,g,,,,1.2387496687375794,,43.1
Ia_6MsMS,,g,,,,1.2404189126677512,,43.2
Ia_6MsMS,,g,,,,1.242075146522403,,43.3
Ia_6MsMS,,g,,,,1.2437085817113456,,43.4
Ia_6MsMS,,g,,,,1.2453044919602103,,43.50000000000001
Ia_6MsMS,,g,,,,1.2469129405405965,,43.6
Ia_6MsMS,,g,,,,1.2485011614236914,,43.7
Ia_6MsMS,,g,,,,1.2500671298161308,,43.8
Ia_6MsMS,,g,,,,1.25161489150325,,43.9
Ia_6MsMS,,g,,,,1.2531624049234207,,44.00000000000001
Ia_6MsMS,,g,,,,1.2546683750319119,,44.1
Ia_6MsMS,,g,,,,1.2561764251908016,,44.2
Ia_6MsMS,,g,,,,1.257681202975295,,44.3
Ia_6MsMS,,g,,,,1.2591440512956869,,44.4
Ia_6MsMS,,g,,,,1.2606090781918606,,44.50000000000001
Ia_6MsMS,,g,,,,1.2620829579450241,,44.6
Ia_6MsMS,,g,,,,1.2635300923868584,,44.7
Ia_6MsMS,,g,,,,1.2649225427550697,,44.8
Ia_6MsMS,,g,,,,1.2663228943728395,,44.9
Ia_6MsMS,,g,,,,1.267717588137483,,45.00000000000001
Ia_6MsMS,,g,,,,1.2690737658916316,,45.1
Ia_6MsMS,,g,,,,1.2704377898666905,,45.2
Ia_6MsMS,,g,,,,1.2717748127648516,,45.3
Ia_6MsMS,,g,,,,1.273104268381518,,45.4
Ia_6MsMS,,g,,,,1.2744274575878265,,45.50000000000001
Ia_6MsMS,,g,,,,1.2757206343841592,,45.6
Ia_6MsMS,,g,,,,1.2769903379700605,,45.7
Ia_6MsMS,,g,,,,1.2782730410440273,,45.8
Ia_6MsMS,,g,,,,1.2795191312232372,,45.9
Ia_6MsMS,,g,,,,1.2807622479060115,,46.00000000000001
Ia_6MsMS,,g,,,,1.281963507414984,,46.1
Ia_6MsMS,,g,,,,1.2831955293167514,,46.2
Ia_6MsMS,,g,,,,1.284365990726414,,46.3
Ia_6MsMS,,g,,,,1.285514744022466,,46.4
Ia_6MsMS,,g,,,,1.2866980807393613,,46.50000000000001
Ia_6MsMS,,g,,,,1.2878292377231482,,46.6
Ia_6MsMS,,g,,,,1.2889394796670803,,46.7
Ia_6MsMS,,g,,,,1.2900685414019932,,46.8
Ia_6MsMS,,g,,,,1.2911687797488476,,46.9
Ia_6MsMS,,g,,,,1.29227964338037,,47.00000000000001
Ia_6MsMS,,g,,,,1.293376688421203,,47.1
Ia_6MsMS,,g,,,,1.2944852412573713,,47.2
Ia_6MsMS,,g,,,,1.2955870261475333,,47.3
Ia_6MsMS,,g,,,,1.2966654093367431,,47.4
Ia_6MsMS,,g,,,,1.2977412612902075,,47.50000000000001
Ia_6MsMS,,g,,,,1.2988221161377762,,47.6
Ia_6MsMS,,g,,,,1.2998721066290084,,47.7
Ia_6MsMS,,g,,,,1.3009349789062945,,47.8
Ia_6MsMS,,g,,,,1.3019634100200719,,47.9
Ia_6MsMS,,g,,,,1.303007810689719,,48.00000000000001
Ia_6MsMS,,g,,,,1.3040293162013459,,48.1
Ia_6MsMS,,g,,,,1.3050591129162648,,48.2
Ia_6MsMS,,g,,,,1.3060951368615878,,48.3
Ia_6MsMS,,g,,,,1.307112595699234,,48.4
Ia_6MsMS,,g,,,,1.3081380202945851,,48.50000000000001
Ia_6MsMS,,g,,,,1.309159985279786,,48.6
Ia_6MsMS,,g,,,,1.3102105080184359,,48.7
Ia_6MsMS,,g,,,,1.3112269735545041,,48.8
Ia_6MsMS,,g,,,,1.312247847294353,,48.9
Ia_6MsMS,,g,,,,1.3132553959010789,,49.00000000000001
Ia_6MsMS,,g,,,,1.3142778832317532,,49.1
Ia_6MsMS,,g,,,,1.3153173409662138,,49.2
Ia_6MsMS,,g,,,,1.3162999158893118,,49.3
Ia_6MsMS,,g,,,,1.317323650690275,,49.4
Ia_6MsMS,,g,,,,1.318322230582904,,49.50000000000001
Ia_6MsMS,,g,,,,1.3193598083116402,,49.6
Ia_6MsMS,,g,,,,1.3203670137781156,,49.7
Ia_6MsMS,,g,,,,1.321371690212663,,49.8
Ia_6MsMS,,g,,,,1.3223564514652324,,49.9
Ia_6MsMS,,g,,,,1.3233606471196069,,50.00000000000001
Ia_6MsMS,,g,,,,1.324377891351542,,50.1
Ia_6MsMS,,g,,,,1.3253576930376596,,50.2
Ia_6MsMS,,g,,,,1.3263680899930623,,50.3
