# %ECSV 0.9
# ---
# datatype:
# - {name: time-rel, datatype: float64}
# - {name: g, datatype: float64}
# - {name: i, datatype: float64}
# schema: astropy-2.0
time-rel g i
-18.770833333333332 -21.18026477451513 -24.446372708938377
-18.270833333333332 -21.211720160590563 -24.457349569686823
-17.770833333333332 -21.242670122722224 -24.468297035025333
-17.270833333333332 -21.273116218875142 -24.479201206742193
-16.770833333333332 -21.303133014509203 -24.490068468493035
-16.270833333333332 -21.332625525287376 -24.50088378106166
-15.770833333333332 -21.361486069443423 -24.51171838165169
-15.270833333333332 -21.3899728563427 -24.522478219087922
-14.770833333333332 -21.417933780561764 -24.53317051747286
-14.270833333333332 -21.44541186397828 -24.543862166174666
-13.770833333333332 -21.472648776347583 -24.55451793116984
-13.270833333333332 -21.499350821228088 -24.565120878922173
-12.770833333333332 -21.525567825385124 -24.5756394774784
-12.270833333333332 -21.551425662914422 -24.586189079476163
-11.770833333333332 -21.5770669550519 -24.59666309374353
-11.270833333333332 -21.602088955638713 -24.607080946055007
-10.770833333333332 -21.626801976937124 -24.61746869138588
-10.270833333333332 -21.65116542288336 -24.627792388355054
-9.770833333333332 -21.675306689724376 -24.6381006305686
-9.270833333333332 -21.698999451673956 -24.64835556311335
-8.770833333333332 -21.722286378505572 -24.658554994433658
-8.270833333333332 -21.745408811005696 -24.66874352750108
-7.770833333333332 -21.768034926979013 -24.678858107706585
-7.270833333333332 -21.790640848076187 -24.688952686022606
-6.770833333333332 -21.812715539085445 -24.69898235336343
-6.270833333333334 -21.83461089234608 -24.708956535226733
-5.770833333333332 -21.856203100790612 -24.718909057541598
-5.270833333333332 -21.877478272580866 -24.728803533525827
-4.770833333333334 -21.898437423298876 -24.738648936932876
-4.270833333333332 -21.919303007043396 -24.74845417564965
-3.770833333333332 -21.939681771396163 -24.758193266350958
-3.270833333333334 -21.95997950561395 -24.767911212226437
-2.770833333333332 -21.979932082933203 -24.7775805877281
-2.270833333333332 -21.9997080136283 -24.787214269834852
-1.7708333333333321 -22.01914368990697 -24.79678572202201
-1.2708333333333321 -22.038503397813436 -24.806299889758293
-0.7708333333333321 -22.057486779917102 -24.81579910190017
-0.27083333333333215 -22.076448095163382 -24.825220818842837
0.22916666666666785 -22.094884534857698 -24.834641197577994
0.7291666666666679 -22.11335411740915 -24.843971442217736
1.2291666666666679 -22.131570909113453 -24.853277622863192
1.7291666666666679 -22.149540469467635 -24.86249135511791
2.229166666666668 -22.16741865514333 -24.87171496759016
2.729166666666668 -22.184893585209092 -24.880891010691993
3.229166666666668 -22.2023300576906 -24.889976033710838
3.729166666666668 -22.219516533689667 -24.899039325029584
4.229166666666668 -22.23657177565665 -24.908056778966046
4.729166666666668 -22.25342318109888 -24.917032517195064
5.229166666666668 -22.270029321216978 -24.925966976895122
5.729166666666668 -22.286543287325564 -24.934869914019863
6.229166666666664 -22.302918950222686 -24.94371509344149
6.729166666666668 -22.31920582228435 -24.952564257561775
7.229166666666668 -22.33530471884577 -24.961396226455932
7.729166666666664 -22.351277273396278 -24.970176010728167
8.229166666666668 -22.367143440484405 -24.978937766222963
8.729166666666668 -22.382959306350656 -24.987668974695296
9.229166666666664 -22.39867572410609 -24.996403635667495
9.729166666666668 -22.414194009654143 -25.00505910471609
10.229166666666668 -22.429581960379302 -25.01373258394692
10.729166666666664 -22.44484679668418 -25.02235993331506
11.229166666666668 -22.460080823744384 -25.03095329376855
11.729166666666668 -22.475130351123788 -25.039526468572078
12.229166666666664 -22.490121433302043 -25.048086167113915
12.729166666666668 -22.504972725455005 -25.05656997547428
13.229166666666668 -22.519684953174753 -25.065076550601937
13.729166666666668 -22.53431153073057 -25.073531944923566
14.229166666666668 -22.54882276613612 -25.081953697187473
14.729166666666668 -22.563303105762664 -25.090367423387043
15.229166666666668 -22.57755310200939 -25.098718620295394
15.729166666666668 -22.591810096404046 -25.107068825205026
16.229166666666668 -22.605916390114405 -25.115378842428168
16.729166666666668 -22.619918068691934 -25.123645764450586
17.229166666666668 -22.633869968237875 -25.131911486481243
17.729166666666668 -22.64762228045587 -25.1401409307733
18.229166666666668 -22.661271730246316 -25.148336794836762
18.729166666666668 -22.674881940255244 -25.156487467041792
19.229166666666668 -22.688445118752973 -25.16461865623731
19.729166666666668 -22.701764103409605 -25.17271401688568
20.229166666666668 -22.715109196702635 -25.18079409928726
20.729166666666668 -22.728289636908286 -25.188829290588117
21.229166666666668 -22.741428646281573 -25.196834501568226
21.729166666666668 -22.754451729467583 -25.204831806872846
22.229166666666668 -22.76739619066289 -25.212764648602672
22.729166666666668 -22.78018280091264 -25.220694206540205
23.229166666666668 -22.792912219547787 -25.228582205269923
23.729166666666668 -22.805573874342684 -25.23643789714326
24.229166666666668 -22.818171868972858 -25.244261253369803
24.729166666666668 -22.83066830062509 -25.252070581169907
25.229166666666668 -22.84299358670417 -25.259817351714325
25.729166666666668 -22.855276968844514 -25.26756872374414
26.229166666666668 -22.86750083211772 -25.275273767524244
26.729166666666668 -22.879631585192296 -25.282935318629356
27.229166666666668 -22.89167735986092 -25.290577873945132
27.729166666666668 -22.90362552677783 -25.298215913188308
28.229166666666668 -22.91549677498096 -25.30578077886463
28.729166666666668 -22.927279507635582 -25.31334293265367
29.229166666666668 -22.938992471672123 -25.32086152447398
29.72916666666666 -22.950605217899106 -25.328348730459858
30.229166666666668 -22.962144242141566 -25.33582507760684
30.729166666666668 -22.973683081244197 -25.343240690805928
31.22916666666666 -22.985023292149478 -25.350639410058164
31.729166666666668 -22.996367287493463 -25.358015136296842
32.22916666666667 -23.007546703339806 -25.365344898303633
32.72916666666666 -23.01871129157636 -25.37267018190746
33.22916666666667 -23.029769612176082 -25.379934416904135
33.72916666666667 -23.040772020996258 -25.387167981249647
34.22916666666666 -23.051726227817685 -25.394409319389588
34.72916666666667 -23.062598610363743 -25.401571489366358
35.22916666666667 -23.073371945057147 -25.40874873507542
35.72916666666666 -23.0840617245145 -25.415879439721504
36.22916666666667 -23.094712108142936 -25.422975679587335
36.72916666666667 -23.10524056534879 -25.430042314962748
37.22916666666666 -23.115798885426862 -25.437061102531647
37.72916666666667 -23.126187978385687 -25.444071052704782
38.22916666666667 -23.13653024177814 -25.451043697862236
38.72916666666666 -23.146792369698254 -25.458004690485687
39.22916666666667 -23.157052812900297 -25.46490915570502
39.72916666666667 -23.1671946396931 -25.471794011465953
40.22916666666666 -23.17727357296483 -25.478669094617764
40.72916666666667 -23.1872694575438 -25.485469314445353
41.22916666666667 -23.197274152409424 -25.492277179799995
41.72916666666666 -23.20710310030122 -25.499057599400828
42.22916666666667 -23.216958850788178 -25.505796532372162
42.72916666666667 -23.22668065313492 -25.51251536098045
43.22916666666666 -23.23640433379409 -25.51919543072595
43.72916666666667 -23.246007871588823 -25.525845499974196
44.22916666666667 -23.25562187610997 -25.532477477428017
44.72916666666666 -23.265089075736952 -25.53908352240262
45.22916666666667 -23.27455823167273 -25.545680536625078
45.72916666666667 -23.284018758972994 -25.55225004850877
46.22916666666667 -23.293363044548414 -25.558832004979788
46.72916666666667 -23.3026655182955 -25.565361933873913
47.22916666666667 -23.31193468003238 -25.57187101268717
47.72916666666667 -23.321183538290274 -25.57838469011522
48.22916666666667 -23.33037740068251 -25.584868467958515
48.72916666666667 -23.33946802450084 -25.591323984161505
49.22916666666667 -23.34856628540004 -25.59778396348641
49.72916666666667 -23.3576027068719 -25.60421771837291
50.22916666666667 -23.366600627478036 -25.610628923718714
50.72916666666667 -23.3755270585389 -25.617018461668906
51.22916666666667 -23.384480704692994 -25.623378694842437
51.72916666666667 -23.39331681138583 -25.629724196146128
52.22916666666667 -23.402104282995758 -25.63606265799247
52.72916666666667 -23.410865905865556 -25.642375054116968
53.22916666666667 -23.41963415748541 -25.64866891463558
53.72916666666667 -23.4282751685175 -25.654930323168355
54.22916666666667 -23.436915311190802 -25.661198337088926
54.72916666666667 -23.44550896194461 -25.667433885488478
55.22916666666667 -23.454080524845576 -25.673632168059623
55.72916666666667 -23.462608033288145 -25.679826815670094
56.22916666666667 -23.471050152938076 -25.685987279865337
56.72916666666667 -23.479514106084633 -25.6921495489473
57.22916666666667 -23.487919382215573 -25.698274424388906
57.72916666666667 -23.49629817742356 -25.704390231526844
58.22916666666667 -23.504617318189133 -25.710471775040695
58.72916666666667 -23.51286116164047 -25.716554382611232
59.22916666666667 -23.521134814125666 -25.72259795893079
59.72916666666667 -23.529302607379567 -25.728628313464267
60.22916666666667 -23.53749064981664 -25.734652493664246
60.72916666666667 -23.545617134673144 -25.74062107572579
61.22916666666667 -23.553760595732328 -25.746594653662648
61.72916666666667 -23.561772660413784 -25.75254469102875
62.22916666666667 -23.56981080690403 -25.758469690257357
62.72916666666667 -23.57781374547013 -25.764379250814585
63.22916666666667 -23.585779411752924 -25.770252497984988
63.72916666666667 -23.59367808318536 -25.776111239263226
64.22916666666667 -23.601586270965633 -25.7819472291392
64.72916666666667 -23.60941321675241 -25.78777231474387
65.22916666666667 -23.617227677670172 -25.793584028477326
65.72916666666667 -23.624976851268244 -25.79936065154863
66.22916666666667 -23.632772248346058 -25.805130714326836
66.72916666666667 -23.640469140001525 -25.81086304197996
67.22916666666667 -23.648180380763737 -25.816585734326797
67.72916666666667 -23.65583165268958 -25.822272934862912
68.22916666666667 -23.663436221060405 -25.827942548650324
68.72916666666667 -23.67105771527788 -25.833601184586122
69.22916666666667 -23.67857340210432 -25.839233615969395
69.72916666666667 -23.686145036445264 -25.8448479196468
70.22916666666667 -23.693606251826726 -25.850426895276854
70.72916666666667 -23.7010848457684 -25.85599912237591
71.22916666666667 -23.70854444177069 -25.86156452965483
71.72916666666667 -23.71591884448179 -25.867073545400096
72.22916666666667 -23.723313713092594 -25.87259560644505
72.72916666666667 -23.7306748470278 -25.878075450460912
73.22916666666667 -23.737947278465803 -25.88354232347594
73.72916666666667 -23.74524860286754 -25.888974090705812
74.22916666666667 -23.752516027586246 -25.894403614553436
74.72916666666667 -23.759781340289546 -25.89981560524834
75.22916666666667 -23.7669551357761 -25.90520484928755
75.72916666666667 -23.774125776634367 -25.910546256518092
76.22916666666667 -23.78127353808385 -25.915897145892046
76.72916666666667 -23.78841861044233 -25.92121823543966
77.22916666666667 -23.795538471098414 -25.92651970106429
77.72916666666667 -23.802553174785146 -25.931784537237938
78.22916666666666 -23.80959930423066 -25.93703836438452
78.72916666666667 -23.816657847575655 -25.942278952070822
79.22916666666667 -23.823614350879332 -25.9475066237821
79.72916666666666 -23.830584674198185 -25.952696769146932
80.22916666666667 -23.837511688308545 -25.957871578286888
80.72916666666667 -23.84440454896747 -25.963024080322864
81.22916666666666 -23.85129562255949 -25.968160257450016
81.72916666666667 -23.858134164306502 -25.973263146847238
82.22916666666667 -23.86497625255177 -25.9783548042163
82.72916666666666 -23.871803516328715 -25.983444304125353
83.22916666666667 -23.878555469216153 -25.9885019519784
83.72916666666667 -23.885305337982107 -25.993554851118024
84.22916666666666 -23.892049336227647 -25.998595731243924
84.72916666666667 -23.898752840637243 -26.003605148832772
85.22916666666667 -23.905407492048433 -26.008615654681666
85.72916666666666 -23.912064721188777 -26.013600486360673
86.22916666666667 -23.91868290198799 -26.018579135497276
86.72916666666667 -23.92524382392351 -26.023541336642026
87.22916666666666 -23.93181742277727 -26.028490253560967
87.72916666666667 -23.938368401890333 -26.033434609172854
88.22916666666667 -23.94492316228287 -26.03836430844517
88.72916666666666 -23.951428045299778 -26.043268057204862
89.22916666666667 -23.95791531724666 -26.048158616567967
89.72916666666667 -23.964355856695843 -26.05304396267161
90.22916666666666 -23.97079040599213 -26.057924745433073
90.72916666666667 -23.97717727863844 -26.06277921547378
91.22916666666667 -23.983572933017708 -26.06762026879737
91.72916666666666 -23.98993067679723 -26.072444614749596
92.22916666666667 -23.9962911672251 -26.077244981224833
92.72916666666667 -24.002621127178237 -26.08204117676412
93.22916666666666 -24.008912631486638 -26.086843145042597
93.72916666666667 -24.015182194265368 -26.09160222148771
94.22916666666667 -24.021413445809824 -26.09636768902107
94.72916666666666 -24.02766827848628 -26.101094530964758
95.22916666666667 -24.033863827788462 -26.10582175315399
95.72916666666667 -24.040100446739935 -26.110540983584567
96.22916666666666 -24.046273409192352 -26.11522751834898
96.72916666666667 -24.0524415034307 -26.11991944506823
97.22916666666667 -24.058594355749683 -26.12460095496558
97.72916666666666 -24.06467683681499 -26.129231474397045
98.22916666666667 -24.070803270105774 -26.133900967747987
98.72916666666667 -24.076876529869903 -26.138505312115683
99.22916666666666 -24.082934297689647 -26.143121353136284
99.72916666666667 -24.08898128914574 -26.147728051437277
100.22916666666667 -24.09502034642888 -26.152317599697007
100.72916666666666 -24.101037715243855 -26.156870542345697
101.22916666666667 -24.107001021314048 -26.16145055102313
101.72916666666667 -24.113017706956235 -26.165985053235772
102.22916666666666 -24.118926091792453 -26.170505625943502
102.72916666666667 -24.12487500968792 -26.175013410605224
103.22916666666667 -24.130792445254407 -26.179529338611868
103.72916666666666 -24.13673077662535 -26.1840134027541
104.22916666666667 -24.142601245913518 -26.188459315364895
104.72916666666667 -24.14850304013964 -26.192920699214937
105.22916666666666 -24.154323444047687 -26.19736845801226
105.72916666666667 -24.160154920814062 -26.201794553541426
106.22916666666667 -24.166014000159816 -26.206202656408873
106.72916666666666 -24.171812172673917 -26.21060710986226
107.22916666666667 -24.177615469650817 -26.21499883810836
107.72916666666667 -24.183356339718838 -26.219349581945224
108.22916666666666 -24.18913509309219 -26.223718898517987
108.72916666666667 -24.194885596948914 -26.22805517770476
109.22916666666667 -24.20062926817236 -26.232398860208296
109.72916666666667 -24.206318096220947 -26.23670720068168
110.22916666666667 -24.21203871821856 -26.241005228362408
110.72916666666667 -24.217739188743067 -26.24529306843292
111.22916666666667 -24.223393633642218 -26.24954023369714
111.72916666666667 -24.2290565059883 -26.2538100146819
112.22916666666667 -24.23469854342482 -26.258046626676496
112.72916666666667 -24.24036487734501 -26.262281732095968
113.22916666666667 -24.24599905802982 -26.26649929702094
113.72916666666667 -24.25155748037776 -26.27069069842626
114.22916666666667 -24.257159856618188 -26.274875371586678
114.72916666666667 -24.26274374861753 -26.27904467784337
115.22916666666667 -24.268319056499237 -26.283201604056874
115.72916666666667 -24.273817762941434 -26.287340222739147
116.22916666666667 -24.279395854236782 -26.291470477768097
116.72916666666667 -24.28489986268836 -26.29558131172574
117.22916666666667 -24.290419145952512 -26.299702747592754
117.72916666666667 -24.295890442328773 -26.30377559749901
118.22916666666667 -24.301399806891514 -26.30784697160633
118.72916666666667 -24.306853010499424 -26.311901145587598
119.22916666666667 -24.312354499453846 -26.31594624848479
119.72916666666667 -24.3177815013629 -26.319973306741122
120.22916666666667 -24.323232179514484 -26.323997335431756
120.72916666666667 -24.328645762750586 -26.32799428643718
121.22916666666667 -24.334054872417394 -26.331996464651603
121.72916666666667 -24.33945342726684 -26.33595827318418
122.22916666666667 -24.344828873147254 -26.339925638365504
122.72916666666667 -24.350204939652855 -26.34387055388681
