# %ECSV 0.9
# ---
# datatype:
# - {name: time-rel, datatype: float64}
# - {name: g, datatype: float64}
# - {name: i, datatype: float64}
# schema: astropy-2.0
time-rel g i
-430.5 26.99556055186687 25.88293030298981
-430.0 26.976485485472406 25.87227187872034
-429.5 26.95724924066321 25.861617719222558
-429.0 26.93786153502707 25.850920598461215
-428.5 26.918297933315557 25.840216408397445
-428.0 26.898656335940206 25.829523140125374
-427.5 26.878722835651267 25.818799868505966
-427.0 26.85877646416109 25.80805935424371
-426.5 26.838676551540992 25.79733998030255
-426.0 26.818357354694836 25.786546591204377
-425.5 26.797946308582326 25.7757778073506
-425.0 26.777434493063204 25.76495487330233
-424.5 26.756825517946375 25.754140266997467
-424.0 26.736092961051355 25.743302758039768
-423.5 26.715313054630883 25.73248379262802
-423.0 26.69460367831027 25.721682092085757
-422.5 26.674010229905896 25.710857710117864
-422.0 26.653320658685544 25.700051369279635
-421.5 26.632749529081543 25.68925024457867
-421.0 26.612326122380658 25.67845298301328
-420.5 26.59185595459388 25.667680032524526
-420.0 26.571498588425815 25.65690851700705
-419.5 26.551201680275845 25.646140800240843
-419.0 26.531041728010067 25.635396504029686
-418.5 26.51089169705665 25.624702363901335
-418.0 26.49088495184484 25.614021182752662
-417.5 26.470944907680934 25.603315446076458
-417.0 26.451154490864322 25.592660008513995
-416.5 26.431471180299553 25.582046286571707
-416.0 26.41189926482457 25.57142472042735
-415.5 26.392416740755138 25.560866923739482
-415.0 26.373009980942758 25.550317697700223
-414.5 26.35374150406491 25.53979611946398
-414.0 26.334599385874196 25.529300665271894
-413.5 26.315586760084205 25.518797849396062
-413.0 26.296703394226654 25.508386097234094
-412.5 26.277928712153276 25.497992637671224
-412.0 26.259249648775693 25.487625829513554
-411.5 26.240757984573516 25.477266432584234
-411.0 26.222336656165773 25.466977534628995
-410.5 26.204024019702885 25.45671886176686
-410.0 26.18589778779502 25.44648889416482
-409.5 26.16789575477409 25.436285497349846
-409.0 26.150028975329448 25.426115642523108
-408.5 26.132272954633322 25.415987250174837
-408.0 26.11465338636018 25.40588280888918
-407.5 26.097184421505183 25.3958776635864
-407.0 26.07977959072123 25.385837905036176
-406.5 26.06249271060376 25.375886302323075
-406.0 26.045449854112217 25.365974930089628
-405.5 26.028463352557985 25.356081548148897
-405.0 26.011617563306125 25.34623611353318
