# %ECSV 0.9
# ---
# datatype:
# - {name: time-rel, datatype: float64}
# - {name: g, datatype: float64}
# - {name: i, datatype: float64}
# schema: astropy-2.0
time-rel g i
191.70833333333331 26.990215138631882 24.93604040326825
192.20833333333334 26.967346725750648 24.927653138766107
192.70833333333334 26.944753734243882 24.919289873324423
193.20833333333331 26.92257122215096 24.911009904850378
193.70833333333334 26.900640841176724 24.902714966001597
194.20833333333334 26.879085853587384 24.894457229247358
194.70833333333331 26.857894300428477 24.886220420643056
195.20833333333334 26.836919533317456 24.878075355321656
195.70833333333334 26.8162311274694 24.869926278057676
196.20833333333331 26.79588532531843 24.861826477349513
196.70833333333334 26.7757774481446 24.853765818800994
197.20833333333334 26.75594752249818 24.84569606404404
197.70833333333331 26.736372909944663 24.8377059034666
198.20833333333334 26.717026735072714 24.829742754405963
198.70833333333334 26.6979592012424 24.82182948604136
199.20833333333331 26.679128703954973 24.813929122871585
199.70833333333334 26.660591701154495 24.806091529956316
200.20833333333334 26.64224322833256 24.798254037467675
200.70833333333331 26.62410918283028 24.790480728598983
201.20833333333334 26.606258235999576 24.782719531862764
201.70833333333334 26.588580011278893 24.775000492004324
202.20833333333331 26.571088999856563 24.767320564614486
202.70833333333334 26.553820180410376 24.75967038718351
203.20833333333334 26.53679507699389 24.75204648584763
203.70833333333331 26.519981240876668 24.744475958773002
204.20833333333334 26.503325655189485 24.736923921307074
204.70833333333334 26.48687670852557 24.729427703253766
205.20833333333331 26.470570010370697 24.72194566371712
205.70833333333334 26.454513197810545 24.71450716841904
206.20833333333334 26.438601954701397 24.70710458460136
206.70833333333331 26.422884524165703 24.69974461027373
207.20833333333334 26.40731945308994 24.692417462868278
207.70833333333334 26.391944791729834 24.685095428783548
208.20833333333331 26.376676169524877 24.677838790742253
208.70833333333334 26.361649871196335 24.670601273527243
209.20833333333334 26.346732821852022 24.663382876344432
209.70833333333331 26.331953710103576 24.65623279455962
210.20833333333334 26.31737488946127 24.64911080030321
210.70833333333334 26.302884628469258 24.641965403145157
211.20833333333331 26.288498481287526 24.634854600117148
211.70833333333334 26.274282112318602 24.62780173002892
