# %ECSV 0.9
# ---
# datatype:
# - {name: time-rel, datatype: float64}
# - {name: g, datatype: float64}
# - {name: i, datatype: float64}
# schema: astropy-2.0
time-rel g i
-18.895833333333332 -23.69004036426453 -24.85478953002414
-18.395833333333332 -23.699208974936848 -24.864128234630996
-17.895833333333332 -23.70833221255985 -24.873500433959382
-17.395833333333332 -23.717437092275215 -24.88277589589687
-16.895833333333332 -23.72652595256911 -24.89206030918094
-16.395833333333332 -23.73559257650266 -24.901314768976412
-15.895833333333332 -23.744629970887136 -24.91055855796229
-15.395833333333332 -23.75360611544234 -24.91973884120343
-14.895833333333332 -23.762594693202793 -24.928920417198288
-14.395833333333332 -23.77152783789058 -24.938063021600524
-13.895833333333332 -23.780448035008543 -24.947165086774614
-13.395833333333332 -23.78936195967573 -24.95623735343058
-12.895833333333332 -23.79817700508067 -24.9652835319434
-12.395833333333332 -23.80701782288316 -24.974310943666794
-11.895833333333332 -23.815838019401284 -24.983297356898827
-11.395833333333332 -23.824629042794765 -24.992261989103703
-10.895833333333332 -23.833329349012523 -25.00119293646315
-10.395833333333332 -23.84204294166008 -25.010081067889047
-9.895833333333332 -23.85071597747703 -25.018928756144348
-9.395833333333332 -23.859384946662775 -25.027771965808633
-8.895833333333332 -23.867972589542568 -25.036543333958274
-8.395833333333332 -23.876536234122323 -25.045306309474718
-7.895833333333332 -23.885058054239746 -25.054040351278037
-7.395833333333332 -23.893564598784675 -25.062714093362736
-6.895833333333332 -23.90209506865957 -25.071376135481607
-6.395833333333334 -23.91054094387796 -25.080019636952336
-5.895833333333332 -23.918953861660036 -25.088580122396277
-5.395833333333332 -23.927340005245515 -25.097139308243293
-4.895833333333334 -23.93568102167911 -25.10566624046993
-4.395833333333332 -23.94397637034842 -25.114148965420874
-3.895833333333332 -23.952254661151944 -25.122591633669114
-3.395833333333334 -23.96049557043872 -25.131001740387454
-2.895833333333332 -23.968744279293052 -25.139385415505593
-2.395833333333332 -23.976924582733194 -25.147741894128433
-1.8958333333333321 -23.985019672818694 -25.1560257437824
-1.3958333333333321 -23.993178918916016 -25.164323259083954
-0.8958333333333321 -24.001217931652402 -25.172568942961604
-0.39583333333333215 -24.00930230972812 -25.180767478934754
0.10416666666666785 -24.017295397225638 -25.18892487645826
0.6041666666666679 -24.02530725857033 -25.19707817151192
1.1041666666666679 -24.033195675045597 -25.20516701107657
1.6041666666666679 -24.041109321741438 -25.21320956480963
2.104166666666668 -24.048982964981303 -25.221249632320493
2.604166666666668 -24.05678508477788 -25.22923233218311
3.104166666666668 -24.064609223942615 -25.23719004775453
3.604166666666668 -24.072384091772374 -25.245119505533097
4.104166666666668 -24.08013647327467 -25.252975083245886
4.604166666666668 -24.08781916032972 -25.260839382938865
5.104166666666668 -24.095474393476124 -25.268643482133548
5.604166666666668 -24.103117064897855 -25.27642353259489
6.104166666666664 -24.110755773880324 -25.28418835688163
6.604166666666668 -24.118316019456945 -25.291952284251643
7.104166666666668 -24.125904184571514 -25.29965846027079
