time-rel              g              r              i              z
 296.972  11.9672594386  12.1450153473  12.3362958232  12.4025384419
 297.472  11.9649300853  12.1423469683  12.3345186924  12.4011829785
 297.972  11.9626082919  12.1396874184  12.3327504332  12.3998364067
 298.472  11.9602940512  12.1370366877  12.3309910326  12.3984987123
 298.972   11.957987356  12.1343947659   12.329240478  12.3971698813
 299.472  11.9556881993  12.1317616431  12.3274987564  12.3958498995
 299.972  11.9533965739  12.1291373093  12.3257658551  12.3945387527
 300.472  11.9511124726  12.1265217544  12.3240417612  12.3932364268
 300.972  11.9488358884  12.1239149683  12.3223264619  12.3919429077
 301.472  11.9465668139   12.121316941  12.3206199444  12.3906581813
 301.972  11.9443052422  12.1187276625  12.3189221958  12.3893822334
 302.472   11.942051166  12.1161471227  12.3172332033  12.3881150498
 302.972  11.9398045782  12.1135753116  12.3155529542  12.3868566165
 303.472  11.9375654717  12.1110122191  12.3138814356  12.3856069193
 303.972  11.9353338392  12.1084578352  12.3122186346   12.384365944
 304.472  11.9331096738  12.1059121498  12.3105645384  12.3831336766
 304.972  11.9308929681  12.1033751529  12.3089191343  12.3819101028
 305.472  11.9286837151  12.1008468344  12.3072824094  12.3806952087
 305.972  11.9264819077  12.0983271844  12.3056543509  12.3794889799
 306.472  11.9242875386  12.0958161927  12.3040349459  12.3782914024
 306.972  11.9221006007  12.0933138494  12.3024241817  12.3771024621
 307.472  11.9199210869  12.0908201443  12.3008220454  12.3759221448
 307.972  11.9177489901  12.0883350674  12.2992285241  12.3747504364
 308.472   11.915584303  12.0858586087  12.2976436052  12.3735873227
 308.972  11.9134270186  12.0833907581  12.2960672756  12.3724327896
 309.472  11.9112771296  12.0809315057  12.2944995227   12.371286823
 309.972   11.909134629  12.0784808412  12.2929403337  12.3701494087
 310.472  11.9069995096  12.0760387548  12.2913896955  12.3690205326
 310.972  11.9048717643  12.0736052364  12.2898475956  12.3679001806
 311.472  11.9027513858  12.0711802758   12.288314021  12.3667883385
 311.972  11.9006383671  12.0687638631  12.2867889589  12.3656849922
 312.472   11.898532701  12.0663559882  12.2852723965  12.3645901275
 312.972  11.8964343804  12.0639566411  12.2837643209  12.3635037304
 313.472  11.8943433981  12.0615658118  12.2822647194  12.3624257866
 313.972  11.8922597469  12.0591834901  12.2807735792  12.3613562821
 314.472  11.8901834198  12.0568096661  12.2792908873  12.3602952027
 314.972  11.8881144095  12.0544443296   12.277816631  12.3592425343
 315.472   11.886052709  12.0520874708  12.2763507975  12.3581982627
 315.972   11.883998311  12.0497390794  12.2748933739  12.3571623738
 316.472  11.8819512085  12.0473991455  12.2734443475  12.3561348534
 316.972  11.8799113942   12.045067659  12.2720037053  12.3551156875
 317.472  11.8778788611  12.0427446099  12.2705714346  12.3541048619
 317.972   11.875853602  12.0404299881  12.2691475226  12.3531023625
 318.472  11.8738356097  12.0381237836  12.2677319563   12.352108175
 318.972  11.8718248771  12.0358259863  12.2663247231  12.3511222855
 319.472  11.8698213971  12.0335365863  12.2649258101  12.3501446797
 319.972  11.8678251624  12.0312555733  12.2635352044  12.3491753435
 320.472   11.865836166  12.0289829375  12.2621528933  12.3482142628
 320.972  11.8638544007  12.0267186688  12.2607788639  12.3472614234
 321.472  11.8618798594   12.024462757  12.2594131034  12.3463168113
 321.972  11.8599125349  12.0222151923   12.258055599  12.3453804122
 322.472    11.85795242  12.0199759644  12.2567063378   12.344452212
 322.972  11.8559995077  12.0177450635   12.255365307  12.3435321966
 323.472  11.8540537907  12.0155224794  12.2540324939  12.3426203519
 323.972   11.852115262   12.013308202  12.2527078855  12.3417166638
 324.472  11.8501839143  12.0111022215  12.2513914691   12.340821118
 324.972  11.8482597406  12.0089045276  12.2500832319  12.3399337004
 325.472  11.8463427336  12.0067151104  12.2487831609   12.339054397
 325.972  11.8444328863  12.0045339597  12.2474912435  12.3381831936
 326.472  11.8425301915  12.0023610657  12.2462074667   12.337320076
 326.972   11.840634642  12.0001964182  12.2449318178  12.3364650301
 327.472  11.8387462307  11.9980400072  12.2436642839  12.3356180418
 327.972  11.8368649504  11.9958918226  12.2424048523  12.3347790969
 328.472  11.8349907941  11.9937518543    12.24115351  12.3339481813
 328.972  11.8331237545  11.9916200925  12.2399102443  12.3331252809
 329.472  11.8312638245  11.9894965269  12.2386750423  12.3323103815
 329.972  11.8294109969  11.9873811476  12.2374478913   12.331503469
 330.472  11.8275652647  11.9852739445  12.2362287783  12.3307045293
 330.972  11.8257266206  11.9831749076  12.2350176907  12.3299135482
 331.472  11.8238950575  11.9810840268  12.2338146154  12.3291305116
 331.972  11.8220705683   11.979001292  12.2326195399  12.3283554053
 332.472  11.8202531459  11.9769266933  12.2314324511  12.3275882152
 332.972   11.818442783  11.9748602206  12.2302533363  12.3268289272
 333.472  11.8166394725  11.9728018638  12.2290821827  12.3260775272
 333.972  11.8148432073  11.9707516129  12.2279189774  12.3253340009
 334.472  11.8130539803  11.9687094579  12.2267637077  12.3245983344
 334.972  11.8112717842  11.9666753887  12.2256163607  12.3238705133
 335.472   11.809496612  11.9646493952  12.2244769235  12.3231505237
 335.972  11.8077284564  11.9626314675  12.2233453834  12.3224383513
 336.472  11.8059673104  11.9606215954  12.2222217275   12.321733982
 336.972  11.8042131668   11.958619769  12.2211059431  12.3210374018
 337.472  11.8024660185  11.9566259781  12.2199980172  12.3203485963
 337.972  11.8007258582  11.9546402128  12.2188979371  12.3196675516
 338.472  11.7989926789   11.952662463    12.21780569  12.3189942535
 338.972  11.7972664734  11.9506927186   12.216721263  12.3183286878
 339.472  11.7955472346  11.9487309697  12.2156446432  12.3176708405
 339.972  11.7938349553  11.9467772061   12.214575818  12.3170206973
 340.472  11.7921296284  11.9448314178  12.2135147744  12.3163782441
 340.972  11.7904312466  11.9428935947  12.2124614997  12.3157434669
 341.472   11.788739803   11.940963727   12.211415981  12.3151163514
 341.972  11.7870552903  11.9390418043  12.2103782054  12.3144968835
 342.472  11.7853777013  11.9371278169  12.2093481603  12.3138850491
 342.972   11.783707029  11.9352217545  12.2083258327  12.3132808341
 343.472  11.7820432662  11.9333236072  12.2073112098  12.3126842243
 343.972  11.7803864057  11.9314333648  12.2063042788  12.3120952056
 344.472  11.7787364404  11.9295510174  12.2053050269  12.3115137639
 344.972  11.7770933631   11.927676555  12.2043134413  12.3109398849
 345.472  11.7754571667  11.9258099674  12.2033295091  12.3103735546
 345.972  11.7738278441  11.9239512446  12.2023532175  12.3098147589
 346.472  11.7722053881  11.9221003766  12.2013845537  12.3092634836
 346.972  11.7705897915  11.9202573534  12.2004235049  12.3087197145
 347.472  11.7689810473  11.9184221648  12.1994700583  12.3081834376
 347.972  11.7673791482  11.9165948009  12.1985242009  12.3076546387
 348.472  11.7657840871  11.9147752515  12.1975859201  12.3071333036
 348.972  11.7641958569  11.9129635068   12.196655203  12.3066194183
 349.472  11.7626144504  11.9111595565  12.1957320367  12.3061129685
 349.972  11.7610398604  11.9093633907  12.1948164085  12.3056139402
 350.472  11.7594720799  11.9075749993  12.1939083054  12.3051223192
 350.972  11.7579111017  11.9057943723  12.1930077148  12.3046380914
 351.472  11.7563569186  11.9040214997  12.1921146238  12.3041612427
 351.972  11.7548095235  11.9022563713  12.1912290195  12.3036917588
 352.472  11.7532689092  11.9004989771  12.1903508891  12.3032296257
 352.972  11.7517350686  11.8987493072  12.1894802199  12.3027748293
 353.472  11.7502079945  11.8970073514  12.1886169989  12.3023273553
 353.972  11.7486876799  11.8952730997  12.1877612134  12.3018871898
 354.472  11.7471741175  11.8935465421  12.1869128506  12.3014543184
 354.972  11.7456673002  11.8918276685  12.1860718975  12.3010287272
 355.472  11.7441672208  11.8901164689  12.1852383415  12.3006104019
 355.972  11.7426738722  11.8884129332  12.1844121696  12.3001993284
 356.472  11.7411872473  11.8867170513  12.1835933691  12.2997954926
 356.972  11.7397073389  11.8850288134  12.1827819271  12.2993988803
 357.472  11.7382341399  11.8833482092  12.1819778309  12.2990094775
 357.972  11.7367676431  11.8816752287  12.1811810675    12.29862727
 358.472  11.7353078414   11.880009862  12.1803916242  12.2982522435
 358.972  11.7338547276  11.8783520989  12.1796094881  12.2978843841
 359.472  11.7324082945  11.8767019295  12.1788346465  12.2975236776
 359.972  11.7309685351  11.8750593436  12.1780670865  12.2971701098
 360.472  11.7295354422  11.8734243312  12.1773067952  12.2968236666
 360.972  11.7281090086  11.8717968823  12.1765537599  12.2964843338
 361.472  11.7266892272  11.8701769869  12.1758079677  12.2961520974
 361.972  11.7252760908  11.8685646348  12.1750694059  12.2958269431
 362.472  11.7238695923  11.8669598161  12.1743380615  12.2955088569
 362.972  11.7224697246  11.8653625207  12.1736139218  12.2951978247
 363.472  11.7210764805  11.8637727386  12.1728969739  12.2948938322
 363.972  11.7196898528  11.8621904596  12.1721872051  12.2945968653
 364.472  11.7183098344  11.8606156739  12.1714846025    12.29430691
 364.972  11.7169364182  11.8590483712  12.1707891532   12.294023952
 365.472  11.7155695969  11.8574885417  12.1701008445  12.2937479773
 365.972  11.7142093636  11.8559361751  12.1694196636  12.2934789717
 366.472   11.712855711  11.8543912616  12.1687455976   12.293216921
 366.972  11.7115086319   11.852853791  12.1680786336  12.2929618112
 367.472  11.7101681192  11.8513237533  12.1674187589   12.292713628
 367.972  11.7088341659  11.8498011384  12.1667659607  12.2924723574
 368.472  11.7075067646  11.8482859364  12.1661202261  12.2922379853
