time-rel              g              r              i              z
   -11.5  17.9473397142   17.541167917  17.7191433737   17.647464735
   -11.0  17.9505716483   17.535987008  17.7178070664   17.641401076
   -10.5  17.9538035825   17.530806099  17.7164707591   17.635337417
   -10.0  17.9570355167    17.52562519  17.7151344518   17.629273758
    -9.5  17.9602674508   17.520444281  17.7137981445   17.623210099
    -9.0   17.963499385   17.515263372  17.7124618373    17.61714644
    -8.5  17.9667313192   17.510082463    17.71112553   17.611082781
    -8.0  17.9699632533   17.504901554  17.7097892227   17.605019122
    -7.5  17.9731951875   17.499720645  17.7084529154   17.598955463
    -7.0  17.9764271217   17.494539736  17.7071166081   17.592891804
    -6.5  17.9796590558   17.489358827  17.7057803008   17.586828145
    -6.0    17.98289099   17.484177918  17.7044439935   17.580764486
    -5.5  17.9861229242   17.478997009  17.7031076862   17.574700827
    -5.0  17.9893548583     17.4738161  17.7017713789   17.568637168
    -4.5  17.9925867925   17.468635191  17.7004350716   17.562573509
    -4.0  17.9958187267   17.463454282  17.6990987643    17.55650985
    -3.5  17.9990506608   17.458273373   17.697762457   17.550446191
    -3.0   18.002282595   17.453092464  17.6964261497   17.544382532
    -2.5  18.0055145292   17.447911555  17.6950898425   17.538318873
    -2.0  18.0087464633   17.442730646  17.6937535352   17.532255214
    -1.5  18.0119783975   17.437549737  17.6924172279   17.526191555
    -1.0  18.0152103317   17.432368828  17.6910809206   17.520127896
    -0.5  18.0184422658   17.427187919  17.6897446133   17.514064237
     0.0     18.0216742    17.42200701   17.688408306   17.508000578
     0.5  18.0247933404  17.4203936947  17.6876914914  17.5047801627
     1.0  18.0279124808  17.4187803793  17.6869746768  17.5015597473
     1.5  18.0310316213   17.417167064  17.6862578622   17.498339332
     2.0  18.0341507617  17.4155537487  17.6855410477  17.4951189167
     2.5  18.0372699021  17.4139404333  17.6848242331  17.4918985013
     3.0  18.0403890425   17.412327118  17.6841074185   17.488678086
     3.5  18.0435081829  17.4107138027  17.6833906039  17.4854576707
     4.0  18.0466273233  17.4091004873  17.6826737893  17.4822372553
     4.5  18.0497464638   17.407487172  17.6819569748    17.47901684
     5.0  18.0528656042  17.4058738567  17.6812401602  17.4757964247
     5.5  18.0559847446  17.4042605413  17.6805233456  17.4725760093
     6.0   18.059103885   17.402647226   17.679806531   17.469355594
     6.5  18.0622230254  17.4010339107  17.6790897164  17.4661351787
     7.0  18.0653421658  17.3994205953  17.6783729018  17.4629147633
     7.5  18.0684613063    17.39780728  17.6776560872   17.459694348
     8.0  18.0715804467  17.3961939647  17.6769392727  17.4564739327
     8.5  18.0746995871  17.3945806493  17.6762224581  17.4532535173
     9.0  18.0778187275   17.392967334  17.6755056435   17.450033102
     9.5  18.0809378679  17.3913540187  17.6747888289  17.4468126867
    10.0  18.0840570083  17.3897407033  17.6740720143  17.4435922713
    10.5  18.0871761488   17.388127388  17.6733551998   17.440371856
    11.0  18.0902952892  17.3865140727  17.6726383852  17.4371514407
    11.5  18.0934144296  17.3849007573  17.6719215706  17.4339310253
    12.0    18.09653357   17.383287442   17.671204756    17.43071061
    12.5  18.0991924538  17.3962281333  17.6730151258  17.4390890513
    13.0  18.1018513375  17.4091688247  17.6748254956  17.4474674927
    13.5  18.1045102213   17.422109516  17.6766358654   17.455845934
    14.0   18.107169105  17.4350502073  17.6784462352  17.4642243753
    14.5  18.1098279888  17.4479908987   17.680256605  17.4726028167
    15.0  18.1124868725    17.46093159  17.6820669748   17.480981258
    15.5  18.1151457563  17.4738722813  17.6838773445  17.4893596993
    16.0    18.11780464  17.4868129727  17.6856877143  17.4977381407
    16.5  18.1204635238   17.499753664  17.6874980841   17.506116582
    17.0  18.1231224075  17.5126943553  17.6893084539  17.5144950233
    17.5  18.1257812913  17.5256350467  17.6911188237  17.5228734647
    18.0   18.128440175   17.538575738  17.6929291935   17.531251906
    18.5  18.1310990588  17.5515164293  17.6947395633  17.5396303473
    19.0  18.1337579425  17.5644571207  17.6965499331  17.5480087887
    19.5  18.1364168263   17.577397812  17.6983603029    17.55638723
    20.0    18.13907571  17.5903385033  17.7001706727  17.5647656713
    20.5  18.1417345938  17.6032791947  17.7019810425  17.5731441127
    21.0  18.1443934775   17.616219886  17.7037914123   17.581522554
    21.5  18.1470523613  17.6291605773   17.705601782  17.5899009953
    22.0   18.149711245  17.6421012687  17.7074121518  17.5982794367
    22.5  18.1523701288    17.65504196  17.7092225216   17.606657878
    23.0  18.1550290125  17.6679826513  17.7110328914  17.6150363193
    23.5  18.1576878962  17.6809233427  17.7128432612  17.6234147607
    24.0    18.16034678   17.693864034   17.714653631   17.631793202
    24.5  18.1633522725  17.7046348058  17.7166754835  17.6392796158
    25.0   18.166357765  17.7154055777  17.7186973361  17.6467660297
    25.5  18.1693632575  17.7261763495  17.7207191886  17.6542524435
    26.0    18.17236875  17.7369471213  17.7227410412  17.6617388573
    26.5  18.1753742425  17.7477178932  17.7247628937  17.6692252712
    27.0   18.178379735   17.758488665  17.7267847463   17.676711685
    27.5  18.1813852275  17.7692594368  17.7288065988  17.6841980988
    28.0    18.18439072  17.7800302087  17.7308284513  17.6916845127
    28.5  18.1873962125  17.7908009805  17.7328503039  17.6991709265
    29.0   18.190401705  17.8015717523  17.7348721564  17.7066573403
    29.5  18.1934071975  17.8123425242   17.736894009  17.7141437542
    30.0    18.19641269   17.823113296  17.7389158615   17.721630168
    30.5  18.1994181825  17.8338840678   17.740937714  17.7291165818
    31.0   18.202423675  17.8446548397  17.7429595666  17.7366029957
    31.5  18.2054291675  17.8554256115  17.7449814191  17.7440894095
    32.0    18.20843466  17.8661963833  17.7470032717  17.7515758233
    32.5  18.2114401525  17.8769671552  17.7490251242  17.7590622372
    33.0   18.214445645   17.887737927  17.7510469768   17.766548651
    33.5  18.2174511375  17.8985086988  17.7530688293  17.7740350648
    34.0    18.22045663  17.9092794707  17.7550906818  17.7815214787
    34.5  18.2234621225  17.9200502425  17.7571125344  17.7890078925
    35.0   18.226467615  17.9308210143  17.7591343869  17.7964943063
    35.5  18.2294731075  17.9415917862  17.7611562395  17.8039807202
    36.0     18.2324786   17.952362558   17.763178092   17.811467134
    36.5  18.2368980171  17.9542812896  17.7660626097  17.8153147156
    37.0  18.2413174342  17.9562000212  17.7689471274  17.8191622972
    37.5  18.2457368513  17.9581187528  17.7718316451  17.8230098787
    38.0  18.2501562683  17.9600374843  17.7747161628  17.8268574603
    38.5  18.2545756854  17.9619562159  17.7776006805  17.8307050419
    39.0  18.2589951025  17.9638749475  17.7804851983  17.8345526235
    39.5  18.2634145196  17.9657936791   17.783369716  17.8384002051
    40.0  18.2678339367  17.9677124107  17.7862542337  17.8422477867
    40.5  18.2722533538  17.9696311423  17.7891387514  17.8460953683
    41.0  18.2766727708  17.9715498738  17.7920232691  17.8499429498
    41.5  18.2810921879  17.9734686054  17.7949077868  17.8537905314
    42.0   18.285511605   17.975387337  17.7977923045   17.857638113
    42.5  18.2899310221  17.9773060686  17.8006768222  17.8614856946
    43.0  18.2943504392  17.9792248002  17.8035613399  17.8653332762
    43.5  18.2987698563  17.9811435317  17.8064458576  17.8691808577
    44.0  18.3031892733  17.9830622633  17.8093303753  17.8730284393
    44.5  18.3076086904  17.9849809949   17.812214893  17.8768760209
    45.0  18.3120281075  17.9868997265  17.8150994108  17.8807236025
    45.5  18.3164475246  17.9888184581  17.8179839285  17.8845711841
    46.0  18.3208669417  17.9907371897  17.8208684462  17.8884187657
    46.5  18.3252863588  17.9926559212  17.8237529639  17.8922663473
    47.0  18.3297057758  17.9945746528  17.8266374816  17.8961139288
    47.5  18.3341251929  17.9964933844  17.8295219993  17.8999615104
    48.0    18.33854461   17.998412116   17.832406517   17.903809092
    48.5  18.3429640008  18.0014135464  17.8354535406  17.9076974964
    49.0  18.3473833917  18.0044149768  17.8385005643  17.9115859008
    49.5  18.3518027825  18.0074164072  17.8415475879  17.9154743053
    50.0  18.3562221733  18.0104178377  17.8445946115  17.9193627097
    50.5  18.3606415642  18.0134192681  17.8476416351  17.9232511141
    51.0   18.365060955  18.0164206985  17.8506886588  17.9271395185
    51.5  18.3694803458  18.0194221289  17.8537356824  17.9310279229
    52.0  18.3738997367  18.0224235593   17.856782706  17.9349163273
    52.5  18.3783191275  18.0254249897  17.8598297296  17.9388047318
    53.0  18.3827385183  18.0284264202  17.8628767533  17.9426931362
    53.5  18.3871579092  18.0314278506  17.8659237769  17.9465815406
    54.0     18.3915773   18.034429281  17.8689708005   17.950469945
    54.5  18.3959966908  18.0374307114  17.8720178241  17.9543583494
