time-rel               g               r               i               z
     2.9  -11.9042013201  -11.8645858086   -11.739150165  -11.6082887789
     3.4  -12.0424026403  -12.0351716172    -11.92830033  -11.8085775578
     3.9  -12.1806039604  -12.2057574257   -12.117450495  -12.0088663366
     4.4  -12.3188052805  -12.3763432343  -12.3066006601  -12.2091551155
     4.9  -12.4459116667  -12.5344266667  -12.4825166667       -12.39572
     5.4       -12.51112       -12.62276        -12.5846       -12.50572
     5.9  -12.5763283333  -12.7110933333  -12.6866833333       -12.61572
     6.4  -12.6415366667  -12.7994266667  -12.7887666667       -12.72572
     6.9      -12.706745       -12.88776       -12.89085       -12.83572
     7.4  -12.7613933333       -12.96414        -12.9801  -12.9324466667
     7.9  -12.7966016667      -13.018515      -13.045725  -13.0047383333
     8.4       -12.83181       -13.07289       -13.11135       -13.07703
     8.9  -12.8670183333      -13.127265      -13.176975  -13.1493216667
     9.4  -12.9022266667       -13.18164        -13.2426  -13.2216133333
     9.9  -12.9299554455  -13.2268366337   -13.297960396  -13.2832623762
    10.4  -12.9516138614  -13.2645841584   -13.344990099  -13.3362739274
    10.9  -12.9732722772  -13.3023316832   -13.392019802  -13.3892854785
    11.4  -12.9949306931  -13.3400792079   -13.439049505  -13.4422970297
    11.9  -13.0165891089  -13.3778267327  -13.4860792079  -13.4953085809
    12.4        -13.0318       -13.40792  -13.5249333333        -13.5396
    12.9        -13.0443      -13.434795       -13.56035      -13.580225
    13.4        -13.0568       -13.46167  -13.5957666667       -13.62085
    13.9        -13.0693      -13.488545  -13.6311833333      -13.661475
    14.4        -13.0818       -13.51542        -13.6666        -13.7021
    14.9      -13.089215  -13.5357033333       -13.69486  -13.7350033333
    15.4       -13.09609  -13.5552866667       -13.72236  -13.7670866667
    15.9      -13.102965       -13.57487       -13.74986       -13.79917
    16.4       -13.10984  -13.5944533333       -13.77736  -13.8312533333
    16.9  -13.1161930693  -13.6134372937  -13.8041881188   -13.862660066
    17.4   -13.118049505  -13.6272574257  -13.8252277228  -13.8882376238
    17.9  -13.1199059406  -13.6410775578  -13.8462673267  -13.9138151815
    18.4  -13.1217623762  -13.6548976898  -13.8673069307  -13.9393927393
    18.9  -13.1236188119  -13.6687178218  -13.8883465347   -13.964970297
    19.4  -13.1248933333  -13.6817733333       -13.90848  -13.9895466667
    19.9  -13.1244766667  -13.6926066667       -13.92598  -14.0112133333
    20.4       -13.12406       -13.70344       -13.94348       -14.03288
    20.9  -13.1236433333  -13.7142733333       -13.96098  -14.0545466667
    21.4  -13.1232266667  -13.7251066667       -13.97848  -14.0762133333
    21.9      -13.122335      -13.734895      -13.994745      -14.096455
    22.4  -13.1208766667  -13.7434366667  -14.0095366667  -14.1149966667
    22.9  -13.1194183333  -13.7519783333  -14.0243283333  -14.1335383333
    23.4       -13.11796       -13.76052       -14.03912       -14.15208
    23.9  -13.1165016667  -13.7690616667  -14.0539116667  -14.1706216667
    24.4  -13.1122112211  -13.7748415842  -14.0659009901  -14.1863366337
    24.9  -13.1064356436  -13.7791732673  -14.0764207921  -14.2005693069
    25.4   -13.100660066  -13.7835049505  -14.0869405941  -14.2148019802
    25.9  -13.0948844884  -13.7878366337   -14.097460396  -14.2290346535
    26.4  -13.0891089109  -13.7921683168   -14.107980198  -14.2432673267
    26.9      -13.084465  -13.7967033333  -14.1182483333       -14.25711
    27.4       -13.08009  -13.8012866667  -14.1284566667       -14.27086
    27.9      -13.075715       -13.80587      -14.138665       -14.28461
    28.4       -13.07134  -13.8104533333  -14.1488733333       -14.29836
    28.9  -13.0669383333  -13.8150116667      -14.159055       -14.31208
    29.4       -13.05923       -13.81647       -14.16593       -14.32208
    29.9  -13.0515216667  -13.8179283333      -14.172805       -14.33208
    30.4  -13.0438133333  -13.8193866667       -14.17968       -14.34208
    30.9      -13.036105      -13.820845      -14.186555       -14.35208
    31.4  -13.0290990099  -13.8226864686   -14.193630363  -14.3621881188
    31.9  -13.0247673267  -13.8259867987  -14.2014686469  -14.3727079208
    32.4  -13.0204356436  -13.8292871287  -14.2093069307  -14.3832277228
    32.9  -13.0161039604  -13.8325874587  -14.2171452145  -14.3937475248
    33.4  -13.0117722772  -13.8358877888  -14.2249834983  -14.4042673267
    33.9      -13.006525      -13.838375       -14.23195      -14.413925
    34.4       -12.99965  -13.8394166667  -14.2373666667       -14.42205
    34.9      -12.992775  -13.8404583333  -14.2427833333      -14.430175
    35.4        -12.9859        -13.8415        -14.2482        -14.4383
    35.9      -12.979025  -13.8425416667  -14.2536166667      -14.446425
    36.4  -12.9719166667         -13.843  -14.2585666667  -14.4539666667
    36.9      -12.964625         -13.843       -14.26315       -14.46105
    37.4  -12.9573333333         -13.843  -14.2677333333  -14.4681333333
    37.9  -12.9500416667         -13.843  -14.2723166667  -14.4752166667
    38.4       -12.94275         -13.843        -14.2769        -14.4823
    38.9  -12.9355132013  -13.8428432343  -14.2809785479  -14.4890165017
    39.4  -12.9282937294  -13.8426369637  -14.2848976898  -14.4956171617
    39.9  -12.9210742574  -13.8424306931  -14.2888168317  -14.5022178218
    40.4  -12.9138547855  -13.8422244224  -14.2927359736  -14.5088184818
    40.9  -12.9066353135  -13.8420181518  -14.2966551155  -14.5154191419
    41.4       -12.89764        -13.8401        -14.2989       -14.52018
    41.9  -12.8884733333  -13.8380166667  -14.3009833333  -14.5247633333
    42.4  -12.8793066667  -13.8359333333  -14.3030666667  -14.5293466667
    42.9       -12.87014       -13.83385       -14.30515       -14.53393
    43.4       -12.86102  -13.8317666667       -14.30721       -14.53849
    43.9       -12.85227  -13.8296833333      -14.309085      -14.542865
    44.4       -12.84352        -13.8276       -14.31096       -14.54724
    44.9       -12.83477  -13.8255166667      -14.312835      -14.551615
    45.4       -12.82602  -13.8234333333       -14.31471       -14.55599
    45.9  -12.8172970297  -13.8212277228   -14.316450495  -14.5601584158
    46.4  -12.8086336634  -13.8187524752  -14.3178943894  -14.5638712871
    46.9   -12.799970297  -13.8162772277  -14.3193382838  -14.5675841584
    47.4  -12.7913069307  -13.8138019802  -14.3207821782  -14.5712970297
    47.9  -12.7826435644  -13.8113267327  -14.3222260726   -14.575009901
    48.4       -12.77336  -13.8083566667  -14.3231933333  -14.5782566667
    48.9       -12.76336      -13.804815       -14.32361      -14.580965
    49.4       -12.75336  -13.8012733333  -14.3240266667  -14.5836733333
    49.9       -12.74336  -13.7977316667  -14.3244433333  -14.5863816667
    50.4       -12.73336       -13.79419       -14.32486       -14.58909
    50.9  -12.7226683333  -13.7898183333  -14.3243083333  -14.5909683333
    51.4  -12.7116266667  -13.7850266667  -14.3232666667  -14.5924266667
    51.9      -12.700585      -13.780235      -14.322225      -14.593885
    52.4  -12.6895433333  -13.7754433333  -14.3211833333  -14.5953433333
    52.9  -12.6785016667  -13.7706516667  -14.3201416667  -14.5968016667
    53.4   -12.668980198  -13.7667920792  -14.3198217822  -14.5987821782
    53.9  -12.6596980198  -13.7630792079  -14.3196155116  -14.6008448845
    54.4  -12.6504158416  -13.7593663366  -14.3194092409  -14.6029075908
    54.9  -12.6411336634  -13.7556534653  -14.3192029703   -14.604970297
    55.4       -12.63183       -13.75192       -14.31898  -14.6070133333
    55.9      -12.621205       -13.74692       -14.31773  -14.6078466667
    56.4       -12.61058       -13.74192       -14.31648       -14.60868
    56.9      -12.599955       -13.73692       -14.31523  -14.6095133333
    57.4       -12.58933       -13.73192       -14.31398  -14.6103466667
    57.9       -12.57857      -13.726785       -14.31255      -14.611045
    58.4       -12.56732       -13.72116  -14.3104666667  -14.6112533333
    58.9       -12.55607      -13.715535  -14.3083833333  -14.6114616667
    59.4       -12.54482       -13.70991        -14.3063       -14.61167
    59.9       -12.53357      -13.704285  -14.3042166667  -14.6118783333
    60.4  -12.5219372937  -13.6982541254  -14.3017128713  -14.6116567657
    60.9  -12.5097673267  -13.6916534653  -14.2986188119  -14.6108316832
    61.4  -12.4975973597  -13.6850528053  -14.2955247525  -14.6100066007
    61.9  -12.4854273927  -13.6784521452  -14.2924306931  -14.6091815182
    62.4  -12.4732574257  -13.6718514851  -14.2893366337  -14.6083564356
    62.9  -12.4620833333  -13.6659233333  -14.2868166667  -14.6078816667
    63.4  -12.4516666667  -13.6605066667  -14.2847333333  -14.6076733333
    63.9       -12.44125       -13.65509       -14.28265      -14.607465
    64.4  -12.4308333333  -13.6496733333  -14.2805666667  -14.6072566667
    64.9  -12.4204166667  -13.6442566667  -14.2784833333  -14.6070483333
    65.4        -12.4092       -13.63804        -14.2756       -14.60636
    65.9  -12.3977416667  -13.6315816667      -14.272475  -14.6055266667
    66.4  -12.3862833333  -13.6251233333       -14.26935  -14.6046933333
    66.9      -12.374825      -13.618665      -14.266225       -14.60386
    67.4  -12.3633666667  -13.6122066667        -14.2631  -14.6030266667
    67.9  -12.3520181518  -13.6056105611  -14.2596056106  -14.6016023102
    68.4  -12.3406732673   -13.599009901  -14.2560990099  -14.6001584158
    68.9  -12.3293283828  -13.5924092409  -14.2525924092  -14.5987145215
    69.4  -12.3179834983  -13.5858085809  -14.2490858086  -14.5972706271
    69.9      -12.306475       -13.57905       -14.24545      -14.595725
    70.4  -12.2937666667  -13.5711333333  -14.2408666667  -14.5934333333
    70.9  -12.2810583333  -13.5632166667  -14.2362833333  -14.5911416667
    71.4       -12.26835        -13.5553        -14.2317       -14.58885
    71.9  -12.2556416667  -13.5473833333  -14.2271166667  -14.5865583333
    72.4  -12.2428666667  -13.5393333333        -14.2224  -14.5840666667
    72.9       -12.22995         -13.531        -14.2174       -14.58115
    73.4  -12.2170333333  -13.5226666667        -14.2124  -14.5782333333
    73.9  -12.2041166667  -13.5143333333        -14.2074  -14.5753166667
    74.4        -12.1912         -13.506        -14.2024        -14.5724
    74.9  -12.1792079208  -13.4983531353  -14.1978547855   -14.569820132
    75.4  -12.1680693069   -13.491339934  -14.1937293729  -14.5675511551
    75.9  -12.1569306931  -13.4843267327  -14.1896039604  -14.5652821782
    76.4  -12.1457920792  -13.4773135314  -14.1854785479  -14.5630132013
    76.9  -12.1346534653    -13.47030033  -14.1813531353  -14.5607442244
    77.4       -12.12302       -13.46282       -14.17678       -14.55804
    77.9      -12.111145  -13.4551116667  -14.1719883333  -14.5551233333
    78.4       -12.09927  -13.4474033333  -14.1671966667  -14.5522066667
    78.9      -12.087395      -13.439695      -14.162405       -14.54929
    79.4       -12.07552  -13.4319866667  -14.1576133333  -14.5463733333
    79.9  -12.0632816667  -13.4235516667      -14.152095  -14.5430933333
    80.4       -12.05099       -13.41501       -14.14647       -14.53976
    80.9  -12.0386983333  -13.4064683333      -14.140845  -14.5364266667
    81.4  -12.0264066667  -13.3979266667       -14.13522  -14.5330933333
    81.9  -12.0141237624  -13.3893910891  -14.1295841584  -14.5297178218
    82.4  -12.0019537954  -13.3809339934  -14.1238085809  -14.5257986799
    82.9  -11.9897838284  -13.3724768977  -14.1180330033   -14.521879538
    83.4  -11.9776138614   -13.364019802  -14.1122574257   -14.517960396
    83.9  -11.9654438944  -13.3555627063  -14.1064818482  -14.5140412541
    84.4  -11.9530133333  -13.3468533333  -14.1005066667  -14.5099733333
    84.9       -11.93968       -13.33727       -14.09384       -14.50539
    85.4  -11.9263466667  -13.3276866667  -14.0871733333  -14.5008066667
    85.9  -11.9130133333  -13.3181033333  -14.0805066667  -14.4962233333
    86.4       -11.89968       -13.30852       -14.07384       -14.49164
    86.9  -11.8866116667  -13.2989366667  -14.0671733333  -14.4869683333
    87.4  -11.8739033333  -13.2893533333  -14.0605066667  -14.4821766667
    87.9      -11.861195       -13.27977       -14.05384      -14.477385
