time-rel              g              r              i              z
  253.46  10.6860154726  10.9068120878  10.7790386896  11.3434132822
  253.96  10.6872038105  10.9076654711  10.7799166563  11.3442566917
  254.46  10.6883918916  10.9085187979  10.7807945713  11.3451000601
  254.96  10.6895797158  10.9093720684  10.7816724345  11.3459433875
  255.46  10.6907672832  10.9102252824  10.7825502458  11.3467866738
  255.96  10.6919545939  10.9110784401  10.7834280054   11.347629919
  256.46  10.6931416478  10.9119315413  10.7843057132  11.3484731232
  256.96  10.6943284451  10.9127845862  10.7851833692  11.3493162864
  257.46  10.6955149857  10.9136375747  10.7860609734  11.3501594084
  257.96  10.6967012698  10.9144905068  10.7869385258  11.3510024894
  258.46  10.6978872972  10.9153433825  10.7878160264  11.3518455293
  258.96  10.6990730681  10.9161962019  10.7886934752  11.3526885281
  259.46  10.7002585825  10.9170489649  10.7895708721  11.3535314858
  259.96  10.7014438404  10.9179016715  10.7904482173  11.3543744024
  260.46  10.7026288419  10.9187543217  10.7913255106  11.3552172779
  260.96   10.703813587  10.9196069156  10.7922027521  11.3560601123
  261.46  10.7049980758  10.9204594531  10.7930799418  11.3569029056
  261.96  10.7061823082  10.9213119342  10.7939570797  11.3577456577
  262.46  10.7073662843   10.922164359  10.7948341657  11.3585883687
  262.96  10.7085500041  10.9230167275     10.7957112  11.3594310386
  263.46  10.7097334678  10.9238690395  10.7965881824  11.3602736673
  263.96  10.7109166752  10.9247212953  10.7974651129  11.3611162549
  264.46  10.7120996265  10.9255734947  10.7983419917  11.3619588013
  264.96  10.7132823217  10.9264256377  10.7992188186  11.3628013066
  265.46  10.7144647608  10.9272777244  10.8000955936  11.3636437707
  265.96  10.7156469438  10.9281297547  10.8009723168  11.3644861937
  266.46  10.7168288708  10.9289817288  10.8018489882  11.3653285754
  266.96  10.7180105419  10.9298336464  10.8027256077   11.366170916
  267.46   10.719191957  10.9306855078  10.8036021754  11.3670132154
  267.96  10.7203731162  10.9315373128  10.8044786912  11.3678554736
  268.46  10.7215540196  10.9323890615  10.8053551552  11.3686976906
  268.96  10.7227346671  10.9332407539  10.8062315673  11.3695398664
  269.46  10.7239150588  10.9340923899  10.8071079276   11.370382001
  269.96  10.7250951947  10.9349439696   10.807984236  11.3712240943
  270.46  10.7262750749  10.9357954931  10.8088604926  11.3720661465
  270.96  10.7274546994  10.9366469602  10.8097366972  11.3729081574
  271.46  10.7286340683  10.9374983709  10.8106128501  11.3737501271
  271.96  10.7298131815  10.9383497254   10.811488951  11.3745920555
  272.46  10.7309920391  10.9392010236  10.8123650001  11.3754339427
  272.96  10.7321706412  10.9400522655  10.8132409973  11.3762757887
  273.46  10.7333489878   10.940903451  10.8141169426  11.3771175934
  273.96  10.7345270789  10.9417545803  10.8149928361  11.3779593568
  274.46  10.7357049145  10.9426056533  10.8158686777   11.378801079
  274.96  10.7368824948    10.94345667  10.8167444674  11.3796427599
  275.46  10.7380598196  10.9443076304  10.8176202052  11.3804843995
  275.96  10.7392368891  10.9451585345  10.8184958911  11.3813259978
  276.46  10.7404137033  10.9460093823  10.8193715252  11.3821675549
  276.96  10.7415902622  10.9468601738  10.8202471073  11.3830090706
  277.46  10.7427665659  10.9477109091  10.8211226376  11.3838505451
  277.96  10.7439426144  10.9485615881  10.8219981159  11.3846919782
  278.46  10.7451184077  10.9494122108  10.8228735424    11.38553337
  278.96  10.7462939459  10.9502627772   10.823748917  11.3863747205
  279.46   10.747469229  10.9511132874  10.8246242396  11.3872160297
  279.96  10.7486442571  10.9519637413  10.8254995104  11.3880572975
  280.46  10.7498190301   10.952814139  10.8263747292  11.3888985241
  280.96  10.7509935481  10.9536644803  10.8272498962  11.3897397092
  281.46  10.7521678111  10.9545147655  10.8281250112  11.3905808531
  281.96  10.7533418193  10.9553649943  10.8290000743  11.3914219555
  282.46  10.7545155726   10.956215167  10.8298750855  11.3922630166
  282.96   10.755689071  10.9570652833  10.8307500448  11.3931040364
  283.46  10.7568623146  10.9579153434  10.8316249522  11.3939450148
  283.96  10.7580353034  10.9587653473  10.8324998076  11.3947859518
  284.46  10.7592080375  10.9596152949  10.8333746111  11.3956268474
  284.96  10.7603805168  10.9604651863  10.8342493627  11.3964677016
  285.46  10.7615527415  10.9613150215  10.8351240624  11.3973085144
  285.96  10.7627247116  10.9621648004  10.8359987101  11.3981492859
  286.46   10.763896427  10.9630145231  10.8368733059  11.3989900159
  286.96  10.7650678879  10.9638641895  10.8377478498  11.3998307045
  287.46  10.7662390943  10.9647137998  10.8386223417  11.4006713518
  287.96  10.7674100461  10.9655633538  10.8394967817  11.4015119575
  288.46  10.7685807435  10.9664128516  10.8403711697  11.4023525219
  288.96  10.7697511865  10.9672622931  10.8412455058  11.4031930448
  289.46  10.7709213751  10.9681116785    10.84211979  11.4040335263
  289.96  10.7720913093  10.9689610076  10.8429940222  11.4048739664
  290.46  10.7732609892  10.9698102805  10.8438682024   11.405714365
  290.96  10.7744304148  10.9706594973  10.8447423307  11.4065547221
  291.46  10.7755995862  10.9715086578   10.845616407  11.4073950378
  291.96  10.7767685033  10.9723577621  10.8464904314   11.408235312
  292.46  10.7779371663  10.9732068102  10.8473644038  11.4090755447
  292.96  10.7791055751  10.9740558021  10.8482383243   11.409915736
  293.46  10.7802737299  10.9749047378  10.8491121928  11.4107558857
