time-rel              g              r              i              z
     0.0      19.954048   20.208698697  20.4609600265  20.6674741307
     0.5  19.9553347083  20.2097318946  20.4618419752  20.6682665365
     1.0  19.9566214167  20.2107650922  20.4627239238  20.6690589424
     1.5   19.957908125  20.2117982898  20.4636058724  20.6698513482
     2.0  19.9591948333  20.2128314874  20.4644878211   20.670643754
     2.5  19.9604815417   20.213864685  20.4653697697  20.6714361599
     3.0    19.96176825  20.2148978825  20.4662517183  20.6722285657
     3.5  19.9630549583  20.2159310801   20.467133667  20.6730209715
     4.0  19.9643416667  20.2169642777  20.4680156156  20.6738133774
     4.5   19.965628375  20.2179974753  20.4688975642  20.6746057832
     5.0  19.9669150833  20.2190306729  20.4697795129   20.675398189
     5.5  19.9682017917  20.2200638705  20.4706614615  20.6761905948
     6.0     19.9694885  20.2210970681  20.4715434101  20.6769830007
     6.5  19.9707752083  20.2221302657  20.4724253587  20.6777754065
     7.0  19.9720619167  20.2231634633  20.4733073074  20.6785678123
     7.5   19.973348625  20.2241966609   20.474189256  20.6793602182
     8.0  19.9746353333  20.2252298584  20.4750712046   20.680152624
     8.5  19.9759220417   20.226263056  20.4759531533  20.6809450298
     9.0    19.97720875  20.2272962536  20.4768351019  20.6817374357
     9.5  19.9784954583  20.2283294512  20.4777170505  20.6825298415
    10.0  19.9797821667  20.2293626488  20.4785989992  20.6833222473
    10.5   19.981068875  20.2303958464  20.4794809478  20.6841146531
    11.0  19.9823555833   20.231429044  20.4803628964   20.684907059
    11.5  19.9836422917  20.2324622416  20.4812448451  20.6856994648
    12.0      19.984929  20.2334954392  20.4821267937  20.6864918706
    12.5  19.9862534167  20.2345535651  20.4830260451  20.6872971065
    13.0  19.9875778333   20.235611691  20.4839252965  20.6881023424
    13.5    19.98890225  20.2366698169  20.4848245479  20.6889075782
    14.0  19.9902266667  20.2377279428  20.4857237993  20.6897128141
    14.5  19.9915510833  20.2387860687  20.4866230507    20.69051805
    15.0     19.9928755  20.2398441946  20.4875223021  20.6913232859
    15.5  19.9941999167  20.2409023205  20.4884215534  20.6921285217
    16.0  19.9955243333  20.2419604464  20.4893208048  20.6929337576
    16.5    19.99684875  20.2430185724  20.4902200562  20.6937389935
    17.0  19.9981731667  20.2440766983  20.4911193076  20.6945442294
    17.5  19.9994975833  20.2451348242   20.492018559  20.6953494652
    18.0      20.000822  20.2461929501  20.4929178104  20.6961547011
    18.5  20.0021464167   20.247251076  20.4938170618   20.696959937
    19.0  20.0034708333  20.2483092019  20.4947163132  20.6977651729
    19.5    20.00479525  20.2493673278  20.4956155646  20.6985704087
    20.0  20.0061196667  20.2504254537   20.496514816  20.6993756446
    20.5  20.0074440833  20.2514835796  20.4974140674  20.7001808805
    21.0     20.0087685  20.2525417055  20.4983133188  20.7009861163
    21.5  20.0100929167  20.2535998315  20.4992125701  20.7017913522
    22.0  20.0114173333  20.2546579574  20.5001118215  20.7025965881
    22.5    20.01274175  20.2557160833  20.5010110729   20.703401824
    23.0  20.0140661667  20.2567742092  20.5019103243  20.7042070598
    23.5  20.0153905833  20.2578323351  20.5028095757  20.7050122957
    24.0      20.016715   20.258890461  20.5037088271  20.7058175316
    24.5  20.0180793333  20.2599875834  20.5046465152  20.7066608799
    25.0  20.0194436667  20.2610847058  20.5055842032  20.7075042283
    25.5      20.020808  20.2621818282  20.5065218912  20.7083475766
    26.0  20.0221723333  20.2632789506  20.5074595793  20.7091909249
    26.5  20.0235366667  20.2643760731  20.5083972673  20.7100342733
    27.0      20.024901  20.2654731955  20.5093349554  20.7108776216
    27.5  20.0262653333  20.2665703179  20.5102726434  20.7117209699
    28.0  20.0276296667  20.2676674403  20.5112103314  20.7125643183
    28.5      20.028994  20.2687645627  20.5121480195  20.7134076666
    29.0  20.0303583333  20.2698616851  20.5130857075  20.7142510149
    29.5  20.0317226667  20.2709588075  20.5140233956  20.7150943633
    30.0      20.033087  20.2720559299  20.5149610836  20.7159377116
    30.5  20.0344513333  20.2731530523  20.5158987717    20.71678106
    31.0  20.0358156667  20.2742501747  20.5168364597  20.7176244083
    31.5       20.03718  20.2753472972  20.5177741477  20.7184677566
    32.0  20.0385443333  20.2764444196  20.5187118358   20.719311105
    32.5  20.0399086667   20.277541542  20.5196495238  20.7201544533
    33.0      20.041273  20.2786386644  20.5205872119  20.7209978016
    33.5  20.0426373333  20.2797357868  20.5215248999    20.72184115
    34.0  20.0440016667  20.2808329092   20.522462588  20.7226844983
    34.5      20.045366  20.2819300316   20.523400276  20.7235278466
    35.0  20.0467303333   20.283027154   20.524337964   20.724371195
    35.5  20.0480946667  20.2841242764  20.5252756521  20.7252145433
    36.0      20.049459  20.2852213988  20.5262133401  20.7260578916
    36.5  20.0508657917  20.2863526105  20.5271800998  20.7269273584
    37.0  20.0522725833  20.2874838221  20.5281468594  20.7277968251
    37.5   20.053679375  20.2886150338   20.529113619  20.7286662918
    38.0  20.0550861667  20.2897462454  20.5300803787  20.7295357585
    38.5  20.0564929583  20.2908774571  20.5310471383  20.7304052252
    39.0    20.05789975  20.2920086687   20.532013898  20.7312746919
    39.5  20.0593065417  20.2931398804  20.5329806576  20.7321441586
    40.0  20.0607133333   20.294271092  20.5339474172  20.7330136253
    40.5   20.062120125  20.2954023036  20.5349141769   20.733883092
    41.0  20.0635269167  20.2965335153  20.5358809365  20.7347525588
    41.5  20.0649337083  20.2976647269  20.5368476962  20.7356220255
    42.0     20.0663405  20.2987959386  20.5378144558  20.7364914922
    42.5  20.0677472917  20.2999271502  20.5387812154  20.7373609589
    43.0  20.0691540833  20.3010583619  20.5397479751  20.7382304256
    43.5   20.070560875  20.3021895735  20.5407147347  20.7390998923
    44.0  20.0719676667  20.3033207852  20.5416814944   20.739969359
    44.5  20.0733744583  20.3044519968   20.542648254  20.7408388257
    45.0    20.07478125  20.3055832084  20.5436150136  20.7417082924
    45.5  20.0761880417  20.3067144201  20.5445817733  20.7425777592
    46.0  20.0775948333  20.3078456317  20.5455485329  20.7434472259
    46.5   20.079001625  20.3089768434  20.5465152925  20.7443166926
    47.0  20.0804084167   20.310108055  20.5474820522  20.7451861593
    47.5  20.0818152083  20.3112392667  20.5484488118   20.746055626
    48.0      20.083222  20.3123704783  20.5494155715  20.7469250927
    48.5  20.0846739167  20.3135412831  20.5504185928  20.7478288756
    49.0  20.0861258333   20.314712088  20.5514216141  20.7487326586
    49.5    20.08757775  20.3158828928  20.5524246354  20.7496364415
    50.0  20.0890296667  20.3170536976  20.5534276567  20.7505402244
    50.5  20.0904815833  20.3182245025   20.554430678  20.7514440073
    51.0     20.0919335  20.3193953073  20.5554336993  20.7523477903
    51.5  20.0933854167  20.3205661121  20.5564367206  20.7532515732
    52.0  20.0948373333  20.3217369169  20.5574397419  20.7541553561
    52.5    20.09628925  20.3229077218  20.5584427632  20.7550591391
    53.0  20.0977411667  20.3240785266  20.5594457845   20.755962922
    53.5  20.0991930833  20.3252493314  20.5604488059  20.7568667049
    54.0      20.100645  20.3264201363  20.5614518272  20.7577704879
    54.5  20.1020969167  20.3275909411  20.5624548485  20.7586742708
    55.0  20.1035488333  20.3287617459  20.5634578698  20.7595780537
    55.5    20.10500075  20.3299325508  20.5644608911  20.7604818366
    56.0  20.1064526667  20.3311033556  20.5654639124  20.7613856196
    56.5  20.1079045833  20.3322741604  20.5664669337  20.7622894025
    57.0     20.1093565  20.3334449652   20.567469955  20.7631931854
    57.5  20.1108084167  20.3346157701  20.5684729763  20.7640969684
    58.0  20.1122603333  20.3357865749  20.5694759976  20.7650007513
    58.5    20.11371225  20.3369573797  20.5704790189  20.7659045342
    59.0  20.1151641667  20.3381281846  20.5714820402  20.7668083171
    59.5  20.1166160833  20.3392989894  20.5724850615  20.7677121001
    60.0      20.118068  20.3404697942  20.5734880829   20.768615883
    60.5  20.1195680833  20.3416842327  20.5745320052  20.7695589734
    61.0  20.1210681667  20.3428986711  20.5755759276  20.7705020638
    61.5    20.12256825  20.3441131096  20.5766198499  20.7714451542
    62.0  20.1240683333   20.345327548  20.5776637723  20.7723882447
    62.5  20.1255684167  20.3465419864  20.5787076947  20.7733313351
    63.0     20.1270685  20.3477564249   20.579751617  20.7742744255
    63.5  20.1285685833  20.3489708633  20.5807955394  20.7752175159
    64.0  20.1300686667  20.3501853018  20.5818394617  20.7761606063
    64.5    20.13156875  20.3513997402  20.5828833841  20.7771036967
    65.0  20.1330688333  20.3526141787  20.5839273065  20.7780467871
    65.5  20.1345689167  20.3538286171  20.5849712288  20.7789898775
    66.0      20.136069  20.3550430556  20.5860151512  20.7799329679
    66.5  20.1375690833   20.356257494  20.5870590735  20.7808760584
    67.0  20.1390691667  20.3574719325  20.5881029959  20.7818191488
    67.5    20.14056925  20.3586863709  20.5891469183  20.7827622392
    68.0  20.1420693333  20.3599008093  20.5901908406  20.7837053296
    68.5  20.1435694167  20.3611152478   20.591234763    20.78464842
    69.0     20.1450695  20.3623296862  20.5922786853  20.7855915104
    69.5  20.1465695833  20.3635441247  20.5933226077  20.7865346008
    70.0  20.1480696667  20.3647585631  20.5943665301  20.7874776912
    70.5    20.14956975  20.3659730016  20.5954104524  20.7884207817
    71.0  20.1510698333    20.36718744  20.5964543748  20.7893638721
    71.5  20.1525699167  20.3684018785  20.5974982972  20.7903069625
    72.0       20.15407  20.3696163169  20.5985422195  20.7912500529
    72.5  20.1556215417  20.3708728251  20.5996225558  20.7922262488
    73.0  20.1571730833  20.3721293332  20.6007028921  20.7932024448
    73.5   20.158724625  20.3733858414  20.6017832285  20.7941786407
    74.0  20.1602761667  20.3746423495  20.6028635648  20.7951548366
    74.5  20.1618277083  20.3758988577  20.6039439011  20.7961310325
    75.0    20.16337925  20.3771553659  20.6050242374  20.7971072285
    75.5  20.1649307917   20.378411874  20.6061045737  20.7980834244
    76.0  20.1664823333  20.3796683822    20.60718491  20.7990596203
    76.5   20.168033875  20.3809248903  20.6082652463  20.8000358163
    77.0  20.1695854167  20.3821813985  20.6093455826  20.8010120122
    77.5  20.1711369583  20.3834379067  20.6104259189  20.8019882081
    78.0     20.1726885  20.3846944148  20.6115062553  20.8029644041
    78.5  20.1742400417   20.385950923  20.6125865916     20.8039406
    79.0  20.1757915833  20.3872074312  20.6136669279  20.8049167959
    79.5   20.177343125  20.3884639393  20.6147472642  20.8058929919
    80.0  20.1788946667  20.3897204475  20.6158276005  20.8068691878
    80.5  20.1804462083  20.3909769556  20.6169079368  20.8078453837
    81.0    20.18199775  20.3922334638  20.6179882731  20.8088215796
    81.5  20.1835492917   20.393489972  20.6190686094  20.8097977756
    82.0  20.1851008333  20.3947464801  20.6201489458  20.8107739715
    82.5   20.186652375  20.3960029883  20.6212292821  20.8117501674
    83.0  20.1882039167  20.3972594964  20.6223096184  20.8127263634
    83.5  20.1897554583  20.3985160046  20.6233899547  20.8137025593
    84.0      20.191307  20.3997725128   20.624470291  20.8146787552
    84.5   20.192913625    20.40108255  20.6256032044  20.8157069823
    85.0    20.19452025  20.4023925873  20.6267361178  20.8167352094
    85.5   20.196126875  20.4037026246  20.6278690312  20.8177634365
    86.0     20.1977335  20.4050126619  20.6290019446  20.8187916636
    86.5   20.199340125  20.4063226992   20.630134858  20.8198198907
    87.0    20.20094675  20.4076327364  20.6312677714  20.8208481178
    87.5   20.202553375  20.4089427737  20.6324006848  20.8218763449
    88.0       20.20416   20.410252811  20.6335335982   20.822904572
    88.5   20.205766625  20.4115628483  20.6346665116  20.8239327991
    89.0    20.20737325  20.4128728856   20.635799425  20.8249610262
    89.5   20.208979875  20.4141829228  20.6369323384  20.8259892533
    90.0     20.2105865  20.4154929601  20.6380652518  20.8270174804
    90.5   20.212193125  20.4168029974  20.6391981652  20.8280457075
    91.0    20.21379975  20.4181130347  20.6403310786  20.8290739346
    91.5   20.215406375   20.419423072   20.641463992  20.8301021617
    92.0      20.217013  20.4207331092  20.6425969054  20.8311303888
    92.5   20.218619625  20.4220431465  20.6437298188  20.8321586158
    93.0    20.22022625  20.4233531838  20.6448627322  20.8331868429
    93.5   20.221832875  20.4246632211  20.6459956456    20.83421507
    94.0     20.2234395  20.4259732584   20.647128559  20.8352432971
    94.5   20.225046125  20.4272832956  20.6482614724  20.8362715242
    95.0    20.22665275  20.4285933329  20.6493943858  20.8372997513
    95.5   20.228259375  20.4299033702  20.6505272992  20.8383279784
    96.0      20.229866  20.4312134075  20.6516602126  20.8393562055
    96.5  20.2315317917  20.4325704881  20.6528328705   20.840419862
    97.0  20.2331975833  20.4339275687  20.6540055285  20.8414835184
    97.5   20.234863375  20.4352846493  20.6551781865  20.8425471749
    98.0  20.2365291667  20.4366417299  20.6563508444  20.8436108313
    98.5  20.2381949583  20.4379988105  20.6575235024  20.8446744878
    99.0    20.23986075  20.4393558911  20.6586961603  20.8457381443
    99.5  20.2415265417  20.4407129717  20.6598688183  20.8468018007
   100.0  20.2431923333  20.4420700523  20.6610414762  20.8478654572
   100.5   20.244858125  20.4434271329  20.6622141342  20.8489291136
   101.0  20.2465239167  20.4447842135  20.6633867921  20.8499927701
   101.5  20.2481897083  20.4461412941  20.6645594501  20.8510564266
   102.0     20.2498555  20.4474983747   20.665732108   20.852120083
   102.5  20.2515212917  20.4488554553   20.666904766  20.8531837395
   103.0  20.2531870833  20.4502125359  20.6680774239  20.8542473959
   103.5   20.254852875  20.4515696164  20.6692500819  20.8553110524
   104.0  20.2565186667   20.452926697  20.6704227398  20.8563747089
   104.5  20.2581844583  20.4542837776  20.6715953978  20.8574383653
   105.0    20.25985025  20.4556408582  20.6727680557  20.8585020218
   105.5  20.2615160417  20.4569979388  20.6739407137  20.8595656782
   106.0  20.2631818333  20.4583550194  20.6751133716  20.8606293347
   106.5   20.264847625     20.4597121  20.6762860296  20.8616929912
   107.0  20.2665134167  20.4610691806  20.6774586875  20.8627566476
   107.5  20.2681792083  20.4624262612  20.6786313455  20.8638203041
   108.0      20.269845  20.4637833418  20.6798040034  20.8648839605
   108.5     20.2715745  20.4652043123  20.6810406412  20.8660116495
   109.0      20.273304  20.4666252827  20.6822772789  20.8671393384
   109.5     20.2750335  20.4680462532  20.6835139166  20.8682670274
   110.0      20.276763  20.4694672236  20.6847505544  20.8693947164
   110.5     20.2784925  20.4708881941  20.6859871921  20.8705224053
   111.0      20.280222  20.4723091645  20.6872238298  20.8716500943
   111.5     20.2819515  20.4737301349  20.6884604675  20.8727777832
   112.0      20.283681  20.4751511054  20.6896971053  20.8739054722
   112.5     20.2854105  20.4765720758   20.690933743  20.8750331611
   113.0       20.28714  20.4779930463  20.6921703807  20.8761608501
   113.5     20.2888695  20.4794140167  20.6934070185   20.877288539
   114.0      20.290599  20.4808349872  20.6946436562   20.878416228
   114.5     20.2923285  20.4822559576  20.6958802939   20.879543917
   115.0      20.294058  20.4836769281  20.6971169316  20.8806716059
   115.5     20.2957875  20.4850978985  20.6983535694  20.8817992949
   116.0      20.297517  20.4865188689  20.6995902071  20.8829269838
   116.5     20.2992465  20.4879398394  20.7008268448  20.8840546728
   117.0      20.300976  20.4893608098  20.7020634826  20.8851823617
   117.5     20.3027055  20.4907817803  20.7033001203  20.8863100507
   118.0      20.304435  20.4922027507   20.704536758  20.8874377396
   118.5     20.3061645  20.4936237212  20.7057733957  20.8885654286
   119.0      20.307894  20.4950446916  20.7070100335  20.8896931176
   119.5     20.3096235  20.4964656621  20.7082466712  20.8908208065
   120.0      20.311353  20.4978866325  20.7094833089  20.8919484955
   120.5    20.31315125  20.4993631481  20.7107674976   20.893119033
   121.0     20.3149495  20.5008396637  20.7120516863  20.8942895706
   121.5    20.31674775  20.5023161793   20.713335875  20.8954601082
   122.0      20.318546  20.5037926949  20.7146200637  20.8966306457
   122.5    20.32034425  20.5052692105  20.7159042524  20.8978011833
   123.0     20.3221425   20.506745726  20.7171884411  20.8989717209
   123.5    20.32394075  20.5082222416  20.7184726298  20.9001422584
   124.0      20.325739  20.5096987572  20.7197568185   20.901312796
   124.5    20.32753725  20.5111752728  20.7210410072  20.9024833336
   125.0     20.3293355  20.5126517884  20.7223251959  20.9036538711
   125.5    20.33113375   20.514128304  20.7236093845  20.9048244087
   126.0      20.332932  20.5156048196  20.7248935732  20.9059949463
   126.5    20.33473025  20.5170813352  20.7261777619  20.9071654838
   127.0     20.3365285  20.5185578507  20.7274619506  20.9083360214
   127.5    20.33832675  20.5200343663  20.7287461393   20.909506559
   128.0      20.340125  20.5215108819   20.730030328  20.9106770965
   128.5    20.34192325  20.5229873975  20.7313145167  20.9118476341
   129.0     20.3437215  20.5244639131  20.7325987054  20.9130181717
   129.5    20.34551975  20.5259404287  20.7338828941  20.9141887092
   130.0      20.347318  20.5274169443  20.7351670828  20.9153592468
   130.5    20.34911625  20.5288934599  20.7364512715  20.9165297844
   131.0     20.3509145  20.5303699755  20.7377354602  20.9177003219
   131.5    20.35271275   20.531846491  20.7390196489  20.9188708595
   132.0      20.354511  20.5333230066  20.7403038376   20.920041397
   132.5  20.3563837083  20.5348741462  20.7416627166  20.9212866712
   133.0  20.3582564167  20.5364252858  20.7430215956  20.9225319453
   133.5   20.360129125  20.5379764254  20.7443804747  20.9237772195
   134.0  20.3620018333   20.539527565  20.7457393537  20.9250224936
   134.5  20.3638745417  20.5410787046  20.7470982327  20.9262677677
   135.0    20.36574725  20.5426298442  20.7484571118  20.9275130419
   135.5  20.3676199583  20.5441809838  20.7498159908   20.928758316
   136.0  20.3694926667  20.5457321234  20.7511748698  20.9300035902
   136.5   20.371365375   20.547283263  20.7525337489  20.9312488643
   137.0  20.3732380833  20.5488344026  20.7538926279  20.9324941384
   137.5  20.3751107917  20.5503855423   20.755251507  20.9337394126
   138.0     20.3769835  20.5519366819   20.756610386  20.9349846867
   138.5  20.3788562083  20.5534878215   20.757969265  20.9362299609
   139.0  20.3807289167  20.5550389611  20.7593281441   20.937475235
   139.5   20.382601625  20.5565901007  20.7606870231  20.9387205091
   140.0  20.3844743333  20.5581412403  20.7620459021  20.9399657833
   140.5  20.3863470417  20.5596923799  20.7634047812  20.9412110574
   141.0    20.38821975  20.5612435195  20.7647636602  20.9424563316
