,Unnamed: 0,SN,band,jd,absmag,mag,error,survey,normmag,trel
0,55,PS1-10bjp,g,55422.6,-21.6,23.96,,PS1,3.6700000000000017,-24.0
1,56,PS1-10bjp,g,55425.6,-18.9,24.0,,PS1,3.710000000000001,-21.0
2,57,PS1-10bjp,g,55428.6,-16.2,23.83,,PS1,3.539999999999999,-18.0
3,58,PS1-10bjp,g,55440.5,-5.4,23.64,,PS1,3.3500000000000014,-6.099999999998545
4,59,PS1-10bjp,g,55443.5,-2.7,22.5,0.09,PS1,2.210000000000001,-3.099999999998545
5,60,PS1-10bjp,g,55446.6,0.0,20.29,0.02,PS1,0.0,0.0
6,61,PS1-10bjp,g,55449.5,2.7,20.34,0.03,PS1,0.05000000000000071,2.900000000001455
7,62,PS1-10bjp,g,55452.4,5.3,20.72,0.02,PS1,0.4299999999999997,5.80000000000291
8,63,PS1-10bjp,g,55458.3,10.6,21.41,0.19,PS1,1.120000000000001,11.700000000004366
9,64,PS1-10bjp,g,55467.4,18.8,22.48,0.31,PS1,2.1900000000000013,20.80000000000291
10,65,PS1-10bjp,g,55476.5,26.9,24.15,,PS1,3.8599999999999994,29.900000000001455
11,66,PS1-10bjp,g,55479.3,29.4,23.46,,PS1,3.1700000000000017,32.700000000004366
12,67,PS1-10bjp,g,55482.3,32.1,23.41,,PS1,3.120000000000001,35.700000000004366
13,68,PS1-10bjp,g,55485.3,34.8,22.95,,PS1,2.66,38.700000000004366
14,69,PS1-10bjp,g,55500.3,48.3,24.15,,PS1,3.8599999999999994,53.700000000004366
15,70,PS1-10bjp,g,55503.3,51.0,23.9,,PS1,3.6099999999999994,56.700000000004366
16,71,PS1-10bjp,r,55422.6,-21.5,23.82,,PS1,3.370000000000001,-26.900000000001455
17,72,PS1-10bjp,r,55425.6,-18.9,23.98,,PS1,3.530000000000001,-23.900000000001455
18,73,PS1-10bjp,r,55440.5,-5.4,23.83,,PS1,3.379999999999999,-9.0
19,74,PS1-10bjp,r,55443.5,-2.7,22.92,0.12,PS1,2.4700000000000024,-6.0
20,75,PS1-10bjp,r,55446.6,0.0,20.55,0.02,PS1,0.10000000000000142,-2.900000000001455
21,76,PS1-10bjp,r,55449.5,2.7,20.45,0.03,PS1,0.0,0.0
22,77,PS1-10bjp,r,55452.4,5.3,20.8,0.02,PS1,0.3500000000000014,2.900000000001455
23,78,PS1-10bjp,r,55467.4,18.8,22.43,0.15,PS1,1.9800000000000004,17.900000000001455
24,79,PS1-10bjp,r,55476.5,26.9,23.98,,PS1,3.530000000000001,27.0
25,80,PS1-10bjp,r,55479.3,29.4,23.44,,PS1,2.990000000000002,29.80000000000291
26,81,PS1-10bjp,r,55482.3,32.1,23.31,,PS1,2.8599999999999994,32.80000000000291
27,82,PS1-10bjp,r,55485.3,34.8,23.14,,PS1,2.6900000000000013,35.80000000000291
28,83,PS1-10bjp,r,55500.3,48.3,24.01,,PS1,3.5600000000000023,50.80000000000291
29,84,PS1-10bjp,i,55426.6,-18.0,23.87,,PS1,3.41,-20.900000000001455
30,85,PS1-10bjp,i,55438.6,-7.2,23.67,,PS1,3.210000000000001,-8.900000000001455
31,86,PS1-10bjp,i,55441.5,-4.5,24.31,,PS1,3.849999999999998,-6.0
32,87,PS1-10bjp,i,55444.5,-1.9,21.62,0.04,PS1,1.1600000000000001,-3.0
33,88,PS1-10bjp,i,55447.5,0.9,20.46,0.01,PS1,0.0,0.0
34,89,PS1-10bjp,i,55453.5,6.2,20.9,0.02,PS1,0.4399999999999977,6.0
35,90,PS1-10bjp,i,55456.5,8.9,21.1,0.03,PS1,0.6400000000000006,9.0
36,91,PS1-10bjp,i,55465.5,17.0,21.59,0.1,PS1,1.129999999999999,18.0
37,92,PS1-10bjp,i,55468.4,19.6,21.79,0.17,PS1,1.3299999999999983,20.900000000001455
38,93,PS1-10bjp,i,55477.3,27.6,22.84,0.11,PS1,2.379999999999999,29.80000000000291
39,94,PS1-10bjp,i,55480.4,30.4,23.12,0.2,PS1,2.66,32.900000000001455
40,95,PS1-10bjp,i,55483.3,33.0,23.68,0.25,PS1,3.219999999999999,35.80000000000291
41,96,PS1-10bjp,i,55498.3,46.5,24.15,,PS1,3.6899999999999977,50.80000000000291
42,97,PS1-10bjp,i,55504.4,52.0,23.73,,PS1,3.2699999999999996,56.900000000001455
43,98,PS1-10bjp,z,55424.6,-19.7,23.58,,PS1,2.8299999999999983,-23.900000000001455
44,99,PS1-10bjp,z,55439.5,-6.3,23.68,,PS1,2.9299999999999997,-9.0
45,100,PS1-10bjp,z,55442.6,-3.6,23.44,,PS1,2.6900000000000013,-5.900000000001455
46,101,PS1-10bjp,z,55445.5,-0.9,21.13,0.05,PS1,0.379999999999999,-3.0
47,102,PS1-10bjp,z,55448.5,1.7,20.75,0.03,PS1,0.0,0.0
48,103,PS1-10bjp,z,55451.5,4.5,20.82,0.06,PS1,0.07000000000000028,3.0
49,104,PS1-10bjp,z,55457.3,9.7,21.26,0.07,PS1,0.5100000000000016,8.80000000000291
50,105,PS1-10bjp,z,55466.4,17.8,21.88,0.08,PS1,1.129999999999999,17.900000000001455
51,106,PS1-10bjp,z,55484.2,33.9,22.48,0.15,PS1,1.7300000000000004,35.69999999999709
52,107,PS1-10bjp,z,55475.3,25.8,22.76,,PS1,2.0100000000000016,26.80000000000291
53,108,PS1-10bjp,z,55478.3,28.5,22.94,,PS1,2.1900000000000013,29.80000000000291
54,109,PS1-10bjp,z,55481.3,31.2,22.76,,PS1,2.0100000000000016,32.80000000000291
55,110,PS1-10bjp,z,55487.3,36.6,22.55,,PS1,1.8000000000000007,38.80000000000291
56,111,PS1-10bjp,z,55499.3,47.4,23.16,,PS1,2.41,50.80000000000291
57,112,PS1-10bjp,z,55502.3,50.1,23.66,,PS1,2.91,53.80000000000291
58,113,PS1-10bjp,z,55508.3,55.4,23.1,,PS1,2.3500000000000014,59.80000000000291
