time-rel	g	r	i
190.5	15.995721874999996	15.735708173076922	15.67266610576923
191.0	15.996581249999997	15.73631314102564	15.673220993589743
191.5	15.997440624999996	15.736918108974358	15.673775881410254
192.0	15.998299999999997	15.737523076923075	15.674330769230767
192.5	15.999159374999996	15.738128044871793	15.67488565705128
193.0	16.000018749999995	15.73873301282051	15.675440544871794
193.5	16.000878124999996	15.73933798076923	15.675995432692305
194.0	16.001737499999997	15.739942948717948	15.676550320512819
194.5	16.002596875	15.740547916666666	15.677105208333332
195.0	16.003456249999996	15.741152884615383	15.677660096153845
195.5	16.004315624999997	15.7417578525641	15.678214983974357
196.0	16.005174999999998	15.742362820512819	15.67876987179487
196.5	16.006034375	15.742967788461536	15.679324759615383
197.0	16.006893749999996	15.743572756410256	15.679879647435897
197.5	16.007753124999997	15.744177724358973	15.680434535256408
198.0	16.008612499999998	15.744782692307691	15.680989423076921
198.5	16.009471874999996	15.745387660256409	15.681544310897435
199.0	16.010331249999997	15.745992628205126	15.682099198717948
199.5	16.011190624999998	15.746597596153844	15.68265408653846
200.0	16.01205	15.747202564102563	15.683208974358973
200.5	16.012909374999996	15.747807532051281	15.683763862179486
201.0	16.013768749999997	15.748412499999999	15.68431875
201.5	16.014628124999998	15.749017467948716	15.68487363782051
202.0	16.0154875	15.749622435897434	15.685428525641024
202.5	16.016346874999996	15.750227403846152	15.685983413461537
203.0	16.017206249999997	15.750832371794871	15.68653830128205
203.5	16.018065625	15.751437339743589	15.687093189102562
204.0	16.018925	15.752042307692307	15.687648076923075
204.5	16.019784374999997	15.752647275641024	15.688202964743589
205.0	16.020643749999998	15.753252243589742	15.688757852564102
205.5	16.021503125	15.75385721153846	15.689312740384613
206.0	16.022362499999996	15.754462179487177	15.689867628205127
206.5	16.023221874999997	15.755067147435897	15.69042251602564
207.0	16.02408125	15.755672115384614	15.690977403846153
207.5	16.024940625	15.756277083333332	15.691532291666665
208.0	16.025799999999997	15.75688205128205	15.692087179487178
208.5	16.026659374999998	15.757487019230767	15.692642067307691
209.0	16.02751875	15.758091987179485	15.693196955128204
209.5	16.028378125	15.758696955128205	15.693751842948716
210.0	16.029237499999997	15.759301923076922	15.69430673076923
210.5	16.030096874999998	15.75990689102564	15.694861618589742
211.0	16.03095625	15.760511858974358	15.695416506410256
211.5	16.031815625	15.761116826923075	15.695971394230767
212.0	16.032674999999998	15.761721794871793	15.69652628205128
212.5	16.033534375	15.76232676282051	15.697081169871794
213.0	16.03439375	15.76293173076923	15.697636057692307
213.5	16.035253125	15.763536698717948	15.698190945512819
214.0	16.036112499999998	15.764141666666665	15.698745833333332
214.5	16.036971875	15.764746634615383	15.699300721153845
215.0	16.03783125	15.7653516025641	15.699855608974358
215.5	16.03854900990099	15.765697937293728	15.700577475247522
216.0	16.039254455445544	15.766021782178218	15.701313861386136
216.5	16.039959900990098	15.766345627062705	15.70205024752475
217.0	16.040665346534652	15.766669471947193	15.702786633663363
217.5	16.041370792079206	15.766993316831682	15.703523019801978
218.0	16.04207623762376	15.76731716171617	15.704259405940592
218.5	16.042781683168315	15.767641006600659	15.704995792079204
219.0	16.04348712871287	15.767964851485146	15.705732178217819
219.5	16.044192574257423	15.768288696369636	15.706468564356433
220.0	16.044898019801977	15.768612541254123	15.707204950495047
220.5	16.04560346534653	15.768936386138613	15.70794133663366
221.0	16.046308910891085	15.7692602310231	15.708677722772274
221.5	16.04701435643564	15.76958407590759	15.709414108910888
222.0	16.047719801980193	15.769907920792077	15.7101504950495
222.5	16.048425247524747	15.770231765676566	15.710886881188115
223.0	16.049130693069305	15.770555610561054	15.711623267326729
223.5	16.04983613861386	15.770879455445543	15.712359653465342
224.0	16.050541584158413	15.771203300330031	15.713096039603956
224.5	16.051247029702967	15.77152714521452	15.71383242574257
225.0	16.05195247524752	15.771850990099008	15.714568811881183
225.5	16.052657920792075	15.772174834983497	15.715305198019797
226.0	16.05336336633663	15.772498679867985	15.716041584158411
226.5	16.054068811881184	15.772822524752472	15.716777970297024
227.0	16.054774257425738	15.773146369636962	15.717514356435638
227.5	16.055479702970292	15.77347021452145	15.718250742574252
