time-rel	g	r	i
1453.0	17.264824917491758	16.45706419141915	16.40320775577559
1453.5	17.265631435643574	16.45771806930694	16.404270049504962
1454.0	17.26643795379539	16.458371947194728	16.405332343234335
1454.5	17.267244471947205	16.459025825082517	16.40639463696371
1455.0	17.26805099009902	16.459679702970305	16.407456930693083
1455.5	17.268857508250836	16.460333580858094	16.408519224422456
1456.0	17.26966402640265	16.460987458745883	16.40958151815183
1456.5	17.270470544554467	16.461641336633672	16.4106438118812
1457.0	17.271277062706282	16.46229521452146	16.411706105610577
1457.5	17.272083580858098	16.46294909240925	16.41276839933995
1458.0	17.272890099009913	16.46360297029704	16.413830693069322
1458.5	17.27369661716173	16.464256848184828	16.414892986798694
1459.0	17.274503135313545	16.464910726072617	16.415955280528067
1459.5	17.27530965346536	16.465564603960406	16.417017574257443
1460.0	17.276221105527654	16.46609011725294	16.4178649916248
1460.5	17.277191582914586	16.466543425460642	16.418591541038538
1461.0	17.278162060301522	16.46699673366835	16.419318090452272
1461.5	17.279132537688454	16.467450041876056	16.420044639866006
1462.0	17.28010301507539	16.46790335008376	16.42077118927974
1462.5	17.281073492462323	16.468356658291466	16.421497738693475
1463.0	17.28204396984926	16.46880996649917	16.422224288107213
1463.5	17.283014447236194	16.469263274706876	16.422950837520947
1464.0	17.283984924623127	16.46971658291458	16.42367738693468
1464.5	17.284955402010063	16.470169891122286	16.424403936348416
1465.0	17.285925879396995	16.47062319932999	16.425130485762153
1465.5	17.28689635678393	16.471076507537695	16.425857035175888
1466.0	17.287866834170863	16.4715298157454	16.426583584589622
1466.5	17.2888373115578	16.471983123953105	16.427310134003356
1467.0	17.28980778894473	16.47243643216081	16.42803668341709
1467.5	17.290778266331667	16.472889740368515	16.42876323283083
1468.0	17.291748743718603	16.47334304857622	16.429489782244563
1468.5	17.292719221105536	16.473796356783925	16.430216331658297
1469.0	17.29368969849247	16.47424966499163	16.43094288107203
1469.5	17.294660175879404	16.474702973199335	16.43166943048577
1470.0	17.29563065326634	16.47515628140704	16.432395979899503
1470.5	17.296601130653272	16.475609589614745	16.433122529313238
1471.0	17.297571608040208	16.476062897822448	16.433849078726972
1471.5	17.298542085427144	16.476516206030155	16.434575628140706
1472.0	17.299512562814076	16.476969514237858	16.435302177554444
1472.5	17.300483040201012	16.477422822445565	16.43602872696818
1473.0	17.301453517587944	16.477876130653268	16.436755276381913
1473.5	17.30242399497488	16.478329438860975	16.437481825795647
1474.0	17.303394472361813	16.47878274706868	16.438208375209385
1474.5	17.30436494974875	16.479236055276385	16.43893492462312
1475.0	17.30533542713568	16.47968936348409	16.439661474036853
1475.5	17.306305904522617	16.480142671691794	16.440388023450588
1476.0	17.307276381909553	16.4805959798995	16.441114572864322
1476.5	17.308246859296485	16.481049288107204	16.44184112227806
1477.0	17.30921733668342	16.48150259631491	16.442567671691794
1477.5	17.310187814070353	16.481955904522614	16.44329422110553
1478.0	17.31115829145729	16.48240921273032	16.444020770519263
1478.5	17.31212876884422	16.482862520938024	16.444747319933
1479.0	17.313099246231157	16.48331582914573	16.445473869346735
1479.5	17.314069723618093	16.483769137353434	16.44620041876047
1480.0	17.315040201005026	16.48422244556114	16.446926968174203
1480.5	17.31601067839196	16.484675753768844	16.447653517587938
1481.0	17.316981155778894	16.48512906197655	16.448380067001676
1481.5	17.31795163316583	16.485582370184254	16.44910661641541
1482.0	17.318922110552762	16.48603567839196	16.449833165829144
1482.5	17.319892587939698	16.486488986599664	16.45055971524288
1483.0	17.32086306532663	16.48694229480737	16.451286264656616
1483.5	17.321833542713566	16.487395603015074	16.45201281407035
1484.0	17.322804020100502	16.48784891122278	16.452739363484085
1484.5	17.323774497487435	16.488302219430484	16.45346591289782
1485.0	17.32474497487437	16.48875552763819	16.454192462311553
1485.5	17.325715452261303	16.489208835845893	16.45491901172529
1486.0	17.32668592964824	16.4896621440536	16.455645561139026
1486.5	17.32765640703517	16.490115452261307	16.45637211055276
1487.0	17.328626884422107	16.49056876046901	16.457098659966494
1487.5	17.329597361809043	16.491022068676717	16.45782520938023
1488.0	17.330567839195975	16.49147537688442	16.458551758793966
1488.5	17.33153831658291	16.491928685092127	16.4592783082077
1489.0	17.332508793969843	16.49238199329983	16.460004857621435
1489.5	17.33347927135678	16.492835301507537	16.46073140703517
1490.0	17.33444974874371	16.49328860971524	16.461457956448907
1490.5	17.335420226130648	16.493741917922947	16.46218450586264
1491.0	17.33639070351758	16.49419522613065	16.462911055276376
1491.5	17.337361180904516	16.494648534338356	16.46363760469011
1492.0	17.33833165829145	16.49510184254606	16.464364154103844
1492.5	17.339302135678384	16.495555150753766	16.465090703517582
1493.0	17.34027261306532	16.49600845896147	16.465817252931316
1493.5	17.341243090452252	16.496461767169176	16.46654380234505
1494.0	17.342213567839188	16.49691507537688	16.467270351758785
1494.5	17.34318404522612	16.497368383584586	16.467996901172523
1495.0	17.344154522613056	16.49782169179229	16.468723450586257
1495.5	17.345124999999992	16.498274999999996	16.46944999999999
1496.0	17.346095477386925	16.4987283082077	16.470176549413726
1496.5	17.34706595477386	16.499181616415406	16.47090309882746
1497.0	17.348036432160793	16.49963492462311	16.471629648241198
1497.5	17.34900690954773	16.500088232830816	16.472356197654932
1498.0	17.34997738693466	16.50054154103852	16.473082747068666
1498.5	17.350947864321597	16.500994849246226	16.4738092964824
1499.0	17.35191834170853	16.50144815745393	16.47453584589614
1499.5	17.352888819095465	16.501901465661636	16.475262395309873
1500.0	17.3538592964824	16.502354773869342	16.475988944723607
1500.5	17.354829773869334	16.502808082077046	16.47671549413734
1501.0	17.35580025125627	16.503261390284752	16.477442043551076
1501.5	17.356770728643202	16.503714698492455	16.478168592964813
1502.0	17.357741206030138	16.504168006700162	16.478895142378548
1502.5	17.35871168341707	16.504621314907865	16.479621691792282
1503.0	17.359682160804006	16.505074623115572	16.480348241206016
1503.5	17.360652638190942	16.505527931323275	16.481074790619754
1504.0	17.361623115577874	16.505981239530982	16.48180134003349
1504.5	17.36259359296481	16.506434547738685	16.482527889447223
1505.0	17.363564070351742	16.506887855946392	16.483254438860957
1505.5	17.36453454773868	16.507341164154095	16.48398098827469
1506.0	17.36550502512561	16.5077944723618	16.48470753768843
1506.5	17.366475502512547	16.508247780569505	16.485434087102163
1507.0	17.36744597989948	16.50870108877721	16.486160636515898
1507.5	17.368632652274428	16.50935067463373	16.48706343484961
1508.0	17.37140475456176	16.51143962991515	16.489258725263387
1508.5	17.374176856849086	16.513528585196568	16.49145401567716
1509.0	17.376948959136417	16.515617540477987	16.493649306090937
1509.5	17.379721061423748	16.517706495759406	16.49584459650471
1510.0	17.38249316371108	16.519795451040824	16.498039886918487
1510.5	17.385265265998406	16.521884406322243	16.50023517733226
1511.0	17.388037368285737	16.523973361603662	16.502430467746038
1511.5	17.390809470573068	16.52606231688508	16.504625758159815
1512.0	17.393581572860395	16.5281512721665	16.50682104857359
1512.5	17.396353675147726	16.53024022744792	16.509016338987365
1513.0	17.399125777435057	16.532329182729338	16.51121162940114
1513.5	17.401897879722387	16.534418138010757	16.513406919814916
1514.0	17.404669982009715	16.536507093292172	16.515602210228693
1514.5	17.407442084297045	16.53859604857359	16.517797500642466
1515.0	17.410214186584376	16.54068500385501	16.519992791056243
1515.5	17.412986288871707	16.54277395913643	16.522188081470016
1516.0	17.415758391159034	16.54486291441785	16.524383371883793
1516.5	17.418530493446365	16.546951869699267	16.526578662297567
1517.0	17.421302595733696	16.549040824980686	16.528773952711344
1517.5	17.424074698021027	16.551129780262105	16.53096924312512
1518.0	17.426846800308354	16.553218735543524	16.533164533538894
1518.5	17.429618902595685	16.555307690824943	16.53535982395267
1519.0	17.432391004883016	16.557396646106362	16.537555114366445
1519.5	17.435163107170343	16.55948560138778	16.53975040478022
1520.0	17.437935209457674	16.5615745566692	16.541945695194
1520.5	17.440707311745005	16.56366351195062	16.544140985607772
1521.0	17.443479414032335	16.565752467232038	16.54633627602155
1521.5	17.446251516319663	16.567841422513457	16.548531566435322
1522.0	17.449023618606994	16.569930377794876	16.5507268568491
1522.5	17.451795720894324	16.572019333076295	16.552922147262873
1523.0	17.454567823181655	16.574108288357714	16.55511743767665
1523.5	17.457339925468982	16.57619724363913	16.557312728090427
1524.0	17.460112027756313	16.578286198920548	16.5595080185042
1524.5	17.462884130043644	16.580375154201967	16.561703308917977
1525.0	17.465656232330975	16.582464109483386	16.56389859933175
1525.5	17.468428334618302	16.584553064764805	16.566093889745527
1526.0	17.471200436905633	16.586642020046224	16.568289180159304
1526.5	17.473972539192964	16.588730975327643	16.570484470573078
1527.0	17.47674464148029	16.59081993060906	16.572679760986855
1527.5	17.479516743767622	16.59290888589048	16.574875051400628
1528.0	17.482288846054953	16.5949978411719	16.577070341814405
1528.5	17.485060948342284	16.59708679645332	16.57926563222818
1529.0	17.48783305062961	16.599175751734737	16.581460922641956
1529.5	17.49060515291694	16.601264707016156	16.583656213055733
1530.0	17.493377255204273	16.603353662297575	16.585851503469506
1530.5	17.496149357491603	16.605442617578994	16.588046793883283
1531.0	17.49892145977893	16.607531572860413	16.590242084297056
1531.5	17.50169356206626	16.609620528141832	16.592437374710833
1532.0	17.504465664353592	16.61170948342325	16.59463266512461
1532.5	17.507237766640923	16.61379843870467	16.596827955538384
1533.0	17.51000986892825	16.615887393986085	16.59902324595216
1533.5	17.51278197121558	16.617976349267504	16.601218536365934
1534.0	17.515554073502912	16.620065304548923	16.60341382677971
1534.5	17.51832617579024	16.622154259830342	16.605609117193485
1535.0	17.52109827807757	16.62424321511176	16.60780440760726
1535.5	17.5238703803649	16.62633217039318	16.60999969802104
1536.0	17.526642482652232	16.6284211256746	16.612194988434812
1536.5	17.52941458493956	16.630510080956018	16.61439027884859
1537.0	17.53218668722689	16.632599036237437	16.616585569262362
1537.5	17.53495878951422	16.634687991518856	16.61878085967614
1538.0	17.53773089180155	16.636776946800275	16.620976150089916
