time-rel	g	r	i
0.0	14.1354	14.1243	14.209
0.5	14.136187859560069	14.124675423011844	14.2093711928934
1.0	14.136975719120136	14.125050846023688	14.209742385786802
1.5	14.137763578680204	14.125426269035533	14.210113578680202
2.0	14.13855143824027	14.125801692047377	14.210484771573604
2.5	14.139339297800339	14.126177115059221	14.210855964467004
3.0	14.140127157360405	14.126552538071065	14.211227157360405
3.5	14.140915016920474	14.12692796108291	14.211598350253807
4.0	14.141702876480542	14.127303384094754	14.211969543147207
4.5	14.142490736040608	14.127678807106598	14.212340736040609
5.0	14.143278595600677	14.128054230118442	14.21271192893401
5.5	14.144066455160743	14.128429653130286	14.21308312182741
6.0	14.144854314720812	14.12880507614213	14.213454314720812
6.5	14.145642174280878	14.129180499153975	14.213825507614212
7.0	14.146430033840947	14.12955592216582	14.214196700507614
7.5	14.147217893401015	14.129931345177663	14.214567893401014
8.0	14.148005752961081	14.13030676818951	14.214939086294414
8.5	14.14879361252115	14.130682191201354	14.215310279187817
9.0	14.149581472081216	14.131057614213198	14.215681472081217
9.5	14.150369331641285	14.131433037225042	14.216052664974619
10.0	14.151157191201351	14.131808460236886	14.216423857868019
10.5	14.15194505076142	14.13218388324873	14.21679505076142
11.0	14.152732910321488	14.132559306260575	14.217166243654821
11.5	14.153520769881554	14.132934729272419	14.217537436548222
12.0	14.154308629441623	14.133310152284263	14.217908629441624
12.5	14.15509648900169	14.133685575296107	14.218279822335024
13.0	14.155884348561758	14.134060998307952	14.218651015228424
13.5	14.156672208121824	14.134436421319796	14.219022208121826
14.0	14.157460067681892	14.13481184433164	14.219393401015227
14.5	14.15824792724196	14.135187267343484	14.219764593908627
15.0	14.159035786802027	14.135562690355329	14.220135786802029
15.5	14.159823646362096	14.135938113367173	14.220506979695429
16.0	14.160611505922162	14.136313536379017	14.220878172588831
16.5	14.16139936548223	14.136688959390861	14.221249365482231
17.0	14.162187225042297	14.137064382402706	14.221620558375632
17.5	14.162975084602365	14.13743980541455	14.221991751269034
18.0	14.163762944162434	14.137815228426394	14.222362944162434
18.5	14.1645508037225	14.138190651438238	14.222734137055836
19.0	14.165338663282569	14.138566074450083	14.223105329949236
19.5	14.166126522842635	14.138941497461927	14.223476522842637
20.0	14.166914382402704	14.139316920473771	14.223847715736039
20.5	14.16770224196277	14.139692343485615	14.224218908629439
21.0	14.168490101522838	14.14006776649746	14.22459010152284
21.5	14.169277961082907	14.140443189509304	14.224961294416241
22.0	14.170065820642973	14.140818612521148	14.225332487309641
22.5	14.170853680203042	14.141194035532992	14.225703680203043
23.0	14.171641539763108	14.141569458544836	14.226074873096444
23.5	14.172429399323176	14.141944881556682	14.226446065989846
24.0	14.173217258883243	14.142320304568527	14.226817258883246
24.5	14.174005118443311	14.14269572758037	14.227188451776646
25.0	14.17479297800338	14.143071150592215	14.227559644670048
25.5	14.175580837563446	14.14344657360406	14.227930837563449
26.0	14.176368697123515	14.143821996615904	14.22830203045685
26.5	14.177156556683581	14.144197419627748	14.22867322335025
27.0	14.17794441624365	14.144572842639592	14.229044416243651
27.5	14.178732275803716	14.144948265651436	14.229415609137053
28.0	14.179520135363784	14.14532368866328	14.229786802030453
28.5	14.180307994923853	14.145699111675125	14.230157994923855
29.0	14.18109585448392	14.146074534686969	14.230529187817256
29.5	14.181883714043988	14.146449957698813	14.230900380710656
30.0	14.182671573604054	14.146825380710657	14.231271573604058
30.5	14.183459433164122	14.147200803722502	14.231642766497458
31.0	14.184247292724189	14.147576226734346	14.23201395939086
31.5	14.185035152284257	14.14795164974619	14.23238515228426
