#Days 	 2Msun MS 	 6Msun MS 	 1Msun RG
0.05	3.26349283762	3.94733340519	8.72339858498 
0.15	3.35479411003	4.34768310655	10.6787050387 
0.25	3.43839688194	4.93524607033	14.0654489067 
0.35	3.60393991093	5.85093909859	19.0181247865 
0.45	4.09926655266	7.45241350364	26.3662961985 
0.55	5.20789734828	9.80729124327	36.3930581461 
0.65	6.76416711599	12.0331912072	45.3517538564 
0.75	7.93879601126	12.8183506992	48.3620589763 
0.85	8.40164098669	12.3953674822	47.6831364985 
0.95	8.05494588077	11.5065119082	44.993655126 
1.05	6.95498119407	10.5056935052	40.2560373749 
1.15	5.68810124636	9.60931178585	35.0108770342 
1.25	4.67370332946	8.88759891691	30.7035562281 
1.35	3.8618475273	8.02863672798	26.7065800048 
1.45	3.28242765424	7.10635886992	23.1954013658 
1.55	2.92034832554	6.28929747894	20.3532826433 
1.65	2.76458836511	5.7085172146	18.545587583 
1.75	2.71931824864	5.29898553366	17.5599410124 
1.85	2.51904150469	4.66627362216	15.8854841942 
1.95	2.21761909738	3.92090696908	13.785220464 
2.05	1.96349852357	3.34817688272	12.1296899453 
2.15	1.7595966053	2.91172613976	10.5969217651 
2.25	1.62610210432	2.61433255355	9.08101578044 
2.35	1.529589188	2.41640354766	7.67910656552 
2.45	1.46768204381	2.25560861119	6.50779931116 
2.55	1.45253737132	2.10521505338	5.5907376121 
2.65	1.43349169137	1.90706005318	4.78500131142 
2.75	1.36978178323	1.63794666785	4.03020480718 
2.85	1.26551956323	1.35932116661	3.38545270908 
2.95	1.15358078744	1.15465056149	2.90331321834 
3.05	1.06339161186	1.05208704043	2.5760794687 
3.15	1.00461248159	1.03509585844	2.40000529555 
3.25	0.974422374259	1.06097569716	2.35538208627 
3.35	0.967546597549	1.08335116702	2.35670065053 
3.45	0.971566462976	1.08063047683	2.32469897712 
3.55	0.978154783389	1.05008971427	2.22675612676 
3.65	0.995857268108	1.01052316717	2.08145190207 
3.75	1.0313040096	0.998781676743	1.94691326169 
3.85	1.09351393216	1.04920523302	1.87570644054 
3.95	1.18898466987	1.16314812898	1.88801958753 
4.05	1.31075234296	1.30653173002	1.9787064502 
4.15	1.42370505142	1.42850386026	2.09223381542 
4.25	1.46195550806	1.4768283179	2.12745279421 
4.35	1.4107023011	1.45293155994	2.07559352763 
4.45	1.31753788993	1.38722423334	2.04198648129 
4.55	1.22672737229	1.29999872725	2.08888710351 
4.65	1.15694015898	1.20767752275	2.20840673414 
4.75	1.11191808978	1.12237585408	2.3484820945 
4.85	1.08861875953	1.07356215419	2.44818059873 
4.95	1.06464236405	1.06423582924	2.45500303271 
5.05	1.02765916053	1.08159965426	2.34753518345 
5.15	0.997633834627	1.11896460072	2.14608700192 
5.25	0.98379779653	1.14565598002	1.9009647959 
5.35	0.969766944801	1.1266412493	1.66572675209 
5.45	0.947095785595	1.06443876664	1.47787068617 
5.55	0.924397436897	1.00078375935	1.37012239207 
5.65	0.910736605824	0.967091299806	1.34562038094 
5.75	0.909477963612	0.968705751617	1.38439739174 
5.85	0.921119740581	0.994968281377	1.47449343655 
5.95	0.950987500826	1.03839640092	1.58648167767 
6.05	0.998245245313	1.0898470743	1.66704067254 
6.15	1.04129662996	1.12882640837	1.6823185995 
6.25	1.05141543031	1.13876790733	1.6341964339 
6.35	1.03198135907	1.13196179643	1.57171565758 
6.45	0.998373444957	1.11835717157	1.51280959446 
6.55	0.946918326451	1.08076100109	1.4418384646 
6.65	0.884779092606	1.01600378699	1.36503726726 
6.75	0.830597009431	0.94375375824	1.29360208889 
6.85	0.798780215688	0.883770154811	1.22510918087 
6.95	0.798478046326	0.85090052011	1.15633163944 
7.05	0.820584521363	0.842579963482	1.09885640558 
7.15	0.850126292228	0.849155684086	1.08059653794 
7.25	0.898904515607	0.886309534112	1.11933197409 
7.35	0.970380064607	0.954878282872	1.19537263577 
7.45	1.03690600377	1.02350299723	1.27051667889 
7.55	1.07212474953	1.05424894027	1.29700037966 
7.65	1.0653522956	1.04334814596	1.25483347988 
7.75	1.0282494711	1.01582705818	1.15539386817 
7.85	0.979056882941	0.986044832183	1.02690907305 
7.95	0.927272529061	0.963773404315	0.921581783334 
8.05	0.890176442221	0.967380524455	0.893672553336 
8.15	0.883403106099	1.00581456788	0.950792305734 
8.25	0.902417400292	1.05737469942	1.05681826578 
8.35	0.932532457184	1.0912517625	1.153458537 
8.45	0.96601164145	1.09020522015	1.20066834993 
8.55	0.996795660823	1.05601043055	1.20849435055 
8.65	1.01398804976	1.00613230607	1.19764133196 
8.75	1.0023608691	0.954013340722	1.1737235424 
8.85	0.965594474539	0.910726615623	1.13906277773 
8.95	0.926612448963	0.891372991194	1.10033039634 
9.05	0.90199730422	0.901422466822	1.0540323005 
9.15	0.902419500329	0.935722600389	1.01003829526 
9.25	0.922332089337	0.97594961642	0.987548820521 
9.35	0.956352823131	1.00230677118	1.00093274397 
9.45	0.99131492393	1.01441470974	1.03695753065 
9.55	1.00728973449	1.02002108455	1.0573579078 
9.65	1.00295659881	1.01082466364	1.03743538783 
9.75	0.996824208532	0.982362374211	0.996213976999 
9.85	0.994765930996	0.94177234425	0.965693998478 
9.95	0.991114385265	0.894587303698	0.952500409789 
