#Combined snIa Template with 6ms Kasen Models
#Days 	 g-band MS 	 r-band MS 	 i-band
22.2159491194	6.37290304752	25.8979399431	29.3498958999 
23.5075342466	5.9127955279	24.63026645	28.91328887 
24.5838551859	5.4240086102	23.7776759238	28.3772136719 
26.3059686888	4.84884609361	22.3938505779	27.438501646 
27.8128180039	4.33121107551	21.0997672202	26.4382215954 
29.9654598826	3.78467172287	19.0965750369	25.0460771446 
31.6875733855	3.29571610284	17.4446776706	24.0161373939 
33.8402152642	2.7491767502	15.6620118208	22.0605312127 
36.2081213307	2.17384553127	13.4652204787	20.1416104771 
38.1454990215	1.79977620586	11.8832289349	18.8391331436 
40.7286692759	1.45427381028	10.2776412262	17.1916308682 
42.8813111546	1.16635514731	8.82005625793	15.9042061799 
45.464481409	0.935795280469	7.16822914305	14.3006713759 
49.7697651663	0.676049908536	5.08294580208	11.7461016569 
53.2139921722	0.560207633979	4.0432239384	10.3358953269 
56.6582191781	0.559307888157	3.28825870544	9.11856239774 
58.8108610568	0.507431918118	2.90193512909	8.34732213632 
62.6856164384	0.469836105112	2.38295089107	7.02341379035 
66.1298434442	0.441891058411	2.04503355403	5.97885014817 
70.0045988258	0.42651102827	1.79057277144	5.30066215963 
73.8793542074	0.454622765758	1.59859337223	4.7181424656 
77.9693737769	0.438798182149	1.48558813333	4.17757718009 
83.1357142857	0.437448563416	1.29872399368	3.54251968862 
89.3783757339	0.40708214193	1.3631838081	3.17159004261 
95.4057729941	0.348036322374	1.21201063116	2.69427872946 
102.724755382	0.346124362503	1.19936333966	2.25053497341 
111.98111546	0.343706295607	1.19936333966	2.04262886581 
117.577984344	0.284772944278	1.19936333966	1.99670388437 
