#Combined snIa Template with 2ms Kasen Models
#Days 	 g-band MS 	 r-band MS 	 i-band
7.6	6.51545665601	16.1704700131	17.1160691335 
7.69324853229	6.54723049875	16.3303039248	17.2390610332 
7.7	6.54953101832	16.3418763696	17.2479660081 
7.8	6.59866161808	16.4752121676	17.3953722583 
7.9	6.65898534263	16.5867135681	17.5680872007 
8.0	6.71669450657	16.6984090083	17.7472311656 
8.1	6.76080445433	16.8338374262	17.9420050763 
8.2	6.79305465927	17.0118123271	18.1364356734 
8.3	6.81763084854	17.2295501471	18.3092394291 
8.4	6.83449986971	17.4665749081	18.4600056061 
8.5	6.84444623675	17.7119259344	18.608793544 
8.6	6.84760246734	17.9657667679	18.7619962069 
8.7	6.84329729672	18.2321876525	18.9134502451 
9.20009784736	7.04344094932	19.0939630754	19.6908365794 
10.7069471624	7.41661052891	21.0350881118	21.9827811818 
12.2137964775	7.6173663154	22.889741066	24.1411379655 
14.581702544	7.73169026888	25.1944419029	26.5928859748 
15.8732876712	7.64514596765	25.9975730183	27.8180836347 
17.3801369863	7.50107416793	26.7075701037	28.9435809699 
18.4564579256	7.29964357207	26.7075701037	29.350593967 
19.9633072407	6.92568671489	26.6812856916	29.6373682726 
21.2548923679	6.46557919526	26.3283538667	29.6373682726 
22.1159491194	6.1205266726	26.0444445795	29.4611485235 
23.4075342466	5.66041915297	24.7767710864	29.0245414936 
24.4838551859	5.17163223528	23.9241805602	28.4884662955 
26.2059686888	4.59646971869	22.5403552143	27.5497542695 
27.7128180039	4.07883470058	21.2462718567	26.549474219 
29.8654598826	3.53229534795	19.2430796733	25.1573297682 
31.5875733855	3.04333972791	17.591182307	24.1273900175 
33.7402152642	2.49680037528	15.8085164572	22.1717838362 
36.1081213307	1.92146915635	13.6117251151	20.2528631007 
38.0454990215	1.54739983093	12.0297335713	18.9503857671 
40.6286692759	1.20189743536	10.4241458626	17.3028834918 
42.7813111546	0.913978772381	8.96656089434	16.0154588034 
45.364481409	0.683418905543	7.31473377946	14.4119239994 
49.6697651663	0.423673533611	5.22945043849	11.8573542805 
53.1139921722	0.307831259053	4.18972857481	10.4471479504 
56.5582191781	0.306931513232	3.43476334185	9.22981502128 
58.7108610568	0.255055543193	3.0484397655	8.45857475986 
62.5856164384	0.217459730187	2.52945552748	7.13466641389 
66.0298434442	0.189514683486	2.19153819044	6.09010277171 
69.9045988258	0.174134653345	1.93707740785	5.41191478317 
73.7793542074	0.202246390833	1.74509800864	4.82939508914 
77.8693737769	0.186421807224	1.63209276974	4.28882980363 
83.0357142857	0.185072188491	1.44522863009	3.65377231216 
89.2783757339	0.154705767005	1.50968844451	3.28284266615 
95.3057729941	0.0956599474489	1.35851526757	2.805531353 
102.624755382	0.0937479875776	1.34586797607	2.36178759695 
111.88111546	0.0913299206815	1.34586797607	2.15388148935 
117.477984344	0.0323965693532	1.34586797607	2.10795650791 
