#Days 	 2Msun MS 	 6Msun MS 	 1Msun RG
0.05	2.06087983054	2.23607299615	12.0992248948 
0.15	2.08098992772	2.61005037167	12.5055760654 
0.25	2.20482712378	3.41966661422	13.1257213879 
0.35	2.39796642799	4.45714817512	13.5025337922 
0.45	2.64139870602	5.48230905567	13.8937799498 
0.55	3.01192309844	6.40122710264	14.9565387778 
0.65	3.49514105844	7.0313136153	16.8693929608 
0.75	3.93545223958	7.21904869411	19.0290463621 
0.85	4.26371648381	7.1613538329	21.0144139439 
0.95	4.56236810871	7.22694478588	22.9651844996 
1.05	4.86106057022	7.42514055547	24.6782669127 
1.15	5.20651168455	7.67872718518	26.1001207452 
1.25	5.50424734853	7.83423038202	26.8669697759 
1.35	5.50070824803	7.58822863213	26.0120970177 
1.45	5.2704958632	7.08877690093	24.0464422998 
1.55	4.98223253282	6.63491338826	21.9926023753 
1.65	4.70552641246	6.40517879819	20.2411476951 
1.75	4.29316268051	6.13523325054	18.1642832939 
1.85	3.71143557215	5.5567336985	15.4580619279 
1.95	3.06099239393	4.65974170848	12.4986877776 
2.05	2.44084730259	3.64548312648	9.691155813 
2.15	1.97224125206	2.84671420621	7.53495223346 
2.25	1.66974628858	2.31737844841	6.05626543749 
2.35	1.47812279126	1.9772349505	4.99554877344 
2.45	1.35447515101	1.77739786499	4.22691812252 
2.55	1.27815914771	1.67835835471	3.69753183183 
2.65	1.22779540121	1.62415327513	3.31492237206 
2.75	1.19900023446	1.56214352449	2.99752174947 
2.85	1.17707953063	1.47313962333	2.71050311318 
2.95	1.13338635383	1.35818632476	2.41899006824 
3.05	1.07449038314	1.24623340465	2.13357654213 
3.15	1.01259823801	1.15750402287	1.8997110772 
3.25	0.949586230589	1.09748944074	1.73321941291 
3.35	0.898226537694	1.07106747345	1.63645395769 
3.45	0.876294878336	1.06978512145	1.598486017 
3.55	0.891397731261	1.08132743948	1.59394043457 
3.65	0.939669737563	1.08862523938	1.5924971547 
3.75	1.00037136209	1.08379721038	1.55991584227 
3.85	1.04794317713	1.06450908716	1.48525047877 
3.95	1.0739914434	1.03185366542	1.40818483412 
4.05	1.07904275701	0.999143324949	1.37977659728 
4.15	1.06967309492	0.977086623508	1.39780910039 
4.25	1.05771720569	0.976809006896	1.43037540609 
4.35	1.05929872494	1.00101075914	1.46602864807 
4.45	1.07435364705	1.04023568499	1.48906656817 
4.55	1.08610473597	1.07601165416	1.47841375877 
4.65	1.09537399713	1.09940044559	1.44085085011 
4.75	1.11083449679	1.10659590846	1.40533861258 
4.85	1.13865089549	1.10427656158	1.38582951594 
4.95	1.17050886932	1.10776764197	1.37382740634 
5.05	1.17838456524	1.11233227442	1.3471674497 
5.15	1.14192793839	1.1088165775	1.28881553003 
5.25	1.07748045367	1.09147425089	1.21297644931 
5.35	1.01462128119	1.06575775564	1.14722806066 
5.45	0.975894540947	1.04712631405	1.10788447158 
5.55	0.974763250758	1.04112994647	1.11043335088 
5.65	0.990377914889	1.03744603944	1.1554279831 
5.75	0.998133666956	1.02818684353	1.23830709416 
5.85	0.992096733847	1.01923731839	1.35223344328 
5.95	0.975731620368	1.01634952975	1.46112995378 
6.05	0.964672578885	1.01672507833	1.52351366512 
6.15	0.975533342539	1.02089382211	1.5277975951 
6.25	1.00596643716	1.03565581392	1.48135691176 
6.35	1.04216426473	1.06331317328	1.38513070326 
6.45	1.07628733843	1.09508699711	1.26337679474 
6.55	1.09976424039	1.12241474762	1.15786164624 
6.65	1.12091509725	1.15308938517	1.12308739208 
6.75	1.15393502817	1.18954094988	1.1757125878 
6.85	1.1935323642	1.21451929262	1.27654540633 
6.95	1.22129898063	1.20605618018	1.35736489754 
7.05	1.21719892115	1.16299043286	1.37182532583 
7.15	1.18233620524	1.11481725999	1.32848627452 
7.25	1.13353373545	1.08179299204	1.26040220534 
7.35	1.08032098525	1.0572101372	1.20455019357 
7.45	1.0308823624	1.04077025286	1.17880532359 
7.55	0.993154413736	1.03602627664	1.17892050587 
7.65	0.971584365732	1.03832292345	1.18587472494 
7.75	0.965175462396	1.04680567084	1.18576114557 
7.85	0.96858070235	1.05540637652	1.17367166045 
7.95	0.985984507012	1.06443381873	1.17352400544 
8.05	1.01806696005	1.07924680642	1.19187555529 
8.15	1.0503505701	1.09013755532	1.20953140167 
8.25	1.06734288666	1.08646135459	1.21519207001 
8.35	1.06449574628	1.07646795974	1.21318440703 
8.45	1.04726677985	1.07670706901	1.21020453975 
8.55	1.03522188472	1.09719953957	1.2140106396 
8.65	1.04887447868	1.13549334392	1.22809218729 
8.75	1.08075142917	1.17040054453	1.24073133684 
8.85	1.10669421431	1.18527052496	1.24142985204 
8.95	1.10236309194	1.16947764174	1.21468890551 
9.05	1.06021383125	1.12358278501	1.16290948335 
9.15	0.999375061852	1.07429038911	1.11521511956 
9.25	0.94219580477	1.04886368262	1.09609573664 
9.35	0.90791881355	1.05841937618	1.10331738983 
9.45	0.90985347478	1.09223108666	1.12813184096 
9.55	0.945803829628	1.12838116356	1.16091815455 
9.65	1.00079575529	1.14844828459	1.18992056307 
9.75	1.0671374159	1.14804442928	1.21498778019 
9.85	1.14680918582	1.12700370371	1.24773089525 
9.95	1.24679197692	1.08941197393	1.30104064926 
